Entity,Code,Year,Crude birth rate,Crude death rate
Denmark,DNK,1908,28.6,14.6
Denmark,DNK,1909,28.2,13.3
Denmark,DNK,1910,27.5,12.9
Denmark,DNK,1911,26.7,13.4
Denmark,DNK,1912,26.6,13
Denmark,DNK,1913,25.6,12.5
Denmark,DNK,1914,25.6,12.5
Denmark,DNK,1915,24.2,12.8
Denmark,DNK,1916,24.4,13.4
Denmark,DNK,1917,23.7,13.2
Denmark,DNK,1918,24.1,13
Denmark,DNK,1919,22.6,13
Denmark,DNK,1920,25.4,12.9
Denmark,DNK,1921,24,11
Denmark,DNK,1922,22.2,11.9
Denmark,DNK,1923,22.3,11.3
Denmark,DNK,1924,21.8,11.2
Denmark,DNK,1925,21,10.8
Denmark,DNK,1926,20.5,11
Denmark,DNK,1927,19.6,11.6
Denmark,DNK,1928,19.6,11
Denmark,DNK,1929,18.6,11.2
Denmark,DNK,1930,18.7,10.8
Denmark,DNK,1931,18,11.4
Denmark,DNK,1932,18,11
Denmark,DNK,1933,17.3,10.6
Denmark,DNK,1934,17.8,10.4
Denmark,DNK,1935,17.7,11.1
Denmark,DNK,1936,17.8,11
Denmark,DNK,1937,18,10.8
Denmark,DNK,1938,18.1,10.3
Denmark,DNK,1939,17.8,10.1
Denmark,DNK,1940,18.3,10.4
Denmark,DNK,1941,18.5,10.3
Denmark,DNK,1942,20.4,9.6
Denmark,DNK,1943,21.4,9.6
Denmark,DNK,1944,22.7,10.2
Denmark,DNK,1945,23.5,10.5
Denmark,DNK,1946,23.4,10.2
Denmark,DNK,1947,22.1,9.7
Denmark,DNK,1948,20.3,8.6
Denmark,DNK,1949,18.9,8.9
Denmark,DNK,1950,18.7,9.2
Denmark,DNK,1951,17.8,8.8
Denmark,DNK,1952,17.8,9
Denmark,DNK,1953,17.9,9
Denmark,DNK,1954,17.3,9.1
Denmark,DNK,1955,17.3,8.7
Denmark,DNK,1956,17.2,8.9
Denmark,DNK,1957,16.8,9.3
Denmark,DNK,1958,16.5,9.2
Denmark,DNK,1959,16.3,9.3
Denmark,DNK,1960,16.6,9.5
Denmark,DNK,1961,16.6,9.4
Denmark,DNK,1962,16.7,9.7
Denmark,DNK,1963,17.6,9.8
Denmark,DNK,1964,17.7,9.9
Denmark,DNK,1965,18,10.1
Denmark,DNK,1966,18.4,10.3
Denmark,DNK,1967,16.8,9.9
Denmark,DNK,1968,15.3,9.7
Denmark,DNK,1969,14.6,9.8
Denmark,DNK,1970,14.4,9.8
Denmark,DNK,1971,15.2,9.8
Denmark,DNK,1972,15.1,10.1
Denmark,DNK,1973,14.3,10.1
Denmark,DNK,1974,14.1,10.2
Denmark,DNK,1975,14.2,10.1
Denmark,DNK,1976,12.9,10.6
Denmark,DNK,1977,12.9,9.9
Denmark,DNK,1978,12.2,10.4
Denmark,DNK,1979,11.6,10.7
Denmark,DNK,1980,11.2,10.9
Denmark,DNK,1981,10.4,11
Denmark,DNK,1982,10.3,10.8
Denmark,DNK,1983,9.9,11.2
Denmark,DNK,1984,10.1,11.2
Denmark,DNK,1985,10.5,11.4
Denmark,DNK,1986,10.8,11.3
Denmark,DNK,1987,11,11.3
Denmark,DNK,1988,11.5,11.5
Denmark,DNK,1989,12,11.6
Denmark,DNK,1990,12.3,11.9
Denmark,DNK,1991,12.5,11.6
Denmark,DNK,1992,13.1,11.8
Denmark,DNK,1993,13,12.1
Denmark,DNK,1994,12.8,12.4
Denmark,DNK,1995,13.3,12.1
Denmark,DNK,1996,12.9,11.6
Denmark,DNK,1997,12.8,11.3
Denmark,DNK,1998,12.5,11
Denmark,DNK,1999,12.4,11.1
Denmark,DNK,2000,12.6,10.9
Denmark,DNK,2001,12.2,10.9
Denmark,DNK,2002,11.9,10.9
Denmark,DNK,2003,12,10.7
Denmark,DNK,2004,11.96202235,10.3
Denmark,DNK,2005,11.86895515,10.1
Denmark,DNK,2006,11.94814601,10.20817298
Denmark,DNK,2007,11.74457138,10.18870656
Denmark,DNK,2008,11.848741,9.945487557
Denmark,DNK,2009,11.38122502,9.941586476
Denmark,DNK,2010,11.43562741,9.804800291
East Germany,OWID_GDR,1946,10.4,22.9
East Germany,OWID_GDR,1947,13.1,19
East Germany,OWID_GDR,1948,12.8,15.2
East Germany,OWID_GDR,1949,14.5,13.4
East Germany,OWID_GDR,1950,16.5,11.9
East Germany,OWID_GDR,1951,16.9,11.4
East Germany,OWID_GDR,1952,16.7,12.1
East Germany,OWID_GDR,1953,16.4,11.7
East Germany,OWID_GDR,1954,46.3,12.2
East Germany,OWID_GDR,1955,16.3,11.9
East Germany,OWID_GDR,1956,15.9,12
East Germany,OWID_GDR,1957,15.6,12.9
East Germany,OWID_GDR,1958,15.6,12.7
East Germany,OWID_GDR,1959,16.9,13.3
East Germany,OWID_GDR,1960,17,13.6
East Germany,OWID_GDR,1961,17.6,13
East Germany,OWID_GDR,1962,17.4,13.7
East Germany,OWID_GDR,1963,17.6,12.9
East Germany,OWID_GDR,1964,17.2,13.3
East Germany,OWID_GDR,1965,16.5,13.5
East Germany,OWID_GDR,1966,15.7,13.2
East Germany,OWID_GDR,1967,14.8,13.3
East Germany,OWID_GDR,1968,14.3,14.2
East Germany,OWID_GDR,1969,14,14.3
East Germany,OWID_GDR,1970,13.9,14.1
East Germany,OWID_GDR,1971,13.8,13.8
East Germany,OWID_GDR,1972,11.8,13.8
East Germany,OWID_GDR,1973,10.6,13.7
East Germany,OWID_GDR,1974,10.6,13.5
East Germany,OWID_GDR,1975,10.8,14.3
East Germany,OWID_GDR,1976,11.6,13.9
East Germany,OWID_GDR,1977,13.3,13.5
East Germany,OWID_GDR,1978,13.9,13.1
East Germany,OWID_GDR,1979,14,13.9
East Germany,OWID_GDR,1980,14.6,14.2
East Germany,OWID_GDR,1981,14.2,13.9
East Germany,OWID_GDR,1982,14.4,13.7
East Germany,OWID_GDR,1983,14,13.3
East Germany,OWID_GDR,1984,13.7,13.3
East Germany,OWID_GDR,1985,13.7,13.5
East Germany,OWID_GDR,1986,13.4,13.4
East Germany,OWID_GDR,1987,13.6,12.9
East Germany,OWID_GDR,1988,12.9,12.8
East Germany,OWID_GDR,1989,12,12.4
Egypt,EGY,1917,40.1,29.4
Egypt,EGY,1918,38.9,39.6
Egypt,EGY,1919,37.7,29.4
Egypt,EGY,1920,42.2,28
Egypt,EGY,1921,41.8,25
Egypt,EGY,1922,43.1,25.1
Egypt,EGY,1923,43.1,25.8
Egypt,EGY,1924,43.8,24.9
Egypt,EGY,1925,42.8,26
Egypt,EGY,1926,44.5,26.9
Egypt,EGY,1927,44,25.2
Egypt,EGY,1928,43.7,26.4
Egypt,EGY,1929,44,27.7
Egypt,EGY,1930,45.4,24.5
Egypt,EGY,1931,44.5,23.6
Egypt,EGY,1932,42.5,22.8
Egypt,EGY,1933,43.8,21.4
Egypt,EGY,1934,42.2,22.6
Egypt,EGY,1935,41.3,22.1
Egypt,EGY,1936,44.2,23.4
Egypt,EGY,1937,43.4,22.5
Egypt,EGY,1938,43.2,24.1
Egypt,EGY,1939,42,22.4
Egypt,EGY,1940,41.3,26.9
Egypt,EGY,1941,40.4,25.4
Egypt,EGY,1942,37.6,23.8
Egypt,EGY,1943,38.7,23.1
Egypt,EGY,1944,39.8,24.5
Egypt,EGY,1945,42.7,25.3
Egypt,EGY,1946,41.2,25.7
Egypt,EGY,1947,43.6,30
Egypt,EGY,1948,42.7,28.2
Egypt,EGY,1949,41.8,27.8
Egypt,EGY,1950,44.4,27.2
Egypt,EGY,1951,44.8,28.5
Egypt,EGY,1952,45.1,28.2
Egypt,EGY,1953,42.5,27.8
Egypt,EGY,1954,42.6,26.7
Egypt,EGY,1955,40.3,25.8
Egypt,EGY,1956,40.7,25.3
Egypt,EGY,1957,38,26.9
Egypt,EGY,1958,41.1,27.1
Egypt,EGY,1959,42.8,27.3
Egypt,EGY,1960,43,27
Egypt,EGY,1961,43.9,23.8
Egypt,EGY,1962,41.3,22.8
Egypt,EGY,1963,42.8,20.3
Egypt,EGY,1964,42.1,19.2
Egypt,EGY,1965,41.5,18.4
Egypt,EGY,1966,41,17.8
Egypt,EGY,1967,39.2,18.7
Egypt,EGY,1968,38.2,18
Egypt,EGY,1969,37,17.8
Egypt,EGY,1970,35.1,18.3
Egypt,EGY,1971,35.1,13.1
Egypt,EGY,1972,34.3,14.3
Egypt,EGY,1973,35.6,12.9
Egypt,EGY,1974,35.6,12.6
Egypt,EGY,1975,36,12.1
Egypt,EGY,1976,36.1,11.6
Egypt,EGY,1977,37.3,11.8
Egypt,EGY,1978,37.2,10.5
Egypt,EGY,1979,40,10.9
Egypt,EGY,1980,37.3,10
Egypt,EGY,1981,36.8,9.9
Egypt,EGY,1982,36,9.9
Egypt,EGY,1983,37.2,9
Egypt,EGY,1984,38.6,8.5
Egypt,EGY,1985,37.5,9.1
Egypt,EGY,1986,40.1,9.6
Egypt,EGY,1987,38.8,9.5
Egypt,EGY,1988,35.6,8.5
Egypt,EGY,1989,33.5,8
Egypt,EGY,1990,,7.5
Egypt,EGY,1991,30,7.2
Egypt,EGY,1992,30.3,7.7
Egypt,EGY,1993,29.1,7.2
Egypt,EGY,1994,29,6.9
Egypt,EGY,1995,27.9,6.7
Egypt,EGY,1996,28.3,6.5
Egypt,EGY,1997,27.5,6.5
Egypt,EGY,1998,27.5,6.5
Egypt,EGY,1999,27,6.4
Egypt,EGY,2000,27.4,6.3
Egypt,EGY,2001,26.7,6.2
Egypt,EGY,2002,26.3,6.4
Egypt,EGY,2003,26.1,6.5
Egypt,EGY,2004,25.67676492,6.4
Egypt,EGY,2005,25.49026496,6.4
Egypt,EGY,2006,25.74329007,6.275099328
Egypt,EGY,2007,26.47303152,6.118604733
Egypt,EGY,2008,27.25948045,6.140369767
Egypt,EGY,2009,28.82554427,6.195529916
El Salvador,SLV,1920,36.5,20.9
El Salvador,SLV,1925,35.6,20.4
El Salvador,SLV,1926,36.7,22.7
El Salvador,SLV,1927,36.4,17.9
El Salvador,SLV,1928,38.4,19.3
El Salvador,SLV,1929,35.2,14.2
El Salvador,SLV,1930,45.9,21.8
El Salvador,SLV,1931,46,22.7
El Salvador,SLV,1932,41.2,22.1
El Salvador,SLV,1933,42.3,23.8
El Salvador,SLV,1934,41.6,25.5
El Salvador,SLV,1935,40.2,25.2
El Salvador,SLV,1936,43.5,21.4
El Salvador,SLV,1937,41.8,20.7
El Salvador,SLV,1938,43.5,19
El Salvador,SLV,1939,44.2,19.5
El Salvador,SLV,1940,45.4,19
El Salvador,SLV,1941,43.5,18.3
El Salvador,SLV,1942,42.4,22.7
El Salvador,SLV,1943,41.9,22.5
El Salvador,SLV,1944,42,19.6
El Salvador,SLV,1945,42.6,18.1
El Salvador,SLV,1946,40.6,17.5
El Salvador,SLV,1947,46.9,17.1
El Salvador,SLV,1948,44.3,16.7
El Salvador,SLV,1949,45.9,15.3
El Salvador,SLV,1950,48.5,14.7
El Salvador,SLV,1951,49,15.2
El Salvador,SLV,1952,49.3,16.5
El Salvador,SLV,1953,48.7,15
El Salvador,SLV,1954,49.1,15.3
El Salvador,SLV,1955,49.2,14.6
El Salvador,SLV,1956,48.5,12.8
El Salvador,SLV,1957,50.9,14.6
El Salvador,SLV,1958,49.6,14.1
El Salvador,SLV,1959,48.5,12.6
El Salvador,SLV,1960,49.5,11.4
El Salvador,SLV,1961,49.4,11.3
El Salvador,SLV,1962,48.4,11.5
El Salvador,SLV,1963,49,10.9
El Salvador,SLV,1964,47.1,10.4
El Salvador,SLV,1965,46.9,10.6
El Salvador,SLV,1966,45.4,10
El Salvador,SLV,1967,44.4,9.2
El Salvador,SLV,1968,43.2,9.1
El Salvador,SLV,1969,42.1,9.9
El Salvador,SLV,1970,40,9.9
El Salvador,SLV,1971,42.3,7.9
El Salvador,SLV,1972,40.8,8.8
El Salvador,SLV,1973,40.3,8.4
El Salvador,SLV,1974,43.2,7.8
El Salvador,SLV,1975,39.9,7.9
El Salvador,SLV,1976,40.2,7.5
El Salvador,SLV,1977,41.7,7.8
El Salvador,SLV,1978,39.7,6.9
El Salvador,SLV,1979,39.3,7.4
El Salvador,SLV,1980,37.7,8.6
El Salvador,SLV,1981,35.6,8.2
El Salvador,SLV,1982,33.6,7.1
El Salvador,SLV,1983,30.5,6.9
El Salvador,SLV,1984,29.8,6
El Salvador,SLV,1993,33.5,7.1
El Salvador,SLV,1994,      ,      
El Salvador,SLV,1995,27.7,6.1
El Salvador,SLV,1996,28.2,5
El Salvador,SLV,1997,27.8,4.9
El Salvador,SLV,1998,26.3,5
El Salvador,SLV,1999,25,4.6
El Salvador,SLV,2000,23.9,4.5
El Salvador,SLV,2001,21.6,4.6
El Salvador,SLV,2002,19.8,4.2
El Salvador,SLV,2003,18.8,4.4
El Salvador,SLV,2004,17.7,4.4
El Salvador,SLV,2005,16.8,5.1
El Salvador,SLV,2006,17.63475247,5.178421165
El Salvador,SLV,2007,17.45794277,5.140263997
El Salvador,SLV,2008,18.29459541,5.15845253
England and Wales,,1850,33.4,20.8
England and Wales,,1851,34.3,22
England and Wales,,1852,34.3,22.4
England and Wales,,1853,33.3,22.9
England and Wales,,1854,34.1,23.5
England and Wales,,1855,33.8,22.6
England and Wales,,1856,34.5,20.5
England and Wales,,1857,34.4,21.8
England and Wales,,1858,33.7,23.1
England and Wales,,1859,35,22.4
England and Wales,,1860,34.3,21.2
England and Wales,,1861,34.6,21.6
England and Wales,,1862,35,21.4
England and Wales,,1863,35.3,23
England and Wales,,1864,35.4,23.7
England and Wales,,1865,35.4,23.2
England and Wales,,1866,35.2,23.4
England and Wales,,1867,35.4,21.7
England and Wales,,1868,35.8,21.8
England and Wales,,1869,34.8,22.3
England and Wales,,1870,35.2,22.9
England and Wales,,1871,35,22.6
England and Wales,,1872,35.6,21.3
England and Wales,,1873,35.4,21
England and Wales,,1874,36,22.2
England and Wales,,1875,35.4,22.7
England and Wales,,1876,36.3,20.9
England and Wales,,1877,36,20.3
England and Wales,,1878,35.6,21.6
England and Wales,,1879,34.7,20.7
England and Wales,,1880,34.2,20.5
England and Wales,,1881,33.9,18.9
England and Wales,,1882,33.8,19.6
England and Wales,,1883,33.5,19.6
England and Wales,,1884,33.6,19.7
England and Wales,,1885,32.9,19.2
England and Wales,,1886,32.8,19.5
England and Wales,,1887,31.9,19.1
England and Wales,,1888,31.2,18.1
England and Wales,,1889,31.1,18.2
England and Wales,,1890,30.2,19.5
England and Wales,,1891,31.4,20.2
England and Wales,,1892,30.4,19
England and Wales,,1893,30.7,19.2
England and Wales,,1894,29.6,16.6
England and Wales,,1895,30.3,18.7
England and Wales,,1896,29.6,17.1
England and Wales,,1897,29.6,17.4
England and Wales,,1898,29.3,17.5
England and Wales,,1899,29.1,18.2
England and Wales,,1900,28.7,18.2
England and Wales,,1901,28.5,16.9
England and Wales,,1902,28.5,16.3
England and Wales,,1903,28.5,15.5
England and Wales,,1904,28,16.3
England and Wales,,1905,27.3,15.3
England and Wales,,1906,27.2,15.5
England and Wales,,1907,26.5,15.1
England and Wales,,1908,26.7,14.8
England and Wales,,1909,25.8,14.6
England and Wales,,1910,25.1,13.5
England and Wales,,1911,24.3,14.6
England and Wales,,1912,23.9,13.3
England and Wales,,1913,24.1,13.8
England and Wales,,1914,23.8,14
England and Wales,,1915,21.9,15.7
England and Wales,,1916,20.9,14.3
England and Wales,,1917,17.8,14.2
England and Wales,,1918,17.7,17.3
England and Wales,,1919,18.5,14
England and Wales,,1920,25.5,12.4
England and Wales,,1921,22.4,12.1
England and Wales,,1922,20.4,12.7
England and Wales,,1923,19.7,11.6
England and Wales,,1924,18.8,12.2
England and Wales,,1925,18.3,12.1
England and Wales,,1926,17.8,11.6
England and Wales,,1927,16.6,12.3
England and Wales,,1928,16.7,11.7
England and Wales,,1929,16.3,13.4
England and Wales,,1930,16.3,11.4
England and Wales,,1931,15.8,12.3
England and Wales,,1932,15.3,12
England and Wales,,1933,14.4,12.3
England and Wales,,1934,14.8,11.8
England and Wales,,1935,14.7,11.7
England and Wales,,1936,14.8,12.1
England and Wales,,1937,14.9,12.4
England and Wales,,1938,15.1,11.6
England and Wales,,1939,14.8,12.1
England and Wales,,1940,14.1,14.4
England and Wales,,1941,13.9,13.5
England and Wales,,1942,15.6,12.3
England and Wales,,1943,16.2,13
England and Wales,,1944,17.7,12.7
England and Wales,,1945,15.9,12.6
England and Wales,,1946,19.2,12
England and Wales,,1947,20.5,12.3
England and Wales,,1948,17.8,11
England and Wales,,1949,16.7,11.8
England and Wales,,1950,15.8,11.6
England and Wales,,1951,15.5,12.5
England and Wales,,1952,15.3,11.3
England and Wales,,1953,15.5,11.4
England and Wales,,1954,15.2,11.3
England and Wales,,1955,15,11.7
England and Wales,,1956,15.7,11.7
England and Wales,,1957,16.1,11.5
England and Wales,,1958,16.4,11.7
England and Wales,,1959,16.5,11.6
England and Wales,,1960,17.1,11.5
England and Wales,,1961,17.6,11.9
England and Wales,,1962,18,11.9
England and Wales,,1963,18.2,12.2
England and Wales,,1964,18.5,11.3
England and Wales,,1965,18.1,11.6
England and Wales,,1966,17.8,11.8
England and Wales,,1967,17.3,11.4
England and Wales,,1968,16.9,11.8
England and Wales,,1969,16.4,12
England and Wales,,1970,16,11.8
England and Wales,,1971,15.9,11.5
England and Wales,,1972,14.7,12
England and Wales,,1973,13.7,11.9
England and Wales,,1974,12.9,11.8
England and Wales,,1975,12.2,11.7
England and Wales,,1976,11.8,12.1
England and Wales,,1977,11.5,11.6
England and Wales,,1978,12.1,11.9
England and Wales,,1979,12.9,12
England and Wales,,1980,13.2,11.7
England and Wales,,1981,12.8,11.6
England and Wales,,1982,12.6,11.7
England and Wales,,1983,12.7,11.7
England and Wales,,1984,12.8,11.4
England and Wales,,1985,13.1,11.8
England and Wales,,1986,13.2,11.6
England and Wales,,1987,13.6,11.3
England and Wales,,1988,13.8,11.3
England and Wales,,1989,13.6,11.4
England and Wales,,1990,13.9,11.1
England and Wales,,1991,13.7,11.1
England and Wales,,1992,13.4,10.8
England and Wales,,1993,12.1,11.2
England and Wales,,1994,12.8,11.4
England and Wales,,1995,12.5,10.9
England and Wales,,1996,12.5,10.9
England and Wales,,1997,12.3,10.7
England and Wales,,1998,12.3,10.6
England and Wales,,1999,12.9,10.8
England and Wales,,2000,11.6,10.3
England and Wales,,2001,11.4,10.1
England and Wales,,2002,11.3,10.2
England and Wales,,2003,11.8,10.3
England and Wales,,2004,12.1,
Fiji,FJI,1922,31.9,15.5
Fiji,FJI,1923,31.3,15.3
Fiji,FJI,1924,33.9,15.3
Fiji,FJI,1925,32.4,16.8
Fiji,FJI,1926,32.9,16.4
Fiji,FJI,1927,30.1,17.2
Fiji,FJI,1928,33.1,18.7
Fiji,FJI,1929,32.8,17.6
Fiji,FJI,1930,35.7,22.3
Fiji,FJI,1931,34.2,16.5
Fiji,FJI,1932,35.8,13.6
Fiji,FJI,1933,36.4,14.9
Fiji,FJI,1934,36.8,15.6
Fiji,FJI,1935,36.7,15.5
Fiji,FJI,1936,37.9,20.1
Fiji,FJI,1937,35.8,15.9
Fiji,FJI,1938,38.4,16.3
Fiji,FJI,1939,36.9,17.1
Fiji,FJI,1940,38.6,12.1
Fiji,FJI,1941,40.9,12.1
Fiji,FJI,1942,38.3,11.4
Fiji,FJI,1943,39,11.7
Fiji,FJI,1944,37.3,13
Fiji,FJI,1945,39.9,11.3
Fiji,FJI,1946,40.8,13.1
Fiji,FJI,1947,39.9,11
Fiji,FJI,1948,41.9,12.1
Fiji,FJI,1949,38.6,12.4
Fiji,FJI,1950,39.2,11
Fiji,FJI,1951,37.9,10.4
Fiji,FJI,1952,40,11.5
Fiji,FJI,1953,40,9.1
Fiji,FJI,1954,39.6,9.3
Fiji,FJI,1955,37.9,8.1
Fiji,FJI,1956,40.7,7.5
Fiji,FJI,1957,41.1,7.3
Fiji,FJI,1958,39.6,6.9
Fiji,FJI,1959,41.1,7.4
Fiji,FJI,1960,39.9,6.6
Fiji,FJI,1961,40.9,6.4
Fiji,FJI,1962,39.5,6.3
Fiji,FJI,1963,38,5.8
Fiji,FJI,1964,37.8,6.1
Fiji,FJI,1965,35.9,5.1
Fiji,FJI,1966,34.9,5.2
Fiji,FJI,1967,34.5,5.1
Fiji,FJI,1968,30.8,5.2
Fiji,FJI,1969,29.7,4.8
Fiji,FJI,1970,29.9,4.7
Fiji,FJI,1971,30.3,5.9
Fiji,FJI,1972,28,5
Fiji,FJI,1973,28.2,5
Fiji,FJI,1974,29.8,4.9
Fiji,FJI,1975,29,6.9
Fiji,FJI,1976,28.3,4.3
Fiji,FJI,1977,27,3.8
Fiji,FJI,1978,28.2,4.2
Fiji,FJI,1979,29.8,3.8
Fiji,FJI,1980,29.7,6.4
Fiji,FJI,1981,29.4,6.6
Fiji,FJI,1982,30.6,5.8
Fiji,FJI,1983,29.5,5.4
Fiji,FJI,1984,28.4,4.6
Fiji,FJI,1985,27.9,5.3
Fiji,FJI,1986,26.7,5.5
Fiji,FJI,1987,27,4.4
Fiji,FJI,1988,24.5,5.2
Fiji,FJI,1989,23.4,
Fiji,FJI,1990,24.8,4.9
Fiji,FJI,1991,25.3,5.6
Fiji,FJI,1992,25.2,
Fiji,FJI,1993,24.7,
Fiji,FJI,1994,24.6,5.4
Fiji,FJI,1995,24.8,6.3
Fiji,FJI,1996,22.3,5.9
Fiji,FJI,1997,22.7,4.6
Fiji,FJI,1998,22.5,6.6
Fiji,FJI,1999,21,7
Fiji,FJI,2000,21.2,5.1
Fiji,FJI,2001,20.5,6
Fiji,FJI,2002,20.9,5.2
Fiji,FJI,2003,20.8,5.4
Fiji,FJI,2004,20.9,4.767926846
Fiji,FJI,2005,21.6,
Fiji,FJI,2006,22.17368138,
Fiji,FJI,2007,23.14194679,
Fiji,FJI,2009,21.37481776,
Finland,FIN,1751,44.3,24.6
Finland,FIN,1752,44.7,26.3
Finland,FIN,1753,44.1,26.1
Finland,FIN,1754,46.4,35.1
Finland,FIN,1755,46.9,30.7
Finland,FIN,1756,45.8,36.3
Finland,FIN,1757,43.3,36.2
Finland,FIN,1758,42.3,29.5
Finland,FIN,1759,44.5,28.1
Finland,FIN,1760,46.6,27.9
Finland,FIN,1761,45.8,28.3
Finland,FIN,1762,41.3,29.6
Finland,FIN,1763,43,41
Finland,FIN,1764,45.7,33.1
Finland,FIN,1765,42.9,29.7
Finland,FIN,1766,41.5,28.6
Finland,FIN,1767,40.7,29.1
Finland,FIN,1768,42.9,25.8
Finland,FIN,1769,42.4,28.3
Finland,FIN,1770,40.9,30.2
Finland,FIN,1771,38,26.1
Finland,FIN,1772,37.6,23.9
Finland,FIN,1773,37.9,21.5
Finland,FIN,1774,40.3,21.5
Finland,FIN,1775,40.4,25.6
Finland,FIN,1776,39,30.5
Finland,FIN,1777,40.1,32
Finland,FIN,1778,42.7,25
Finland,FIN,1779,43.2,21.9
Finland,FIN,1780,41.2,21.1
Finland,FIN,1781,37.7,26.5
Finland,FIN,1782,41.7,25.1
Finland,FIN,1783,40,31.2
Finland,FIN,1784,42.7,25.3
Finland,FIN,1785,39.8,30.3
Finland,FIN,1786,39.9,26.3
Finland,FIN,1787,40.4,23.7
Finland,FIN,1788,36.1,33.3
Finland,FIN,1789,34.2,37.7
Finland,FIN,1790,37,38.1
Finland,FIN,1791,36,40.9
Finland,FIN,1792,42.2,25
Finland,FIN,1793,43.8,25.6
Finland,FIN,1794,41.4,32
Finland,FIN,1795,42.1,23.6
Finland,FIN,1796,39.7,23.4
Finland,FIN,1797,41.2,20.2
Finland,FIN,1798,38.6,22
Finland,FIN,1799,38.7,27.6
Finland,FIN,1800,37.6,25.5
Finland,FIN,1801,39.6,21.8
Finland,FIN,1802,39.2,22.3
Finland,FIN,1803,35.6,33.1
Finland,FIN,1804,39.1,25
Finland,FIN,1805,38.4,21.2
Finland,FIN,1806,35.7,21.9
Finland,FIN,1807,36.2,29.2
Finland,FIN,1808,30.4,60.5
Finland,FIN,1809,28.6,59.2
Finland,FIN,1810,40.5,24.6
Finland,FIN,1811,36.4,30.8
Finland,FIN,1812,38.9,24.1
Finland,FIN,1813,35.6,27.3
Finland,FIN,1814,36.7,32.4
Finland,FIN,1815,37.5,26
Finland,FIN,1816,38.8,23.4
Finland,FIN,1817,39,24
Finland,FIN,1818,38.4,24.8
Finland,FIN,1819,36.1,27.2
Finland,FIN,1820,36.6,25.3
Finland,FIN,1821,41.4,22.9
Finland,FIN,1822,35.6,27.8
Finland,FIN,1823,40.3,24.2
Finland,FIN,1824,37.8,27.3
Finland,FIN,1825,38.5,26.1
Finland,FIN,1826,37.6,26.2
Finland,FIN,1827,36.7,21.5
Finland,FIN,1828,39.3,22.6
Finland,FIN,1829,38.7,26.3
Finland,FIN,1830,36.6,25.4
Finland,FIN,1831,35.2,28.5
Finland,FIN,1832,34.5,33.8
Finland,FIN,1833,30.2,46.4
Finland,FIN,1834,36.6,23.9
Finland,FIN,1835,34.3,24.7
Finland,FIN,1836,31.1,31.9
Finland,FIN,1837,31.6,28.4
Finland,FIN,1838,31.8,22.5
Finland,FIN,1839,33.7,20.6
Finland,FIN,1840,34.7,22.1
Finland,FIN,1841,34,22.4
Finland,FIN,1842,37.2,21.9
Finland,FIN,1843,35.8,22.2
Finland,FIN,1844,35,21.8
Finland,FIN,1845,35.7,22.9
Finland,FIN,1846,33.2,25.1
Finland,FIN,1847,33.9,23.3
Finland,FIN,1848,36.5,23.8
Finland,FIN,1849,37.5,24.5
Finland,FIN,1850,35.7,26.3
Finland,FIN,1851,38.2,23.7
Finland,FIN,1852,35,30
Finland,FIN,1853,35.1,29.3
Finland,FIN,1854,37.5,25.9
Finland,FIN,1855,35.8,32
Finland,FIN,1856,36.3,34
Finland,FIN,1857,32.8,32.5
Finland,FIN,1858,36.5,29.7
Finland,FIN,1859,35.8,25
Finland,FIN,1860,36.4,24.8
Finland,FIN,1861,37.8,23.8
Finland,FIN,1862,37.3,28.1
Finland,FIN,1863,36.2,29.6
Finland,FIN,1864,39.3,22.6
Finland,FIN,1865,34.2,24.9
Finland,FIN,1866,32,33.6
Finland,FIN,1867,32.3,38.1
Finland,FIN,1868,24.6,77.6
Finland,FIN,1869,33.7,25.2
Finland,FIN,1870,36.3,18.2
Finland,FIN,1871,37.3,17.9
Finland,FIN,1872,36.4,19.7
Finland,FIN,1873,37,23.6
Finland,FIN,1874,37.9,24.1
Finland,FIN,1875,36.6,22.9
Finland,FIN,1876,36.7,21.9
Finland,FIN,1877,38.2,24.2
Finland,FIN,1878,35.4,24.1
Finland,FIN,1879,37.8,19.6
Finland,FIN,1880,36.5,23.9
Finland,FIN,1881,35,25
Finland,FIN,1882,36.3,22.3
Finland,FIN,1883,35.9,20.8
Finland,FIN,1884,36.1,20.9
Finland,FIN,1885,34.2,22
Finland,FIN,1886,35.3,22.2
Finland,FIN,1887,36.2,19
Finland,FIN,1888,34.9,19.8
Finland,FIN,1889,33.4,19.6
Finland,FIN,1890,32.9,19.6
Finland,FIN,1891,34.3,21.2
Finland,FIN,1892,31.6,23.8
Finland,FIN,1893,30.1,21
Finland,FIN,1894,31.1,19.4
Finland,FIN,1895,32.9,17.9
Finland,FIN,1896,32.5,18.7
Finland,FIN,1897,32.3,17.7
Finland,FIN,1898,34.4,17.7
Finland,FIN,1899,33.7,20.2
Finland,FIN,1900,32.6,21.9
Finland,FIN,1901,33.2,21.1
Finland,FIN,1902,32.4,19
Finland,FIN,1903,31.5,18.5
Finland,FIN,1904,33,18.4
Finland,FIN,1905,31.8,19.1
Finland,FIN,1906,32.8,18.2
Finland,FIN,1907,32.8,18.8
Finland,FIN,1908,32.2,19.3
Finland,FIN,1909,32.8,17.4
Finland,FIN,1910,31.7,17.4
Finland,FIN,1911,30.8,17.4
Finland,FIN,1912,30.8,17.2
