Entity,Code,Year,December,November,October,September,August,July,June,May,April,March,February,January
England and Wales,,1967,44.402973,43.19817,44.56147,46.950314,45.48787,46.624783,47.571426,49.331318,49.207672,52.0088,50.359337,47.564358
England and Wales,,1968,43.374958,43.04729,44.023903,45.19571,45.940117,46.154568,46.86173,48.153812,47.70052,49.87309,47.5964,45.95909
England and Wales,,1969,40.486202,40.333412,42.4034,44.021637,43.23811,44.294193,45.7641,46.97159,47.303604,49.824795,47.42899,46.457947
England and Wales,,1970,43.508068,42.818516,41.941772,43.06878,42.701942,44.313423,44.93716,45.155224,45.2555,46.573433,44.624466,42.58219
England and Wales,,1971,39.236973,40.100075,41.36351,43.116394,41.25616,44.145294,44.721672,45.780754,45.798855,47.979668,46.237354,44.743546
England and Wales,,1972,37.027485,37.708347,37.834152,40.25188,39.610245,40.593174,41.41477,41.673027,40.786594,43.492004,41.66226,40.443493
England and Wales,,1973,34.990467,35.155525,36.00521,35.975395,36.053947,37.33834,38.559406,39.109642,38.23837,41.427094,39.294376,37.647003
England and Wales,,1974,31.67631,32.682552,34.57888,36.084892,35.69785,36.41354,35.61325,36.919506,36.314648,37.61984,35.692257,36.017918
England and Wales,,1975,30.427685,30.175735,31.630924,33.381428,32.742867,34.500416,34.103214,35.041084,35.011646,35.68675,34.430943,34.012726
England and Wales,,1976,29.061665,29.425985,30.590672,33.011986,31.513472,32.58862,33.994537,33.215065,33.232586,35.42559,33.690113,31.705866
England and Wales,,1977,29.176636,29.997204,31.442131,33.299633,31.562243,31.851637,32.220646,33.099163,31.241793,32.457848,31.58166,30.629807
England and Wales,,1978,32.762684,32.600124,33.620304,35.50933,33.45611,33.00417,33.280678,33.348038,32.880917,33.616966,32.000546,30.375542
England and Wales,,1979,32.882328,34.16182,34.942356,35.578754,34.961246,36.233643,36.71914,37.03815,35.967686,36.649544,35.044777,33.515083
England and Wales,,1980,33.563854,33.914165,36.00463,37.356556,35.651794,37.69383,36.807575,37.64382,37.349926,36.720337,35.841103,35.418888
England and Wales,,1981,32.541748,33.51013,34.61803,35.990223,35.268707,36.731667,35.858788,35.54398,35.48091,35.788162,34.88433,34.287235
England and Wales,,1982,33.15709,33.229717,34.449375,36.451176,34.72877,35.457115,34.244106,34.98847,35.114872,35.299026,34.314125,33.501755
England and Wales,,1983,32.91956,33.39854,33.482025,36.44941,34.95807,36.017487,36.267166,35.61393,35.341877,34.83818,34.31577,33.32505
England and Wales,,1984,32.807392,35.18368,35.862564,37.13337,36.227146,36.26906,35.833214,35.223988,33.582893,34.60734,33.971382,33.346947
England and Wales,,1985,32.80731,34.684315,36.11949,38.08797,36.95305,37.66169,36.428596,37.261658,35.646587,36.30867,35.61159,35.456577
England and Wales,,1986,34.98007,34.03605,36.0521,37.775414,37.057957,36.60069,37.147842,37.57968,36.831123,36.643898,35.50847,34.668575
England and Wales,,1987,35.926666,35.62476,37.1963,39.025085,37.422344,38.493446,39.198322,38.503784,37.45259,37.099064,36.079304,35.16643
England and Wales,,1988,35.614803,35.55809,35.579327,39.319923,38.24813,38.656693,38.57654,38.780018,38.474953,39.09112,37.94698,36.87432
England and Wales,,1989,36.07771,36.367123,36.324177,37.570187,37.676807,38.482628,39.11304,38.883045,37.659084,37.753624,37.091476,35.761395
England and Wales,,1990,36.352966,37.904495,38.194588,39.736446,39.03439,39.87291,40.065365,39.17774,37.7366,37.630196,37.430977,36.119164
England and Wales,,1991,35.717274,36.302174,37.270172,39.028763,38.392963,39.40059,38.803047,38.224583,37.27877,37.267,38.168533,37.4447
England and Wales,,1992,33.90113,34.912148,35.775185,38.16122,37.300648,38.714546,38.3805,37.69457,37.791943,37.314884,37.74269,37.01364
England and Wales,,1993,35.263767,34.398663,35.91858,38.58032,36.56691,37.35764,37.744003,36.455887,35.830307,35.621872,35.52357,35.120472
England and Wales,,1994,33.500275,34.04047,34.997242,36.570488,35.03047,36.18164,37.26002,36.689735,36.190563,36.56906,35.689804,34.996906
England and Wales,,1995,32.18215,33.37417,34.54584,35.950516,34.97236,35.585735,36.29627,35.73218,33.956806,34.875885,34.667324,33.689198
England and Wales,,1996,33.97316,34.82465,35.25797,36.54982,35.10909,36.153286,34.863075,33.808323,32.771053,33.527874,33.845963,33.640606
England and Wales,,1997,33.184036,32.773643,33.114666,34.69064,34.312763,35.285824,34.830376,34.712124,34.93421,33.87606,34.357723,34.16407
England and Wales,,1998,32.13908,32.28879,33.42019,35.654083,33.949394,35.159317,34.249924,33.094006,33.820446,33.49138,33.74898,33.383667
England and Wales,,1999,32.00523,31.986353,31.685883,33.819252,32.890064,33.896145,34.07295,33.25957,32.63386,33.172455,32.82013,31.865257
England and Wales,,2000,30.564617,31.797192,31.457825,32.25076,32.1376,32.57508,31.95052,32.06858,31.407072,31.697742,31.179012,31.369165
England and Wales,,2001,29.28528,30.797754,31.629753,32.26044,31.402336,31.641739,31.532537,31.754618,30.485218,30.73976,30.87097,31.254953
England and Wales,,2002,30.464296,30.777912,32.0218,32.907005,31.360472,31.90177,30.792625,31.154196,30.436516,30.100582,30.736834,30.242973
England and Wales,,2003,31.234716,31.874552,33.030735,34.12431,32.541416,33.846317,32.4997,32.338207,32.072674,31.102783,31.178806,30.96666
England and Wales,,2004,32.33145,33.10471,33.551266,34.80726,32.923553,33.761265,33.459373,32.04188,32.2851,32.119423,32.113792,32.299473
England and Wales,,2005,32.29888,32.476242,33.454323,35.07737,34.469296,34.066494,33.69853,32.349426,32.48402,32.426697,32.18122,31.775219
England and Wales,,2006,32.779064,34.24148,34.904743,36.460255,34.88928,34.38448,34.920517,33.97185,32.816147,33.49761,33.346825,32.099903
England and Wales,,2007,34.263786,34.873386,35.576435,36.920147,36.13238,35.726093,34.661793,34.959396,33.31844,33.49678,33.895798,33.557976
England and Wales,,2008,34.382534,34.708195,35.10749,36.59288,35.540154,36.389786,35.60616,35.60825,35.392185,34.734367,34.868427,35.279037
England and Wales,,2009,35.056583,35.62546,35.872784,36.249203,34.73194,36.00518,35.407803,34.54409,34.744442,34.29741,34.41066,33.638985
England and Wales,,2010,35.41425,36.268745,37.318916,37.659653,35.087753,36.02101,35.625984,34.492367,34.318428,34.84381,35.118904,35.01761
England and Wales,,2011,34.979282,35.883904,35.374683,36.209976,35.494907,36.205967,36.15017,35.089752,34.423054,34.466095,35.110027,34.75357
England and Wales,,2012,33.87104,35.03254,36.08282,37.050495,35.33345,35.31223,35.18131,35.82128,34.293865,34.897224,34.721836,35.454525
England and Wales,,2013,32.485302,33.15391,34.19336,35.22094,34.077328,34.76896,33.351177,33.22175,32.39982,33.04738,33.595394,33.581696
England and Wales,,2014,31.89991,32.401962,34.28185,35.473995,33.15552,33.992428,33.216892,33.127277,32.167416,32.364025,33.24283,32.828712
England and Wales,,2015,32.195107,33.181652,33.686962,34.605095,33.001904,34.230774,33.755802,33.151672,32.225876,31.676908,32.403187,32.345016
England and Wales,,2016,31.137041,31.923016,32.499916,34.33945,32.679718,33.905876,33.570396,32.85331,32.443157,31.925219,32.57507,31.74373
England and Wales,,2017,30.002668,31.803946,32.158382,33.33081,32.290325,32.316814,32.065105,32.031532,31.060856,31.180748,31.26465,30.995844
England and Wales,,2018,29.262299,30.47351,30.936974,31.689638,30.994307,31.065105,31.06556,30.968872,29.775059,29.50393,29.595995,30.78906
England and Wales,,2019,28.066427,29.164356,30.058811,31.0047,30.120005,30.717743,30.119555,30.011526,28.79242,28.816164,29.090967,29.268766
England and Wales,,2020,25.62536,27.800074,29.070345,29.740889,28.019592,29.031265,28.873257,28.27339,27.675995,27.735811,28.05134,28.685125
England and Wales,,2021,27.653618,29.222225,30.024086,30.814524,29.29294,29.902344,29.140928,27.743944,28.097664,28.398827,27.72908,25.863802
England and Wales,,2022,26.227102,27.767208,28.22299,28.820564,27.88345,27.863169,27.59267,27.481966,26.830393,27.519567,27.588127,26.748037
Estonia,EST,1959,38.55057,38.586742,39.30788,43.782604,44.634235,45.831417,49.951168,50.422676,49.224667,49.15899,50.388954,43.899574
Estonia,EST,1960,39.994934,40.198593,37.99136,44.268375,42.778614,45.70929,46.35024,50.89882,53.52819,49.142624,47.12265,46.020126
Estonia,EST,1961,41.609608,40.67215,41.04351,41.88897,42.722237,45.617516,47.809208,50.299004,49.508064,50.692394,45.731625,42.138573
Estonia,EST,1962,38.14205,37.775574,38.60236,40.114296,41.904568,44.14197,47.796185,49.277187,51.7728,47.998066,45.371773,43.41252
Estonia,EST,1963,38.37476,36.24534,36.53575,40.055275,41.09687,43.562706,41.67451,47.253983,49.563473,44.855362,40.641876,42.267815
Estonia,EST,1964,38.220295,38.182114,36.735535,40.550285,40.795204,42.603848,43.258312,45.65001,47.585495,45.615017,42.9495,42.14996
Estonia,EST,1965,34.648594,35.193035,35.657116,36.672825,38.789608,40.447475,43.821823,45.973312,44.935856,44.026825,40.013493,41.295074
Estonia,EST,1966,35.73895,36.275414,34.96322,38.275097,36.65301,39.94577,40.648945,44.222313,43.560764,42.81212,39.83137,36.504845
Estonia,EST,1967,36.743816,35.460697,36.078327,34.364513,37.803707,40.57527,39.76608,41.62777,44.396378,42.684063,38.193386,37.600327
Estonia,EST,1968,39.012573,38.806644,37.227608,37.655975,37.34436,41.80324,42.96139,42.946087,43.69204,44.38436,40.842278,39.77429
Estonia,EST,1969,41.79251,39.997074,36.450695,41.004826,40.744526,41.21088,43.611538,47.34542,47.256866,45.148743,40.2689,41.91036
Estonia,EST,1970,39.687294,38.96712,38.518406,40.541096,40.091312,44.19539,46.339954,47.72555,48.61791,47.4654,44.668037,43.8497
Estonia,EST,1971,40.875027,40.65196,41.057423,41.0075,41.803093,45.450073,46.42037,47.732212,49.58165,46.961536,45.48821,42.34524
Estonia,EST,1972,38.701633,38.34492,39.68712,40.00919,40.954304,42.658688,45.387714,45.3068,48.68185,47.17007,45.19787,42.430355
Estonia,EST,1973,38.300716,37.587368,36.69977,39.09155,41.772293,44.475304,44.72776,45.946743,43.2169,42.82345,42.63201,41.820385
Estonia,EST,1974,38.942272,38.62247,37.99676,38.16089,39.650753,43.70059,44.00951,46.144535,45.115616,44.059208,43.20584,40.407383
Estonia,EST,1975,38.653263,36.65301,37.438396,39.62366,41.200607,41.771595,43.262897,43.687065,45.1733,43.722454,40.73927,41.392647
Estonia,EST,1976,38.260563,38.449955,37.346123,39.08011,40.516907,42.02676,43.920902,44.624836,44.188007,44.931347,42.49382,42.4183
Estonia,EST,1977,39.783604,39.691555,37.815384,39.931496,39.071587,43.579727,44.510956,42.681416,44.250725,45.89379,41.58404,40.765224
Estonia,EST,1978,39.079456,39.81537,38.688072,39.478416,38.848137,43.273346,42.801052,42.819668,42.512634,41.389393,42.66065,41.22069
Estonia,EST,1979,38.10539,39.145096,37.966164,40.384117,39.56104,43.18204,42.644455,42.36578,43.276085,41.702003,40.415054,41.191154
Estonia,EST,1980,42.250355,39.759396,38.538372,39.435677,37.98487,44.03058,40.6424,42.891186,45.08739,41.968475,40.46096,39.948948
Estonia,EST,1981,40.04005,40.81416,39.90834,40.76705,43.09648,44.42165,43.41228,44.446312,45.300213,42.839264,40.199726,42.27427
Estonia,EST,1982,42.01426,42.05964,38.07633,42.150543,40.080307,42.23806,43.737007,44.962624,43.696053,45.12046,42.773666,41.8373
Estonia,EST,1983,38.876038,42.956463,41.167755,43.693016,42.2659,43.383686,46.850136,46.352547,47.970554,46.987698,44.89228,42.485664
Estonia,EST,1984,40.060196,41.089306,40.656704,43.177147,43.5937,43.6178,48.6164,45.348824,45.96145,46.252045,48.12361,38.169846
Estonia,EST,1985,38.677193,38.613014,40.44729,41.161892,42.559067,43.72227,44.896523,45.015186,45.992245,44.298138,41.84143,42.07396
Estonia,EST,1986,39.65617,40.396732,40.89921,42.439915,43.131744,43.557,45.47058,46.11225,45.54772,44.67373,43.053356,41.271408
Estonia,EST,1987,41.94503,41.309216,42.33259,40.67483,42.637844,46.167343,46.616756,46.603436,49.094784,46.43464,45.44715,43.942715
Estonia,EST,1988,39.962288,38.782734,39.846615,41.648643,44.795177,44.07833,46.367207,47.75735,50.664757,45.452873,43.915707,43.848553
Estonia,EST,1989,40.69726,39.22025,39.754093,42.3656,42.902687,42.23588,44.251465,43.391857,43.808357,46.23801,44.409412,40.864933
Estonia,EST,1990,34.423008,32.6415,34.32008,38.286648,36.517464,40.132103,40.663227,41.651665,43.124794,42.678284,43.248802,39.57675
Estonia,EST,1991,29.60537,31.023935,29.532455,31.86468,33.067425,34.24485,34.409874,35.587387,39.134876,36.927067,35.560673,36.72348
Estonia,EST,1992,27.864979,28.6429,29.765928,31.690334,31.566244,32.64897,34.13863,34.570908,33.968655,35.541943,32.59624,30.468718
Estonia,EST,1993,24.594257,22.334995,24.853073,26.548277,25.281923,27.596603,28.997793,30.19326,31.498354,30.855474,31.890163,28.584635
Estonia,EST,1994,24.377504,24.289482,23.690868,24.80701,25.219337,27.237139,27.17904,28.530567,28.26907,30.012035,27.893599,24.160803
Estonia,EST,1995,22.086958,24.272226,22.236843,25.826475,25.587223,26.823673,27.113186,26.341581,26.89137,27.78473,26.033377,24.634132
Estonia,EST,1996,22.479109,24.232567,22.752148,23.022696,24.53209,26.3077,25.626888,28.188097,28.451492,26.342932,27.08057,23.565659
Estonia,EST,1997,20.917425,21.860426,22.438566,24.910166,23.184061,25.84822,26.319063,26.58837,24.649385,25.44763,24.55018,24.128672
Estonia,EST,1998,22.496298,21.194963,22.239027,24.124853,24.956087,25.191916,24.64612,23.37953,25.369793,23.760767,24.069855,22.023016
Estonia,EST,1999,22.188185,21.75631,22.428865,25.99797,24.899418,24.202944,25.026493,27.221775,25.890621,25.346943,24.395552,21.730265
Estonia,EST,2000,23.662308,23.075521,23.707478,24.509085,25.393051,25.88814,28.049244,27.407415,26.591,27.102905,25.165277,26.03925
Estonia,EST,2001,22.746536,23.3714,23.745703,24.691965,25.486801,24.357138,25.995258,27.301908,24.623917,26.854403,24.40349,25.458124
Estonia,EST,2002,24.315672,24.265923,24.197483,26.491453,25.55379,26.523285,26.427355,26.706928,26.907597,27.123627,25.675198,25.650665
Estonia,EST,2003,24.071217,23.812141,24.917484,28.728802,26.350637,29.537306,28.63381,25.814404,25.155123,26.30334,24.558119,24.656374
Estonia,EST,2004,26.247023,26.839827,26.151762,30.194607,27.975397,30.495995,30.519867,27.085314,28.952631,29.54202,27.171099,25.54816
Estonia,EST,2005,27.287125,28.182575,27.140564,30.937798,29.710405,29.600304,30.596298,29.35664,28.280703,30.77709,29.113373,27.28003
Estonia,EST,2006,28.502193,28.272448,28.594666,30.921072,31.562845,33.22445,32.261936,30.966906,29.981686,31.869577,30.187485,26.775326
Estonia,EST,2007,31.736332,30.84333,31.285082,33.413597,34.468983,34.02621,34.007088,33.093304,33.11853,30.526924,30.489233,29.74115
Estonia,EST,2008,30.595306,30.562103,30.247278,33.59478,33.374477,35.61289,35.273315,34.612255,32.346085,32.213776,32.393864,32.20319
Estonia,EST,2009,30.357885,29.840828,30.639456,33.330284,33.024162,35.00161,33.116295,33.106762,32.657482,34.93343,31.824524,30.40713
Estonia,EST,2010,29.422249,31.272863,30.887278,32.234936,33.41717,35.008293,34.564865,34.095818,32.82241,34.079765,32.256844,30.628323
Estonia,EST,2011,26.915955,28.986961,27.800812,33.0412,32.96307,33.610004,33.364933,29.850744,29.98404,29.6884,29.474688,27.900719
Estonia,EST,2012,27.750782,27.07688,28.294596,29.959776,31.936184,32.243084,31.316877,28.590826,27.318745,26.989338,29.023714,27.872885
Estonia,EST,2013,26.226185,25.067278,26.971127,30.317215,30.114624,29.739178,29.280739,28.42625,28.936087,27.628212,28.063206,26.757744
Estonia,EST,2014,25.199432,24.512674,26.811773,31.556837,30.018494,32.73769,31.490826,28.654621,29.072708,25.211842,26.985556,26.650213
Estonia,EST,2015,26.650082,26.859135,27.885788,33.230915,28.067387,33.544495,30.991398,28.45049,28.617565,27.67476,27.92614,27.954771
Estonia,EST,2016,24.370117,27.943449,26.404175,28.753187,31.723186,31.109781,31.33562,31.550013,30.194685,31.352861,27.933178,27.454296
Estonia,EST,2017,27.24631,27.200138,27.38069,31.637924,31.676739,30.900215,30.469482,28.807228,28.381557,26.344788,28.631126,25.424778
Estonia,EST,2018,25.306465,25.98312,28.883167,30.385721,31.367376,33.47702,33.142403,31.449926,30.717823,29.981936,28.713747,27.876066
Estonia,EST,2019,26.245708,27.7549,27.740976,30.606337,32.664654,31.82219,32.112442,28.846851,29.614962,28.667015,28.1893,25.126987
Finland,FIN,1859,78.59293,78.405846,80.62198,87.9931,79.034744,82.58558,83.630646,80.000175,79.55564,89.86725,90.51009,89.53998
Finland,FIN,1860,86.00551,78.5073,82.683754,101.04665,87.70729,89.621796,89.83616,86.201866,76.29225,82.53649,76.334236,84.467354
Finland,FIN,1861,94.4817,89.09217,79.13292,93.082634,87.88728,91.585396,94.824234,96.019844,96.6842,98.03253,90.89053,97.85254
Finland,FIN,1862,84.467354,82.80212,79.37837,95.3315,84.72917,91.143585,92.30483,89.621796,90.072876,93.10718,93.51743,98.719795
Finland,FIN,1863,87.985466,82.90357,77.103874,89.819244,74.45302,80.8838,84.594444,89.71998,91.44249,98.22889,96.63347,100.9452
Finland,FIN,1864,94.563515,91.425575,90.27633,103.36315,89.065445,95.03805,98.27362,100.74884,93.7928,100.437935,100.07061,99.53796
Finland,FIN,1865,78.887474,76.934784,80.19653,89.36271,82.045586,88.86909,91.96666,88.770905,86.200775,89.24544,91.379684,101.91064
Finland,FIN,1866,72.47306,70.3911,74.14211,89.075264,78.102036,87.26548,87.26603,81.44015,82.43013,86.430954,85.564285,87.3473
Finland,FIN,1867,71.04945,78.30439,76.26934,93.556076,87.29821,90.2436,87.73947,83.48556,78.676384,79.34564,77.42997,83.125565
Finland,FIN,1868,40.990067,43.47238,48.79536,60.009132,57.697,66.09137,69.34276,68.774956,68.63259,65.518654,64.03749,74.56756
Finland,FIN,1869,86.316414,85.03407,92.223564,104.59749,98.78525,105.65783,100.23503,83.61646,65.183205,56.977013,48.117455,44.884533
Finland,FIN,1870,77.23478,75.59899,76.51479,95.29768,86.398224,96.11803,96.14312,92.485374,92.65992,89.24544,91.94129,93.9908
Finland,FIN,1871,97.14892,90.83377,86.25095,95.19623,94.154434,97.96708,96.80256,89.89997,87.50275,89.83452,91.88695,92.61628
Finland,FIN,1872,91.56903,87.73947,81.44015,90.6985,80.62198,89.16363,91.62849,91.110855,92.69373,100.1434,99.633316,104.56149
Finland,FIN,1873,93.041725,91.8483,86.97094,102.63608,93.9908,96.3962,98.730156,92.09266,90.14051,98.130714,99.27848,98.32707
Finland,FIN,1874,92.338104,91.88211,91.06177,109.73775,96.65801,102.61426,104.59749,100.38885,93.13336,101.41974,96.977684,101.58337
Finland,FIN,1875,85.95642,84.290085,81.521965,97.15764,89.3109,98.3598,101.993546,102.33608,105.13857,107.55598,98.753105,107.310524
Finland,FIN,1876,99.06342,89.768524,86.28368,97.783264,92.0272,101.82882,109.67011,105.01966,102.39935,102.48335,96.2574,94.36716
Finland,FIN,1877,101.845184,94.40152,95.7744,106.50818,103.97241,116.09762,111.78371,109.5523,97.73254,102.18881,100.31113,107.26144
Finland,FIN,1878,92.908356,83.489555,80.615234,95.73145,88.32916,97.752815,96.364624,101.28488,103.195305,107.49275,107.054344,112.432236
Finland,FIN,1879,97.18155,93.78425,92.27265,108.84859,101.12055,111.35676,108.10424,108.67167,100.5628,110.32247,106.03245,105.999664
Finland,FIN,1880,94.47224,87.50166,89.20483,102.66683,95.42201,106.753006,108.70893,99.69845,100.34494,103.251854,103.09418,107.995964
Finland,FIN,1881,88.7429,85.4157,83.276474,99.90968,90.43961,100.033585,98.98185,98.19761,100.68917,103.18408,98.99811,102.75609
Finland,FIN,1882,97.776146,93.25067,95.086006,113.97229,104.45481,106.8112,103.87144,98.43864,95.11369,91.13783,92.906654,99.36887
Finland,FIN,1883,96.48571,89.36625,90.457886,106.52073,99.7991,104.654495,104.80397,93.991905,89.26885,99.5052,101.24569,104.02447
Finland,FIN,1884,96.48963,91.52804,87.310005,99.559875,95.37259,105.08641,102.035675,100.48899,97.32334,103.212875,102.93524,104.17756
Finland,FIN,1885,91.88296,86.86195,88.47196,96.17166,87.4844,96.9861,98.68285,96.558586,95.844666,97.44326,91.20969,98.58324
Finland,FIN,1886,92.22961,88.9773,87.54849,103.5387,95.20951,100.97553,102.267334,96.85492,96.059135,98.40018,97.15963,103.67764
Finland,FIN,1887,95.609856,92.7462,90.05536,105.24818,97.05107,107.23612,106.90671,97.491104,95.639275,103.65457,97.083336,102.0858
Finland,FIN,1888,94.82871,85.91245,84.08951,94.39188,91.81749,97.51634,98.195045,92.89834,94.9115,103.80813,102.102585,105.668915
Finland,FIN,1889,90.00693,80.3506,81.31341,97.22273,91.32403,92.08435,95.92707,96.02464,89.943214,91.06901,95.67586,98.776215
Finland,FIN,1890,98.95092,84.88495,69.14045,77.85808,88.88761,100.50763,98.29963,91.95358,86.678215,94.754135,91.50061,100.06849
Finland,FIN,1891,88.44995,83.54065,79.08476,96.130066,89.553406,99.39856,99.621506,97.31361,93.12915,100.94334,98.25527,103.59789
Finland,FIN,1892,83.375694,73.34043,71.56821,90.20674,83.866264,92.94951,91.27317,88.89193,86.60387,88.788315,89.45996,97.83428
Finland,FIN,1893,77.18786,72.90809,69.847145,82.87818,80.89359,89.061386,85.46897,86.47427,83.44783,85.9716,83.18489,91.5557
Finland,FIN,1894,85.360634,76.01416,75.06519,84.28356,81.00038,90.23088,95.67286,88.126465,87.6742,87.99654,85.21557,86.64757
Finland,FIN,1895,86.040825,77.47139,77.61019,93.2083,93.88874,103.25198,100.63043,91.76365,88.17885,89.54649,89.643906,92.85587
Finland,FIN,1896,87.446655,79.77325,76.98529,93.406334,88.730675,97.44418,97.27959,86.89792,83.06527,90.9562,89.940704,93.55961
Finland,FIN,1897,90.78959,81.22208,77.67441,91.9609,87.74832,93.90477,93.02618,85.81931,85.00593,89.39737,91.14285,95.377174
Finland,FIN,1898,89.06138,84.33091,84.95037,96.00779,94.134605,101.93036,101.68234,91.85221,92.43349,95.17881,98.14495,103.438255
Finland,FIN,1899,91.10325,82.490814,81.30384,93.61239,93.55261,100.81099,100.35989,92.146645,90.692825,92.25469,90.896805,98.97633
Finland,FIN,1900,84.654175,79.37426,79.93159,91.78839,88.86105,94.26153,93.35563,91.63677,88.236855,89.91011,94.35172,97.69357
Finland,FIN,1901,91.88955,82.00437,74.98422,86.57674,91.266174,100.24708,100.096306,96.02718,93.3098,89.46589,90.532196,96.85828
Finland,FIN,1902,84.13822,80.480225,80.05665,91.96656,89.24678,93.31392,93.96213,84.890625,83.77222,92.90398,93.44203,98.559456
Finland,FIN,1903,87.11579,79.85837,79.89591,89.41117,85.8613,92.76837,88.70142,87.21496,87.938385,83.81067,83.80541,88.48185
Finland,FIN,1904,86.099846,83.02932,80.036194,91.759735,91.59356,99.597404,97.08209,93.4829,90.81798,90.18654,88.76073,90.664635
Finland,FIN,1905,88.65926,81.17367,73.32339,82.04807,88.440506,90.44737,90.719475,93.497986,88.70634,87.866875,86.76938,94.27556
Finland,FIN,1906,86.06742,83.88209,80.6502,91.57951,90.48702,102.06182,94.39284,87.59403,85.26066,91.80885,88.197845,96.33012
Finland,FIN,1907,91.6727,81.48965,77.459885,90.16218,91.65166,95.841354,94.57154,88.2688,87.511696,92.41476,90.18953,97.084404
Finland,FIN,1908,88.943344,84.37262,74.20493,82.56668,86.53998,97.762146,91.662865,93.17459,88.22597,89.23222,84.91524,95.250244
Finland,FIN,1909,85.85582,80.50095,80.928215,88.44423,88.29417,93.49561,92.659485,91.91624,92.391304,92.20806,93.37842,98.57889
Finland,FIN,1910,85.44442,81.19216,79.900444,87.62022,83.99273,93.29312,91.49064,89.78087,86.29835,85.063484,86.20765,94.12513
Finland,FIN,1911,83.789825,75.583046,73.665764,81.46949,82.14482,91.70918,92.91462,88.95164,84.253235,82.29855,86.08187,90.97808
Finland,FIN,1912,80.32317,77.09965,71.79914,84.76722,82.97412,90.42963,90.51915,83.565926,85.07607,85.63388,84.41491,93.62238
Finland,FIN,1913,78.48028,70.49908,69.775246,77.89869,78.83914,82.01909,79.34321,79.656525,79.44427,81.841896,82.98954,87.94868
Finland,FIN,1914,72.99601,72.66902,69.29313,75.13539,74.732025,85.50769,82.623474,81.40842,81.54919,84.285065,79.941124,83.86698
Finland,FIN,1915,70.17453,64.61788,60.447826,71.84922,72.028824,79.11393,79.24491,75.14024,74.47105,80.02454,77.37043,84.71274
Finland,FIN,1916,63.669735,65.31989,63.564774,71.776,70.15871,76.05302,74.70478,73.03698,69.77647,71.868324,68.27701,73.20893
Finland,FIN,1917,66.12869,60.02034,60.90967,69.615395,70.49224,77.15026,75.15178,72.92162,71.7263,77.92663,74.260765,77.160774
Finland,FIN,1918,56.528843,58.318897,64.0311,68.86598,68.469986,72.89592,71.703514,72.94486,74.29354,77.24986,76.97556,74.566086
Finland,FIN,1919,65.82272,64.67317,63.4089,67.81627,54.68896,48.738712,50.345245,49.677155,46.65976,53.940517,53.221603,55.18029
Finland,FIN,1920,67.91709,61.840553,61.968227,71.768326,74.376236,81.03767,80.629036,79.57454,77.137085,79.67767,75.15625,76.386185
Finland,FIN,1921,70.2719,63.8229,59.778816,69.00292,67.94519,73.68727,74.46565,72.323845,73.96958,76.36539,74.21725,77.565475
Finland,FIN,1922,63.58637,61.54089,57.753803,65.15572,65.60125,73.52172,72.00594,70.21888,71.21824,72.66535,74.921585,73.96834
Finland,FIN,1923,66.576454,60.34118,60.803932,67.38806,69.61168,76.414604,76.20432,71.3824,71.73808,71.03669,70.08154,70.199875
Finland,FIN,1924,60.418404,54.03012,51.52665,59.846382,63.683216,69.44883,70.93715,72.529625,70.6388,68.52704,67.89789,73.47743
Finland,FIN,1925,57.56641,57.395844,57.406197,62.043137,63.863037,71.54026,70.84888,71.189095,67.42329,68.34635,64.04693,67.84084
Finland,FIN,1926,56.14007,55.350193,56.097122,61.994633,62.64294,71.1259,70.817345,64.81219,63.922802,64.94822,64.517075,65.7163
Finland,FIN,1927,56.100887,54.41069,54.27662,60.36484,63.665382,70.14669,67.45577,65.80057,63.50145,61.28017,59.446358,62.271233
Finland,FIN,1928,58.623245,57.5001,54.900837,61.315235,63.68565,67.46083,66.17528,61.443333,63.40258,65.29494,63.619545,65.949776
Finland,FIN,1929,52.90635,51.336273,50.62115,60.37767,59.11293,66.04881,64.378845,65.84887,66.871544,63.417984,64.03305,66.17621
Finland,FIN,1930,50.464127,50.916245,51.202633,58.160988,59.521217,63.913338,65.64164,66.734146,64.57407,63.498745,62.341118,61.46729
Finland,FIN,1931,48.206738,46.036278,47.01855,56.314926,57.86652,63.36623,62.601784,60.399055,58.40469,60.81399,58.820885,60.903637
Finland,FIN,1932,46.257797,46.785206,47.015854,53.76933,52.915405,60.38695,59.199547,57.058872,57.33822,58.176033,56.64368,54.58679
Finland,FIN,1933,42.53423,45.163296,46.451923,53.25932,54.284245,55.958908,54.22822,50.159206,50.83381,51.96097,49.94693,52.242207
Finland,FIN,1934,46.98717,46.847813,48.69519,52.422634,52.37957,57.258015,58.28973,54.485394,52.82359,53.63876,52.47324,51.58535
Finland,FIN,1935,48.382744,48.27026,47.293438,54.90076,54.148018,56.268795,58.80815,55.782825,54.203857,56.88837,53.45016,55.314495
Finland,FIN,1936,43.297077,45.410824,46.51929,53.525623,53.985085,56.370655,58.04889,54.959084,55.800865,54.271973,51.782913,53.88908
Finland,FIN,1937,50.393864,49.25451,49.934498,56.664913,56.739857,61.483967,61.568344,56.76924,56.709217,55.370285,53.07903,48.187695
Finland,FIN,1938,52.732296,53.647224,52.852512,59.344074,58.979515,62.632214,60.002426,58.60396,59.129738,59.529995,55.873882,56.77979
