Entity,Code,Year,Total fertility rate,Completed cohort fertility rate shifted +30 years,Tempo-adjusted total fertility rate
East Germany,OWID_GDR,1983,1.791,1.809,1.803
East Germany,OWID_GDR,1984,1.738,1.809,1.744
East Germany,OWID_GDR,1985,1.736,1.817,1.812
East Germany,OWID_GDR,1986,1.7,1.814,1.899
East Germany,OWID_GDR,1987,1.737,1.827,1.926
East Germany,OWID_GDR,1988,1.67,1.822,1.805
East Germany,OWID_GDR,1989,1.58,1.82,
East Germany,OWID_GDR,1990,1.512,1.796,
East Germany,OWID_GDR,1991,0.996,1.764,
East Germany,OWID_GDR,1992,0.845,1.725,
East Germany,OWID_GDR,1993,0.784,1.68,
East Germany,OWID_GDR,1994,0.78,1.64,
East Germany,OWID_GDR,1995,0.848,1.61,
East Germany,OWID_GDR,1996,0.967,1.574,
East Germany,OWID_GDR,1997,1.061,1.567,
East Germany,OWID_GDR,1998,1.114,,
East Germany,OWID_GDR,1999,1.178,,
East Germany,OWID_GDR,2000,1.254,,
East Germany,OWID_GDR,2001,1.244,,
East Germany,OWID_GDR,2002,1.252,,
East Germany,OWID_GDR,2003,1.28,,
East Germany,OWID_GDR,2004,1.329,,
East Germany,OWID_GDR,2005,1.314,,
East Germany,OWID_GDR,2006,1.324,,
East Germany,OWID_GDR,2007,1.391,,
East Germany,OWID_GDR,2008,1.435,,
East Germany,OWID_GDR,2009,1.43,,
East Germany,OWID_GDR,2010,1.487,,1.612
East Germany,OWID_GDR,2011,1.462,,1.602
East Germany,OWID_GDR,2012,1.488,,1.599
East Germany,OWID_GDR,2013,1.494,,1.671
East Germany,OWID_GDR,2014,1.546,,1.685
East Germany,OWID_GDR,2015,1.562,,1.525
East Germany,OWID_GDR,2016,1.646,,1.725
East Germany,OWID_GDR,2017,1.616,,
England and Wales,,1938,1.831,,
England and Wales,,1939,1.817,,
England and Wales,,1940,1.747,,
England and Wales,,1941,1.718,,
England and Wales,,1942,1.932,,
England and Wales,,1943,2.028,,
England and Wales,,1944,2.235,,
England and Wales,,1945,2.033,,
England and Wales,,1946,2.474,,
England and Wales,,1947,2.685,,
England and Wales,,1948,2.39,,
England and Wales,,1949,2.269,,
England and Wales,,1950,2.181,,
England and Wales,,1951,2.139,,
England and Wales,,1952,2.152,,
England and Wales,,1953,2.214,2.095,
England and Wales,,1954,2.207,2.119,
England and Wales,,1955,2.214,2.156,
England and Wales,,1956,2.346,2.197,
England and Wales,,1957,2.442,2.215,
England and Wales,,1958,2.516,2.243,
England and Wales,,1959,2.552,2.299,
England and Wales,,1960,2.679,2.354,
England and Wales,,1961,2.764,2.353,
England and Wales,,1962,2.845,2.36,
England and Wales,,1963,2.88,2.389,
England and Wales,,1964,2.93,2.409,
England and Wales,,1965,2.845,2.411,
England and Wales,,1966,2.753,2.397,
England and Wales,,1967,2.648,2.378,
England and Wales,,1968,2.567,2.367,
England and Wales,,1969,2.468,2.372,
England and Wales,,1970,2.395,2.343,
England and Wales,,1971,2.364,2.28,
England and Wales,,1972,2.167,2.25,
England and Wales,,1973,2.001,2.245,
England and Wales,,1974,1.885,2.215,
England and Wales,,1975,1.773,2.144,
England and Wales,,1976,1.708,2.127,
England and Wales,,1977,1.657,2.135,
England and Wales,,1978,1.727,2.093,
England and Wales,,1979,1.837,2.06,
England and Wales,,1980,1.875,2.049,
England and Wales,,1981,1.8,2.037,
England and Wales,,1982,1.761,2.046,
England and Wales,,1983,1.754,2.042,
England and Wales,,1984,1.753,2.02,
England and Wales,,1985,1.782,2.008,
England and Wales,,1986,1.771,2.016,
England and Wales,,1987,1.807,2.008,
England and Wales,,1988,1.823,1.981,
England and Wales,,1989,1.798,1.978,
England and Wales,,1990,1.839,1.976,
England and Wales,,1991,1.82,1.947,
England and Wales,,1992,1.798,1.928,
England and Wales,,1993,1.765,1.926,
England and Wales,,1994,1.75,1.924,
England and Wales,,1995,1.719,1.918,
England and Wales,,1996,1.737,1.908,
England and Wales,,1997,1.733,1.91,
England and Wales,,1998,1.724,1.916,
England and Wales,,1999,1.696,1.913,
England and Wales,,2000,1.654,1.912,
England and Wales,,2001,1.635,1.904,
England and Wales,,2002,1.644,1.893,
England and Wales,,2003,1.718,,
England and Wales,,2004,1.766,,
England and Wales,,2005,1.775,,
England and Wales,,2006,1.831,,
England and Wales,,2007,1.877,,
England and Wales,,2008,1.92,,
England and Wales,,2009,1.904,,
England and Wales,,2010,1.939,,
England and Wales,,2011,1.927,,
England and Wales,,2012,1.928,,
England and Wales,,2013,1.83,,
England and Wales,,2014,1.804,,2.176
England and Wales,,2015,1.792,,2.194
England and Wales,,2016,1.77,,2.092
England and Wales,,2017,1.712,,1.916
England and Wales,,2018,1.645,,1.831
England and Wales,,2019,1.596,,1.756
England and Wales,,2020,1.525,,1.764
England and Wales,,2021,1.544,,1.676
England and Wales,,2022,1.489,,
Estonia,EST,1959,1.947,,
Estonia,EST,1960,1.975,,1.788
Estonia,EST,1961,1.982,,1.765
Estonia,EST,1962,1.965,,1.858
Estonia,EST,1963,1.912,,1.846
Estonia,EST,1964,1.97,,1.822
Estonia,EST,1965,1.915,,1.836
Estonia,EST,1966,1.898,,1.798
Estonia,EST,1967,1.911,,1.678
Estonia,EST,1968,2.025,,1.81
Estonia,EST,1969,2.126,,1.899
Estonia,EST,1970,2.188,,1.932
Estonia,EST,1971,2.234,,2.044
Estonia,EST,1972,2.177,,2.078
Estonia,EST,1973,2.098,,1.925
Estonia,EST,1974,2.089,1.889,1.832
Estonia,EST,1975,2.048,1.873,1.854
Estonia,EST,1976,2.058,1.889,1.895
Estonia,EST,1977,2.053,1.91,1.849
Estonia,EST,1978,2.016,1.916,1.801
Estonia,EST,1979,2.012,1.988,1.795
Estonia,EST,1980,2.03,1.964,1.926
Estonia,EST,1981,2.087,2.002,2.195
Estonia,EST,1982,2.096,1.951,2.182
Estonia,EST,1983,2.177,1.963,2.15
Estonia,EST,1984,2.182,1.973,2.049
Estonia,EST,1985,2.13,1.97,2.099
Estonia,EST,1986,2.178,2.022,2.215
Estonia,EST,1987,2.271,2.027,2.208
Estonia,EST,1988,2.275,2.035,1.98
Estonia,EST,1989,2.218,2.06,1.919
Estonia,EST,1990,2.049,2.062,1.871
Estonia,EST,1991,1.802,1.994,1.746
Estonia,EST,1992,1.707,1.97,1.728
Estonia,EST,1993,1.485,1.912,1.509
Estonia,EST,1994,1.413,1.882,1.611
Estonia,EST,1995,1.372,1.907,1.765
Estonia,EST,1996,1.363,1.866,1.946
Estonia,EST,1997,1.306,1.874,1.787
Estonia,EST,1998,1.272,1.877,1.55
Estonia,EST,1999,1.295,1.86,1.735
Estonia,EST,2000,1.356,,1.855
Estonia,EST,2001,1.316,,1.809
Estonia,EST,2002,1.359,,1.914
Estonia,EST,2003,1.367,,1.693
Estonia,EST,2004,1.473,,1.913
Estonia,EST,2005,1.519,,1.982
Estonia,EST,2006,1.585,,1.869
Estonia,EST,2007,1.687,,2.084
Estonia,EST,2008,1.721,,2.251
Estonia,EST,2009,1.701,,2.041
Estonia,EST,2010,1.721,,1.985
Estonia,EST,2011,1.613,,1.888
Estonia,EST,2012,1.559,,1.705
Estonia,EST,2013,1.521,,1.647
Estonia,EST,2014,1.538,,2.003
Estonia,EST,2015,1.584,,2.292
Estonia,EST,2016,1.605,,1.984
Estonia,EST,2017,1.591,,1.721
Estonia,EST,2018,1.671,,1.825
Estonia,EST,2019,1.661,,
Finland,FIN,1939,2.55,,
Finland,FIN,1940,2.147,,
Finland,FIN,1941,2.904,,
Finland,FIN,1942,2.003,,
Finland,FIN,1943,2.467,,
Finland,FIN,1944,2.565,,
Finland,FIN,1945,3.08,,
Finland,FIN,1946,3.401,,
Finland,FIN,1947,3.463,,
Finland,FIN,1948,3.452,,
Finland,FIN,1949,3.319,,
Finland,FIN,1950,3.152,,
Finland,FIN,1951,3.007,,
Finland,FIN,1952,3.059,,
Finland,FIN,1953,2.953,,
Finland,FIN,1954,2.931,2.588,
Finland,FIN,1955,2.938,2.58,
Finland,FIN,1956,2.92,2.558,
Finland,FIN,1957,2.865,2.545,
Finland,FIN,1958,2.681,2.53,
Finland,FIN,1959,2.756,2.481,
Finland,FIN,1960,2.721,2.462,
Finland,FIN,1961,2.716,2.437,
Finland,FIN,1962,2.684,2.393,
Finland,FIN,1963,2.686,2.354,
Finland,FIN,1964,2.597,2.325,
Finland,FIN,1965,2.479,2.299,
Finland,FIN,1966,2.409,2.245,
Finland,FIN,1967,2.323,2.175,
Finland,FIN,1968,2.14,2.144,
Finland,FIN,1969,1.93,2.108,
Finland,FIN,1970,1.826,2.034,
Finland,FIN,1971,1.685,1.973,
Finland,FIN,1972,1.576,1.953,
Finland,FIN,1973,1.492,1.921,
Finland,FIN,1974,1.613,1.892,
Finland,FIN,1975,1.681,1.881,
Finland,FIN,1976,1.704,1.864,
Finland,FIN,1977,1.679,1.863,
Finland,FIN,1978,1.643,1.85,
Finland,FIN,1979,1.636,1.859,
Finland,FIN,1980,1.632,1.847,
Finland,FIN,1981,1.645,1.864,
Finland,FIN,1982,1.715,1.853,
Finland,FIN,1983,1.736,1.859,1.976
Finland,FIN,1984,1.694,1.882,1.93
Finland,FIN,1985,1.643,1.896,1.874
Finland,FIN,1986,1.597,1.912,1.849
Finland,FIN,1987,1.586,1.934,1.782
Finland,FIN,1988,1.693,1.946,1.764
Finland,FIN,1989,1.708,1.947,1.806
Finland,FIN,1990,1.782,1.962,1.884
Finland,FIN,1991,1.794,1.952,1.853
Finland,FIN,1992,1.848,1.941,1.956
Finland,FIN,1993,1.814,1.943,1.945
Finland,FIN,1994,1.846,1.92,2.104
Finland,FIN,1995,1.807,1.925,2.093
Finland,FIN,1996,1.764,1.901,1.952
Finland,FIN,1997,1.746,1.89,1.94
Finland,FIN,1998,1.7,1.914,1.813
Finland,FIN,1999,1.735,1.904,1.79
Finland,FIN,2000,1.729,1.887,1.799
Finland,FIN,2001,1.726,1.893,1.851
Finland,FIN,2002,1.718,1.909,1.929
Finland,FIN,2003,1.759,1.898,1.929
Finland,FIN,2004,1.8,1.892,1.88
Finland,FIN,2005,1.803,,1.916
Finland,FIN,2006,1.837,,1.945
Finland,FIN,2007,1.829,,1.935
Finland,FIN,2008,1.847,,1.939
Finland,FIN,2009,1.865,,1.95
Finland,FIN,2010,1.87,,2.021
Finland,FIN,2011,1.827,,1.984
Finland,FIN,2012,1.801,,1.947
Finland,FIN,2013,1.747,,1.846
Finland,FIN,2014,1.711,,1.869
Finland,FIN,2015,1.65,,1.957
Finland,FIN,2016,1.567,,1.809
Finland,FIN,2017,1.49,,1.64
Finland,FIN,2018,1.407,,1.615
Finland,FIN,2019,1.348,,1.544
Finland,FIN,2020,1.371,,1.684
Finland,FIN,2021,1.458,,1.778
Finland,FIN,2022,1.316,,1.417
Finland,FIN,2023,1.256,,1.392
Finland,FIN,2024,1.251,,
France,FRA,1946,2.997,,
France,FRA,1947,3.038,,
France,FRA,1948,3.02,,
France,FRA,1949,3.004,,
France,FRA,1950,2.947,,
France,FRA,1951,2.806,,
France,FRA,1952,2.777,,
France,FRA,1953,2.704,,
France,FRA,1954,2.715,,
France,FRA,1955,2.684,,
France,FRA,1956,2.674,,
France,FRA,1957,2.695,,
France,FRA,1958,2.684,,
France,FRA,1959,2.753,,
France,FRA,1960,2.741,,
France,FRA,1961,2.826,2.626,
France,FRA,1962,2.796,2.63,
France,FRA,1963,2.897,2.617,
France,FRA,1964,2.915,2.602,
France,FRA,1965,2.848,2.589,
France,FRA,1966,2.799,2.548,
France,FRA,1967,2.67,2.531,
France,FRA,1968,2.587,2.489,
France,FRA,1969,2.534,2.448,
France,FRA,1970,2.48,2.423,
France,FRA,1971,2.496,2.373,
France,FRA,1972,2.418,2.313,
France,FRA,1973,2.308,2.292,
France,FRA,1974,2.112,2.268,
France,FRA,1975,1.927,2.228,
France,FRA,1976,1.83,2.174,
France,FRA,1977,1.863,2.135,
France,FRA,1978,1.823,2.119,
France,FRA,1979,1.856,2.107,
France,FRA,1980,1.946,2.117,
France,FRA,1981,1.946,2.113,
France,FRA,1982,1.913,2.123,
France,FRA,1983,1.785,2.12,
France,FRA,1984,1.802,2.124,
France,FRA,1985,1.815,2.132,
France,FRA,1986,1.832,2.141,
France,FRA,1987,1.802,2.136,
France,FRA,1988,1.806,2.136,
France,FRA,1989,1.788,2.121,
France,FRA,1990,1.779,2.118,
France,FRA,1991,1.77,2.093,
France,FRA,1992,1.734,2.082,
France,FRA,1993,1.661,2.068,
France,FRA,1994,1.663,2.046,
France,FRA,1995,1.714,2.036,
France,FRA,1996,1.734,2.022,
France,FRA,1997,1.726,2.017,
France,FRA,1998,1.764,2.013,
France,FRA,1999,1.792,2.004,
France,FRA,2000,1.875,2.005,
France,FRA,2001,1.877,1.994,
France,FRA,2002,1.865,1.993,
France,FRA,2003,1.874,,
France,FRA,2004,1.898,,
France,FRA,2005,1.92,,
France,FRA,2006,1.981,,
France,FRA,2007,1.96,,
France,FRA,2008,1.991,,
France,FRA,2009,1.99,,
France,FRA,2010,2.017,,
France,FRA,2011,1.997,,
France,FRA,2012,1.993,,
France,FRA,2013,1.974,,
France,FRA,2014,1.975,,
France,FRA,2015,1.927,,
France,FRA,2016,1.892,,
France,FRA,2017,1.859,,
France,FRA,2018,1.837,,
France,FRA,2019,1.828,,
France,FRA,2020,1.783,,
France,FRA,2021,1.794,,
France,FRA,2022,1.758,,
Germany,DEU,1956,2.22,,
Germany,DEU,1957,2.274,,
Germany,DEU,1958,2.276,,
Germany,DEU,1959,2.368,,
Germany,DEU,1960,2.368,,
Germany,DEU,1961,2.444,,
Germany,DEU,1962,2.44,,
Germany,DEU,1963,2.512,,
Germany,DEU,1964,2.535,,
Germany,DEU,1965,2.501,,
Germany,DEU,1966,2.507,,
Germany,DEU,1967,2.45,,
Germany,DEU,1968,2.36,,
Germany,DEU,1969,2.211,,
Germany,DEU,1970,2.029,,
Germany,DEU,1971,1.965,1.916,
Germany,DEU,1972,1.734,1.865,
Germany,DEU,1973,1.556,1.829,
Germany,DEU,1974,1.526,1.8,
Germany,DEU,1975,1.48,1.795,
Germany,DEU,1976,1.507,1.795,
Germany,DEU,1977,1.51,1.769,
Germany,DEU,1978,1.501,1.749,
Germany,DEU,1979,1.498,1.735,
Germany,DEU,1980,1.561,1.723,
Germany,DEU,1981,1.529,1.693,
Germany,DEU,1982,1.506,1.687,
Germany,DEU,1983,1.429,1.676,
Germany,DEU,1984,1.387,1.658,
Germany,DEU,1985,1.374,1.675,
Germany,DEU,1986,1.414,1.672,
Germany,DEU,1987,1.434,1.661,
Germany,DEU,1988,1.462,1.663,
Germany,DEU,1989,1.423,1.663,
Germany,DEU,1990,1.455,1.661,
Germany,DEU,1991,1.334,1.637,
Germany,DEU,1992,1.3,1.618,
Germany,DEU,1993,1.284,1.593,
Germany,DEU,1994,1.249,1.571,
Germany,DEU,1995,1.256,1.556,
Germany,DEU,1996,1.328,1.531,
Germany,DEU,1997,1.381,1.509,
Germany,DEU,1998,1.368,,
Germany,DEU,1999,1.375,,
Germany,DEU,2000,1.399,,
Germany,DEU,2001,1.367,,
Germany,DEU,2002,1.361,,
Germany,DEU,2003,1.361,,
Germany,DEU,2004,1.381,,
Germany,DEU,2005,1.363,,
Germany,DEU,2006,1.356,,
Germany,DEU,2007,1.398,,
Germany,DEU,2008,1.408,,
Germany,DEU,2009,1.385,,
Germany,DEU,2010,1.42,,1.675
Germany,DEU,2011,1.391,,1.597
Germany,DEU,2012,1.41,,1.594
Germany,DEU,2013,1.42,,1.631
Germany,DEU,2014,1.476,,1.598
Germany,DEU,2015,1.503,,1.485
Germany,DEU,2016,1.597,,1.647
Germany,DEU,2017,1.57,,
Hungary,HUN,1950,2.6,,
Hungary,HUN,1951,2.529,,
Hungary,HUN,1952,2.469,,
Hungary,HUN,1953,2.753,,2.833
Hungary,HUN,1954,2.975,,2.707
Hungary,HUN,1955,2.808,,2.435
Hungary,HUN,1956,2.603,,2.153
Hungary,HUN,1957,2.295,,2.008
Hungary,HUN,1958,2.186,,2.024
Hungary,HUN,1959,2.089,,1.91
Hungary,HUN,1960,2.024,,1.92
Hungary,HUN,1961,1.939,,1.954
Hungary,HUN,1962,1.795,,1.936
Hungary,HUN,1963,1.825,,2.005
Hungary,HUN,1964,1.822,,1.859
Hungary,HUN,1965,1.831,1.973,1.832
Hungary,HUN,1966,1.899,1.985,1.933
Hungary,HUN,1967,2.027,1.978,2.028
Hungary,HUN,1968,2.081,1.949,2.07
Hungary,HUN,1969,2.052,1.932,2.003
Hungary,HUN,1970,1.989,1.923,1.874
Hungary,HUN,1971,1.941,1.931,1.83
Hungary,HUN,1972,1.94,1.898,1.88
Hungary,HUN,1973,1.942,1.918,1.898
Hungary,HUN,1974,2.288,1.918,2.201
Hungary,HUN,1975,2.366,1.906,2.191
Hungary,HUN,1976,2.25,1.914,2.076
Hungary,HUN,1977,2.168,1.928,2.026
Hungary,HUN,1978,2.078,1.946,1.92
Hungary,HUN,1979,2.018,1.974,1.926
Hungary,HUN,1980,1.915,1.955,1.958
Hungary,HUN,1981,1.882,1.971,1.988
Hungary,HUN,1982,1.806,1.956,1.936
Hungary,HUN,1983,1.761,1.933,1.898
Hungary,HUN,1984,1.774,1.938,1.909
Hungary,HUN,1985,1.874,1.95,2.104
Hungary,HUN,1986,1.869,1.974,2.114
Hungary,HUN,1987,1.854,2.02,2.003
Hungary,HUN,1988,1.846,2.015,1.949
Hungary,HUN,1989,1.838,2.026,1.905
Hungary,HUN,1990,1.868,2.024,1.989
Hungary,HUN,1991,1.875,2.04,2.029
Hungary,HUN,1992,1.776,2.041,1.928
Hungary,HUN,1993,1.687,2.019,1.901
Hungary,HUN,1994,1.642,2.005,1.886
Hungary,HUN,1995,1.571,1.995,1.891
Hungary,HUN,1996,1.458,1.979,1.752
Hungary,HUN,1997,1.377,1.96,1.695
Hungary,HUN,1998,1.327,1.926,1.748
Hungary,HUN,1999,1.284,1.906,1.704
Hungary,HUN,2000,1.321,1.867,1.763
Hungary,HUN,2001,1.31,,1.756
Hungary,HUN,2002,1.303,,1.716
Hungary,HUN,2003,1.272,,1.758
Hungary,HUN,2004,1.276,,1.803
Hungary,HUN,2005,1.307,,1.707
Hungary,HUN,2006,1.34,,1.701
Hungary,HUN,2007,1.316,,1.552
Hungary,HUN,2008,1.348,,1.574
Hungary,HUN,2009,1.322,,1.715
Hungary,HUN,2010,1.25,,1.526
Hungary,HUN,2011,1.258,,1.313
Hungary,HUN,2012,1.338,,1.337
Hungary,HUN,2013,1.341,,1.383
Hungary,HUN,2014,1.412,,1.557
Hungary,HUN,2015,1.441,,1.52
Hungary,HUN,2016,1.496,,1.563
Hungary,HUN,2017,1.496,,1.656
Hungary,HUN,2018,1.487,,1.587
Hungary,HUN,2019,1.492,,1.559
Hungary,HUN,2020,1.563,,
Iceland,ISL,1960,4.303,,
Iceland,ISL,1961,3.927,,
Iceland,ISL,1962,3.993,,
Iceland,ISL,1963,3.993,,
Iceland,ISL,1964,3.881,,
Iceland,ISL,1965,3.728,,
Iceland,ISL,1966,3.587,,
Iceland,ISL,1967,3.285,,
Iceland,ISL,1968,3.065,,
Iceland,ISL,1969,2.99,,
Iceland,ISL,1970,2.814,,
Iceland,ISL,1971,2.92,,
Iceland,ISL,1972,3.092,,
Iceland,ISL,1973,2.942,,
Iceland,ISL,1974,2.657,,
Iceland,ISL,1975,2.648,2.775,
Iceland,ISL,1976,2.523,2.794,
Iceland,ISL,1977,2.312,2.784,
Iceland,ISL,1978,2.349,2.764,
Iceland,ISL,1979,2.488,2.72,
Iceland,ISL,1980,2.477,2.696,
Iceland,ISL,1981,2.332,2.665,
Iceland,ISL,1982,2.264,2.603,
Iceland,ISL,1983,2.244,2.547,
Iceland,ISL,1984,2.08,2.568,
Iceland,ISL,1985,1.933,2.522,
Iceland,ISL,1986,1.933,2.508,
Iceland,ISL,1987,2.072,2.516,
Iceland,ISL,1988,2.271,2.509,
Iceland,ISL,1989,2.201,2.503,
Iceland,ISL,1990,2.309,2.523,
Iceland,ISL,1991,2.187,2.48,2.92
Iceland,ISL,1992,2.211,2.413,2.444
Iceland,ISL,1993,2.222,2.43,2.433
Iceland,ISL,1994,2.142,2.384,2.484
Iceland,ISL,1995,2.078,2.34,2.426
Iceland,ISL,1996,2.119,2.331,2.266
Iceland,ISL,1997,2.036,2.309,2.182
Iceland,ISL,1998,2.046,2.274,2.198
Iceland,ISL,1999,1.993,2.252,2.36
Iceland,ISL,2000,2.078,2.286,2.713
Iceland,ISL,2001,1.952,2.303,2.461
Iceland,ISL,2002,1.934,2.279,2.296
Iceland,ISL,2003,1.99,2.238,2.289
Iceland,ISL,2004,2.039,,2.136
Iceland,ISL,2005,2.048,,2.175
Iceland,ISL,2006,2.079,,2.308
Iceland,ISL,2007,2.088,,2.312
Iceland,ISL,2008,2.154,,2.502
Iceland,ISL,2009,2.228,,2.393
Iceland,ISL,2010,2.242,,2.388
Iceland,ISL,2011,2.09,,2.237
Iceland,ISL,2012,2.108,,2.488
Iceland,ISL,2013,1.999,,2.206
Iceland,ISL,2014,1.994,,2.017
Iceland,ISL,2015,1.86,,2.164
Iceland,ISL,2016,1.801,,2.205
Iceland,ISL,2017,1.758,,2.171
Iceland,ISL,2018,1.757,,2.53
Iceland,ISL,2019,1.806,,2.107
Iceland,ISL,2020,1.793,,1.572
Iceland,ISL,2021,1.905,,1.885
Iceland,ISL,2022,1.671,,1.906
Iceland,ISL,2023,1.594,,
Ireland,IRL,1955,3.359,,
Ireland,IRL,1956,3.371,,3.378
Ireland,IRL,1957,3.468,,3.501
Ireland,IRL,1958,3.455,,3.326
Ireland,IRL,1959,3.594,,3.328
Ireland,IRL,1960,3.752,,3.394
Ireland,IRL,1961,3.794,,3.494
Ireland,IRL,1962,3.955,,3.647
Ireland,IRL,1963,4.061,,3.815
Ireland,IRL,1964,4.117,,4.041
Ireland,IRL,1965,4.078,,3.953
Ireland,IRL,1966,3.976,,3.842
Ireland,IRL,1967,3.874,,3.747
Ireland,IRL,1968,3.791,,3.647
Ireland,IRL,1969,3.842,,3.579
Ireland,IRL,1970,3.863,,3.56
Ireland,IRL,1971,3.954,,3.856
Ireland,IRL,1972,3.865,,3.88
Ireland,IRL,1973,3.726,,3.826
Ireland,IRL,1974,3.597,,3.662
Ireland,IRL,1975,3.373,,3.403
Ireland,IRL,1976,3.285,,3.369
Ireland,IRL,1977,3.239,,3.178
Ireland,IRL,1978,3.207,,2.967
Ireland,IRL,1979,3.211,,3.086
Ireland,IRL,1980,3.203,,3.291
Ireland,IRL,1981,3.056,,3.215
Ireland,IRL,1982,2.949,,3.173
Ireland,IRL,1983,2.75,,2.972
Ireland,IRL,1984,2.586,,3.318
Ireland,IRL,1985,2.494,2.666,3.256
Ireland,IRL,1986,2.446,2.577,2.728
Ireland,IRL,1987,2.315,2.535,2.598
Ireland,IRL,1988,2.171,2.487,2.381
Ireland,IRL,1989,2.078,2.446,2.235
Ireland,IRL,1990,2.111,2.414,2.299
Ireland,IRL,1991,2.078,2.346,2.365
Ireland,IRL,1992,1.991,2.309,2.366
Ireland,IRL,1993,1.904,2.283,2.251
Ireland,IRL,1994,1.846,2.241,2.207
Ireland,IRL,1995,1.843,2.207,2.119
Ireland,IRL,1996,1.883,2.173,2.142
Ireland,IRL,1997,1.934,2.175,2.222
Ireland,IRL,1998,1.941,2.174,2.099
Ireland,IRL,1999,1.901,2.147,2.098
Ireland,IRL,2000,1.888,2.116,2.14
Ireland,IRL,2001,1.937,2.1,2.213
Ireland,IRL,2002,1.968,2.103,2.316
Ireland,IRL,2003,1.958,,2.372
Ireland,IRL,2004,1.929,,2.438
Ireland,IRL,2005,1.859,,2.271
Ireland,IRL,2006,1.91,,2.121
Ireland,IRL,2007,2.007,,2.151
Ireland,IRL,2008,2.059,,2.187
Ireland,IRL,2009,2.054,,2.193
Ireland,IRL,2010,2.047,,2.208
Ireland,IRL,2011,2.025,,2.158
Ireland,IRL,2012,1.982,,2.146
Ireland,IRL,2013,1.925,,2.186
Ireland,IRL,2014,1.892,,2.077
Ireland,IRL,2015,1.852,,2.149
Ireland,IRL,2016,1.807,,2.104
Ireland,IRL,2017,1.758,,1.926
Ireland,IRL,2018,1.742,,2.049
Ireland,IRL,2019,1.694,,1.992
Ireland,IRL,2020,1.627,,1.925
Ireland,IRL,2021,1.721,,1.848
Ireland,IRL,2022,1.534,,
Italy,ITA,1954,2.368,,
Italy,ITA,1955,2.349,,
Italy,ITA,1956,2.352,,
Italy,ITA,1957,2.35,,
Italy,ITA,1958,2.33,,
Italy,ITA,1959,2.407,,
Italy,ITA,1960,2.44,,
Italy,ITA,1961,2.445,,
Italy,ITA,1962,2.502,,
Italy,ITA,1963,2.587,,
Italy,ITA,1964,2.742,,
Italy,ITA,1965,2.703,,
Italy,ITA,1966,2.659,,
Italy,ITA,1967,2.565,,
Italy,ITA,1968,2.521,,
Italy,ITA,1969,2.535,2.214,
Italy,ITA,1970,2.452,2.19,
Italy,ITA,1971,2.436,2.153,
Italy,ITA,1972,2.386,2.151,
Italy,ITA,1973,2.365,2.142,
Italy,ITA,1974,2.355,2.091,
Italy,ITA,1975,2.229,2.08,
Italy,ITA,1976,2.128,2.082,
Italy,ITA,1977,1.991,2.025,
Italy,ITA,1978,1.886,1.967,
Italy,ITA,1979,1.775,1.937,
Italy,ITA,1980,1.696,1.92,
Italy,ITA,1981,1.598,1.895,
Italy,ITA,1982,1.602,1.878,
Italy,ITA,1983,1.537,1.865,
Italy,ITA,1984,1.484,1.851,
Italy,ITA,1985,1.449,1.826,
Italy,ITA,1986,1.372,1.798,
Italy,ITA,1987,1.351,1.77,
Italy,ITA,1988,1.384,1.742,
Italy,ITA,1989,1.347,1.72,
Italy,ITA,1990,1.359,1.695,
Italy,ITA,1991,1.323,1.658,
Italy,ITA,1992,1.318,1.632,
Italy,ITA,1993,1.26,1.607,
Italy,ITA,1994,1.219,1.575,
Italy,ITA,1995,1.193,1.549,
Italy,ITA,1996,1.217,1.535,
Italy,ITA,1997,1.227,1.528,
Italy,ITA,1998,1.214,1.508,
Italy,ITA,1999,1.233,1.494,
Italy,ITA,2000,1.256,1.487,
Italy,ITA,2001,1.251,1.477,
Italy,ITA,2002,1.269,1.466,
Italy,ITA,2003,1.287,,
Italy,ITA,2004,1.338,,
Italy,ITA,2005,1.332,,1.458
Italy,ITA,2006,1.366,,1.467
Italy,ITA,2007,1.391,,1.453
Italy,ITA,2008,1.436,,1.535
Italy,ITA,2009,1.436,,1.58
Italy,ITA,2010,1.439,,1.596
Italy,ITA,2011,1.423,,1.545
Italy,ITA,2012,1.417,,1.526
Italy,ITA,2013,1.388,,1.498
Italy,ITA,2014,1.385,,1.503
Italy,ITA,2015,1.366,,1.535
Italy,ITA,2016,1.358,,1.52
Italy,ITA,2017,1.338,,1.477
Italy,ITA,2018,1.307,,1.458
Italy,ITA,2019,1.268,,1.4
Italy,ITA,2020,1.245,,1.43
Italy,ITA,2021,1.253,,1.449
Italy,ITA,2022,1.243,,
Japan,JPN,1947,4.614,,
Japan,JPN,1948,4.463,,
Japan,JPN,1949,4.373,,
Japan,JPN,1950,3.691,,
Japan,JPN,1951,3.3,,
Japan,JPN,1952,3.02,,
Japan,JPN,1953,2.738,,
Japan,JPN,1954,2.526,,
Japan,JPN,1955,2.405,,
Japan,JPN,1956,2.258,,
Japan,JPN,1957,2.078,,
Japan,JPN,1958,2.15,,
Japan,JPN,1959,2.08,,
Japan,JPN,1960,2.024,,
Japan,JPN,1961,1.977,,
Japan,JPN,1962,1.987,2.084,
Japan,JPN,1963,2.013,2.042,
Japan,JPN,1964,2.055,2.036,
Japan,JPN,1965,2.155,2.049,
Japan,JPN,1966,1.588,2.044,
