Entity,Code,Year,Urban,Rural
Hong Kong,HKG,2001,98.45297,
Hong Kong,HKG,2002,98.539024,
Hong Kong,HKG,2003,98.62511,
Hong Kong,HKG,2004,98.71123,
Hong Kong,HKG,2005,98.79737,
Hong Kong,HKG,2006,98.88356,
Hong Kong,HKG,2007,98.96977,
Hong Kong,HKG,2008,99.05602,
Hong Kong,HKG,2009,99.1423,
Hong Kong,HKG,2010,99.228615,
Hong Kong,HKG,2011,99.314964,
Hong Kong,HKG,2012,99.401344,
Hong Kong,HKG,2013,99.487755,
Hong Kong,HKG,2014,99.5742,
Hong Kong,HKG,2015,99.66068,
Hong Kong,HKG,2016,99.74719,
Hong Kong,HKG,2017,99.83374,
Hong Kong,HKG,2018,99.92032,
Hong Kong,HKG,2019,99.987755,
Hong Kong,HKG,2020,100,
Hong Kong,HKG,2021,100,
Hong Kong,HKG,2022,100,
Hong Kong,HKG,2023,100,
Hong Kong,HKG,2024,100,
Hungary,HUN,2000,87.73115,73.94837
Hungary,HUN,2001,87.87525,74.39042
Hungary,HUN,2002,88.01936,74.83247
Hungary,HUN,2003,88.163475,75.27453
Hungary,HUN,2004,88.30759,75.716576
Hungary,HUN,2005,88.45169,76.15863
Hungary,HUN,2006,88.5958,76.600685
Hungary,HUN,2007,88.739914,77.04273
Hungary,HUN,2008,88.88402,77.48479
Hungary,HUN,2009,89.02813,77.926834
Hungary,HUN,2010,89.17224,78.36889
Hungary,HUN,2011,89.31635,78.81094
Hungary,HUN,2012,89.46046,79.25299
Hungary,HUN,2013,90.49657,81.23695
Hungary,HUN,2014,91.535545,83.23802
Hungary,HUN,2015,92.577385,85.256195
Hungary,HUN,2016,93.6221,87.29147
Hungary,HUN,2017,94.669685,89.34386
Hungary,HUN,2018,95.72014,91.413345
Hungary,HUN,2019,96.77346,93.49994
Hungary,HUN,2020,97.82965,95.603645
Hungary,HUN,2021,98.8478,97.706406
Hungary,HUN,2022,99.7509,99.41584
Hungary,HUN,2023,100,100
Hungary,HUN,2024,100,100
India,IND,2000,67.42672,26.24674
India,IND,2001,68.054,27.889828
India,IND,2002,68.683075,29.558083
India,IND,2003,69.31394,31.251507
India,IND,2004,69.94659,32.9701
India,IND,2005,70.58102,34.713863
India,IND,2006,71.21724,36.482796
India,IND,2007,71.85525,38.276897
India,IND,2008,72.49504,40.09617
India,IND,2009,73.13662,41.94061
India,IND,2010,73.77998,43.81022
India,IND,2011,74.42513,45.704994
India,IND,2012,75.072075,47.624943
India,IND,2013,75.720795,49.570057
India,IND,2014,76.37131,51.540344
India,IND,2015,77.023605,53.535797
India,IND,2016,77.67769,55.556423
India,IND,2017,78.333565,57.602215
India,IND,2018,78.99122,59.673176
India,IND,2019,79.650665,61.769306
India,IND,2020,80.31189,63.890606
India,IND,2021,80.97491,66.03708
India,IND,2022,81.63971,68.20872
India,IND,2023,82.3063,70.405525
India,IND,2024,82.97468,72.6275
Indonesia,IDN,2000,31.417496,17.789782
Indonesia,IDN,2001,31.565027,18.088547
Indonesia,IDN,2002,31.712559,18.387314
Indonesia,IDN,2003,31.860092,18.686079
Indonesia,IDN,2004,32.00762,18.984844
Indonesia,IDN,2005,32.155155,19.283611
Indonesia,IDN,2006,32.30269,19.582376
Indonesia,IDN,2007,32.45022,19.881142
Indonesia,IDN,2008,32.59775,20.179909
Indonesia,IDN,2009,32.74528,20.478674
Indonesia,IDN,2010,32.892815,20.77744
Indonesia,IDN,2011,33.040344,21.076204
Indonesia,IDN,2012,33.187878,21.374971
Indonesia,IDN,2013,33.33541,21.673737
Indonesia,IDN,2014,33.48294,21.972502
Indonesia,IDN,2015,33.630474,22.271269
Indonesia,IDN,2016,33.778004,22.570034
Indonesia,IDN,2017,33.925537,22.8688
Indonesia,IDN,2018,34.073067,23.167566
Indonesia,IDN,2019,34.2206,23.466331
Indonesia,IDN,2020,34.368134,23.765097
Indonesia,IDN,2021,34.515663,24.063864
Indonesia,IDN,2022,34.663197,24.362629
Indonesia,IDN,2023,34.663197,24.362629
Indonesia,IDN,2024,34.663197,24.362629
Iran,IRN,2000,95.57696,81.15936
Iran,IRN,2001,95.60428,81.4473
Iran,IRN,2002,95.6316,81.735245
Iran,IRN,2003,95.65892,82.02318
Iran,IRN,2004,95.68624,82.31112
Iran,IRN,2005,95.71356,82.59905
Iran,IRN,2006,95.74088,82.88699
Iran,IRN,2007,95.7682,83.17493
Iran,IRN,2008,95.795525,83.46287
Iran,IRN,2009,95.82285,83.75081
Iran,IRN,2010,95.850174,84.03874
Iran,IRN,2011,95.877495,84.32668
Iran,IRN,2012,95.904816,84.61462
Iran,IRN,2013,95.93214,84.90256
Iran,IRN,2014,95.95946,85.19049
Iran,IRN,2015,95.98678,85.47843
Iran,IRN,2016,96.0141,85.76637
Iran,IRN,2017,96.04142,86.054306
Iran,IRN,2018,96.06875,86.34225
Iran,IRN,2019,96.09607,86.63018
Iran,IRN,2020,96.12339,86.91812
Iran,IRN,2021,96.15071,87.206055
Iran,IRN,2022,96.17803,87.493996
Iran,IRN,2023,96.20535,87.78194
Iran,IRN,2024,96.23267,88.06987
Iraq,IRQ,2000,60.5655,27.793274
Iraq,IRQ,2001,60.775093,28.795933
Iraq,IRQ,2002,60.984688,29.79859
Iraq,IRQ,2003,61.194283,30.801247
Iraq,IRQ,2004,61.403877,31.803905
Iraq,IRQ,2005,61.613476,32.80656
Iraq,IRQ,2006,61.82307,33.80922
Iraq,IRQ,2007,62.032665,34.81188
Iraq,IRQ,2008,62.24226,35.814533
Iraq,IRQ,2009,62.451855,36.817192
Iraq,IRQ,2010,62.66145,37.81985
Iraq,IRQ,2011,62.871048,38.822506
Iraq,IRQ,2012,63.080643,39.825165
Iraq,IRQ,2013,63.290237,40.827824
Iraq,IRQ,2014,63.499832,41.83048
Iraq,IRQ,2015,63.709427,42.833138
Iraq,IRQ,2016,63.91902,43.835793
Iraq,IRQ,2017,64.12862,44.83845
Iraq,IRQ,2018,64.33821,45.84111
Iraq,IRQ,2019,64.547806,46.843765
Iraq,IRQ,2020,64.6,47.643463
Iraq,IRQ,2021,64.6,47.643463
Iraq,IRQ,2022,64.6,47.643463
Iraq,IRQ,2023,64.6,47.643463
Iraq,IRQ,2024,64.6,47.643463
Ireland,IRL,2000,88.25919,56.75575
Ireland,IRL,2001,88.26848,56.778835
Ireland,IRL,2002,88.27776,56.801918
Ireland,IRL,2003,88.287056,56.825005
Ireland,IRL,2004,88.29634,56.848087
Ireland,IRL,2005,88.305626,59.686314
Ireland,IRL,2006,88.31491,62.52682
Ireland,IRL,2007,88.324196,65.36962
Ireland,IRL,2008,88.33349,68.2147
Ireland,IRL,2009,88.34277,71.062065
Ireland,IRL,2010,88.35206,73.91171
Ireland,IRL,2011,88.36134,76.76366
Ireland,IRL,2012,88.37063,79.617874
Ireland,IRL,2013,88.37991,82.47438
Ireland,IRL,2014,88.389206,85.333176
Ireland,IRL,2015,88.39849,88.19425
Ireland,IRL,2016,89.255516,91.05762
Ireland,IRL,2017,90.11272,93.92327
Ireland,IRL,2018,90.9701,96.7912
Ireland,IRL,2019,91.82766,96.90912
Ireland,IRL,2020,92.685394,96.75514
Ireland,IRL,2021,93.543304,96.601006
Ireland,IRL,2022,94.4014,96.44672
Ireland,IRL,2023,95.259674,96.292274
Ireland,IRL,2024,96.118126,96.13767
Israel,ISR,2000,99.7825,99.540665
Israel,ISR,2001,99.7825,99.540665
Israel,ISR,2002,99.76879,99.53432
Israel,ISR,2003,99.75507,99.52798
Israel,ISR,2004,99.74136,99.52164
Israel,ISR,2005,99.727646,99.51529
Israel,ISR,2006,99.713936,99.50895
Israel,ISR,2007,99.70022,99.50261
Israel,ISR,2008,99.68651,99.49626
Israel,ISR,2009,99.67279,99.48992
Israel,ISR,2010,99.65908,99.48358
Israel,ISR,2011,99.64536,99.477234
Israel,ISR,2012,99.63165,99.470894
Israel,ISR,2013,99.617935,99.464554
Israel,ISR,2014,99.604225,99.458206
Israel,ISR,2015,99.59051,99.451866
Israel,ISR,2016,99.5768,99.445526
Israel,ISR,2017,99.56309,99.43918
Israel,ISR,2018,99.54937,99.43284
Israel,ISR,2019,99.53566,99.42649
Israel,ISR,2020,99.52194,99.42015
Israel,ISR,2021,99.50823,99.41381
Israel,ISR,2022,99.494514,99.40746
Israel,ISR,2023,99.480804,99.40112
Israel,ISR,2024,99.46709,99.39478
Kiribati,KIR,2000,15.987482,4.621291
Kiribati,KIR,2001,16.209558,4.7271566
Kiribati,KIR,2002,16.431633,4.8330226
Kiribati,KIR,2003,16.65371,4.938888
Kiribati,KIR,2004,16.875786,5.0447536
Kiribati,KIR,2005,17.097862,5.150619
Kiribati,KIR,2006,17.319937,5.2564845
Kiribati,KIR,2007,17.542013,5.36235
Kiribati,KIR,2008,17.76409,5.4682155
Kiribati,KIR,2009,17.986164,5.574081
Kiribati,KIR,2010,18.20824,5.6799464
Kiribati,KIR,2011,18.430317,5.7858124
Kiribati,KIR,2012,18.652393,5.891678
Kiribati,KIR,2013,18.874468,5.9975433
Kiribati,KIR,2014,19.096544,6.103409
Kiribati,KIR,2015,19.31862,6.2092743
Kiribati,KIR,2016,19.540697,6.31514
Kiribati,KIR,2017,19.762772,6.4210052
Kiribati,KIR,2018,19.984848,6.5268707
Kiribati,KIR,2019,20.206924,6.632736
Kiribati,KIR,2020,20.428999,6.7386017
Kiribati,KIR,2021,20.651075,6.8444676
Kiribati,KIR,2022,20.873152,6.950333
Kiribati,KIR,2023,20.873152,6.950333
Kiribati,KIR,2024,20.873152,6.950333
Kuwait,KWT,2000,100,
Kuwait,KWT,2001,100,
Kuwait,KWT,2002,100,
Kuwait,KWT,2003,100,
Kuwait,KWT,2004,100,
Kuwait,KWT,2005,100,
Kuwait,KWT,2006,100,
Kuwait,KWT,2007,100,
Kuwait,KWT,2008,100,
Kuwait,KWT,2009,100,
Kuwait,KWT,2010,100,
Kuwait,KWT,2011,100,
Kuwait,KWT,2012,100,
Kuwait,KWT,2013,100,
Kuwait,KWT,2014,100,
Kuwait,KWT,2015,100,
Kuwait,KWT,2016,100,
Kuwait,KWT,2017,100,
Kuwait,KWT,2018,100,
Kuwait,KWT,2019,100,
Kuwait,KWT,2020,100,
Kuwait,KWT,2021,100,
Kuwait,KWT,2022,100,
Kuwait,KWT,2023,100,
Kuwait,KWT,2024,100,
Kyrgyzstan,KGZ,2000,82.2254,26.880266
Kyrgyzstan,KGZ,2001,82.2254,26.880266
Kyrgyzstan,KGZ,2002,82.42335,27.199026
Kyrgyzstan,KGZ,2003,82.6213,27.517784
Kyrgyzstan,KGZ,2004,82.819244,27.836544
Kyrgyzstan,KGZ,2005,83.66089,30.104477
Kyrgyzstan,KGZ,2006,84.50559,32.416546
Kyrgyzstan,KGZ,2007,85.35337,34.77275
Kyrgyzstan,KGZ,2008,86.20422,37.173088
Kyrgyzstan,KGZ,2009,87.05814,39.61756
Kyrgyzstan,KGZ,2010,87.91513,42.10617
Kyrgyzstan,KGZ,2011,88.775185,44.638912
Kyrgyzstan,KGZ,2012,89.63831,47.21579
Kyrgyzstan,KGZ,2013,90.50451,49.836803
Kyrgyzstan,KGZ,2014,91.37377,52.501953
Kyrgyzstan,KGZ,2015,92.24611,55.21124
Kyrgyzstan,KGZ,2016,93.12151,57.964657
Kyrgyzstan,KGZ,2017,92.85606,60.76221
Kyrgyzstan,KGZ,2018,91.27559,63.603897
Kyrgyzstan,KGZ,2019,89.68682,66.48972
Kyrgyzstan,KGZ,2020,87.91514,69.41968
Kyrgyzstan,KGZ,2021,86.42864,72.393776
Kyrgyzstan,KGZ,2022,84.621635,72.27119
Kyrgyzstan,KGZ,2023,82.81463,70.896324
Kyrgyzstan,KGZ,2024,81.00762,69.4827
Laos,LAO,2000,16.864292,1.8410103
Laos,LAO,2001,17.056337,3.6502259
Laos,LAO,2002,17.248383,5.025941
Laos,LAO,2003,17.44043,5.272458
Laos,LAO,2004,17.632475,5.518975
Laos,LAO,2005,17.82452,5.765492
Laos,LAO,2006,18.016567,6.012009
Laos,LAO,2007,18.208612,6.258526
Laos,LAO,2008,18.400658,6.505043
Laos,LAO,2009,18.592705,6.7515597
Laos,LAO,2010,18.78475,6.998077
Laos,LAO,2011,18.976795,7.244594
Laos,LAO,2012,19.168842,7.491111
Laos,LAO,2013,19.360888,7.737628
Laos,LAO,2014,19.552933,7.9841447
Laos,LAO,2015,19.74498,8.230662
Laos,LAO,2016,23.030718,9.807956
Laos,LAO,2017,26.376059,11.462648
Laos,LAO,2018,29.781,13.194739
Laos,LAO,2019,33.24554,15.004229
Laos,LAO,2020,36.769684,16.891115
Laos,LAO,2021,40.353428,18.8554
Laos,LAO,2022,43.99677,20.897083
Laos,LAO,2023,47.55901,23.016165
Laos,LAO,2024,50.851566,25.212646
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2000,79.62457,40.834026
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2001,79.685555,41.239487
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2002,79.74807,41.667286
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2003,79.80758,42.09787
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2004,79.872475,42.516777
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2005,80.22053,43.615307
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2006,80.28174,44.05429
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2007,80.34572,44.493076
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2008,80.426994,45.049034
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2009,80.50967,45.605564
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2010,80.592674,46.168697
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2011,80.6749,46.73126
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2012,80.739296,47.294636
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2013,81.06036,47.93499
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2014,81.37979,48.581413
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2015,81.714806,49.161777
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2016,82.04692,49.72002
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2017,82.38332,50.201477
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2018,82.71519,50.79088
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2019,83.03978,51.37365
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2020,83.35419,51.95873
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2021,83.635864,52.52986
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2022,83.91189,52.93447
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2023,84.21438,53.33163
Latin America and the Caribbean (UN SDG),UNSDG_LAC,2024,84.453,53.695465
Lesotho,LSO,2000,43.810097,0.15391904
Lesotho,LSO,2001,45.124374,0.66924703
Lesotho,LSO,2002,46.443874,1.1910353
Lesotho,LSO,2003,47.768604,1.7192836
Lesotho,LSO,2004,49.098557,2.253992
Lesotho,LSO,2005,50.43374,2.7951608
Lesotho,LSO,2006,51.77414,3.3427896
Lesotho,LSO,2007,53.11977,3.8968787
Lesotho,LSO,2008,54.470627,4.457428
Lesotho,LSO,2009,55.826706,5.0244374
Lesotho,LSO,2010,57.18801,5.597907
Lesotho,LSO,2011,58.554543,6.177837
Lesotho,LSO,2012,59.9263,6.764227
Lesotho,LSO,2013,60.949944,7.3570766
Lesotho,LSO,2014,61.70294,7.956387
Lesotho,LSO,2015,62.458546,8.562158
Lesotho,LSO,2016,63.21676,9.174388
Lesotho,LSO,2017,63.977577,9.793079
Lesotho,LSO,2018,64.741,10.41823
Lesotho,LSO,2019,65.507034,11.049841
Lesotho,LSO,2020,66.27567,11.687913
Lesotho,LSO,2021,67.04692,12.332444
Lesotho,LSO,2022,67.82077,12.983436
Lesotho,LSO,2023,68.59724,13.640887
Lesotho,LSO,2024,69.376305,14.3048
Lithuania,LTU,2000,92.5692,
Lithuania,LTU,2001,92.98536,
Lithuania,LTU,2002,93.40241,
Lithuania,LTU,2003,93.82035,
Lithuania,LTU,2004,94.239174,
Lithuania,LTU,2005,94.65889,
Lithuania,LTU,2006,95.07949,
Lithuania,LTU,2007,95.50098,
Lithuania,LTU,2008,95.923355,
Lithuania,LTU,2009,96.34662,
Lithuania,LTU,2010,96.770775,
Lithuania,LTU,2011,97.195816,
Lithuania,LTU,2012,97.62174,
Lithuania,LTU,2013,98.04855,
Lithuania,LTU,2014,98.47626,
Lithuania,LTU,2015,98.64436,
Lithuania,LTU,2016,98.81247,
Lithuania,LTU,2017,98.98057,
Lithuania,LTU,2018,99.148674,
Lithuania,LTU,2019,99.31677,
Lithuania,LTU,2020,99.3243,
Lithuania,LTU,2021,99.3243,
Lithuania,LTU,2022,99.3243,
Lithuania,LTU,2023,99.3243,
Lithuania,LTU,2024,99.3243,
Low-income countries,OWID_LIC,2000,48.09549,8.436579
Low-income countries,OWID_LIC,2001,48.079597,8.462078
Low-income countries,OWID_LIC,2002,48.21923,8.54257
Low-income countries,OWID_LIC,2003,48.405453,8.663852
Low-income countries,OWID_LIC,2004,48.605072,8.795624
Low-income countries,OWID_LIC,2005,48.85837,9.01582
Low-income countries,OWID_LIC,2006,49.183712,9.290155
Low-income countries,OWID_LIC,2007,49.590652,9.623806
Low-income countries,OWID_LIC,2008,49.898895,9.944299
Low-income countries,OWID_LIC,2009,50.171467,10.247545
Low-income countries,OWID_LIC,2010,50.47541,10.574584
Low-income countries,OWID_LIC,2011,50.153458,10.731898
Low-income countries,OWID_LIC,2012,50.365246,11.08834
Low-income countries,OWID_LIC,2013,50.48759,11.385638
Low-income countries,OWID_LIC,2014,50.638527,11.691797
Low-income countries,OWID_LIC,2015,50.974094,12.012854
Low-income countries,OWID_LIC,2016,51.38293,12.395466
Low-income countries,OWID_LIC,2017,51.716026,12.829616
Low-income countries,OWID_LIC,2018,52.2311,13.295904
Low-income countries,OWID_LIC,2019,52.787785,13.798984
Low-income countries,OWID_LIC,2020,53.34462,14.322034
Low-income countries,OWID_LIC,2021,54.01416,14.8421135
Low-income countries,OWID_LIC,2022,54.574535,15.333483
Low-income countries,OWID_LIC,2023,55.043533,15.817088
Low-income countries,OWID_LIC,2024,56.549015,16.759014
Lower-middle-income countries,OWID_LMC,2000,67.48758,33.25075
Lower-middle-income countries,OWID_LMC,2001,67.75449,34.371567
Lower-middle-income countries,OWID_LMC,2002,68.165,35.557156
Lower-middle-income countries,OWID_LMC,2003,68.5686,36.762833
Lower-middle-income countries,OWID_LMC,2004,69.016754,37.987297
Lower-middle-income countries,OWID_LMC,2005,69.364784,39.24491
Lower-middle-income countries,OWID_LMC,2006,69.74755,40.542145
Lower-middle-income countries,OWID_LMC,2007,70.139,41.87609
Lower-middle-income countries,OWID_LMC,2008,70.526276,43.22703
Lower-middle-income countries,OWID_LMC,2009,70.9175,44.588203
Lower-middle-income countries,OWID_LMC,2010,71.31546,45.95861
Lower-middle-income countries,OWID_LMC,2011,71.71981,47.343784
Lower-middle-income countries,OWID_LMC,2012,72.128075,48.742744
Lower-middle-income countries,OWID_LMC,2013,72.56096,50.157604
Lower-middle-income countries,OWID_LMC,2014,73.01402,51.58886
Lower-middle-income countries,OWID_LMC,2015,73.46297,53.034195
Lower-middle-income countries,OWID_LMC,2016,73.91199,54.493805
Lower-middle-income countries,OWID_LMC,2017,74.24457,55.97125
Lower-middle-income countries,OWID_LMC,2018,74.26748,57.33835
Lower-middle-income countries,OWID_LMC,2019,74.28969,58.68734
Lower-middle-income countries,OWID_LMC,2020,74.30793,60.03322
Lower-middle-income countries,OWID_LMC,2021,74.32429,61.37741
Lower-middle-income countries,OWID_LMC,2022,74.28597,62.746716
Lower-middle-income countries,OWID_LMC,2023,74.26229,64.10734
Lower-middle-income countries,OWID_LMC,2024,74.278046,65.487076
Luxembourg,LUX,2000,99.8,100
Luxembourg,LUX,2001,99.8,100
Luxembourg,LUX,2002,99.8,100
Luxembourg,LUX,2003,99.8,100
Luxembourg,LUX,2004,99.8,100
Luxembourg,LUX,2005,99.8,100
Luxembourg,LUX,2006,99.8,100
Luxembourg,LUX,2007,99.8,100
Luxembourg,LUX,2008,99.8,100
Luxembourg,LUX,2009,99.8,100
Luxembourg,LUX,2010,99.8,100
Luxembourg,LUX,2011,99.8,100
Luxembourg,LUX,2012,99.8,99.7
Luxembourg,LUX,2013,99.8,99.4
Luxembourg,LUX,2014,99.8,99.1
Luxembourg,LUX,2015,99.8,98.8
Luxembourg,LUX,2016,99.8,98.5
Luxembourg,LUX,2017,99.8,98.2
Luxembourg,LUX,2018,99.8,97.9
Luxembourg,LUX,2019,99.8,97.9
Luxembourg,LUX,2020,99.8,97.9
Luxembourg,LUX,2021,99.8,97.9
Luxembourg,LUX,2022,99.8,97.9
Luxembourg,LUX,2023,99.8,97.9
Luxembourg,LUX,2024,99.8,97.9
Macao,MAC,2000,99.974915,
Macao,MAC,2001,99.974915,
Macao,MAC,2002,99.974915,
Macao,MAC,2003,99.974915,
Macao,MAC,2004,99.97654,
Macao,MAC,2005,99.978165,
Macao,MAC,2006,99.97978,
Macao,MAC,2007,99.98141,
Macao,MAC,2008,99.98303,
Macao,MAC,2009,99.98466,
Macao,MAC,2010,99.98628,
Macao,MAC,2011,99.9879,
Macao,MAC,2012,99.989525,
Macao,MAC,2013,99.99115,
Macao,MAC,2014,99.992775,
Macao,MAC,2015,99.9944,
Macao,MAC,2016,99.99602,
Macao,MAC,2017,99.99764,
Macao,MAC,2018,99.99927,
Macao,MAC,2019,100,
Macao,MAC,2020,100,
Macao,MAC,2021,100,
Macao,MAC,2022,100,
Macao,MAC,2023,100,
Macao,MAC,2024,100,
Madagascar,MDG,2000,20.105844,2.5819452
Madagascar,MDG,2001,20.814398,2.9231098
Madagascar,MDG,2002,21.53062,3.279106
Madagascar,MDG,2003,22.254519,3.6499333
Madagascar,MDG,2004,22.986088,4.035592
Madagascar,MDG,2005,23.725328,4.436083
Madagascar,MDG,2006,24.47224,4.8514047
Madagascar,MDG,2007,25.226826,5.281558
Madagascar,MDG,2008,25.989084,5.7265425
Madagascar,MDG,2009,26.759014,6.186359
Madagascar,MDG,2010,27.536615,6.6610065
Madagascar,MDG,2011,28.32189,7.1504855
Madagascar,MDG,2012,29.114836,7.654796
Madagascar,MDG,2013,29.915455,8.173938
Madagascar,MDG,2014,30.723745,8.699519
Madagascar,MDG,2015,31.539707,8.876768
Madagascar,MDG,2016,32.363342,9.054018
Madagascar,MDG,2017,33.19465,9.231267
Madagascar,MDG,2018,34.03363,9.408517
Madagascar,MDG,2019,34.88028,9.585766
Madagascar,MDG,2020,35.734604,9.763015
Madagascar,MDG,2021,36.5966,9.940265
Madagascar,MDG,2022,37.466267,10.117514
Madagascar,MDG,2023,38.34361,10.294764
Madagascar,MDG,2024,38.567337,10.4720125
Malawi,MWI,2000,36.62018,1.868166
Malawi,MWI,2001,37.3177,2.1455073
Malawi,MWI,2002,38.016647,2.4320183
Malawi,MWI,2003,38.71703,2.727699
Malawi,MWI,2004,39.41884,3.0325496
Malawi,MWI,2005,40.12208,3.34657
Malawi,MWI,2006,40.82676,3.6697602
Malawi,MWI,2007,41.532864,4.00212
Malawi,MWI,2008,42.240402,4.3436494
Malawi,MWI,2009,42.949368,4.694349
Malawi,MWI,2010,43.659767,5.0542183
Malawi,MWI,2011,44.3716,5.423257
Malawi,MWI,2012,45.08486,5.8014655
Malawi,MWI,2013,45.799557,6.188844
Malawi,MWI,2014,46.51568,6.5853925
Malawi,MWI,2015,47.233234,6.9911103
Malawi,MWI,2016,47.952225,7.4059978
Malawi,MWI,2017,48.67264,7.830055
Malawi,MWI,2018,49.394493,8.263283
Malawi,MWI,2019,50.11777,8.70568
Malawi,MWI,2020,50.842484,9.157247
Malawi,MWI,2021,51.568626,9.617983
Malawi,MWI,2022,52.296204,10.087889
Malawi,MWI,2023,52.35184,10.224966
Malawi,MWI,2024,52.40748,10.362043
Monaco,MCO,2000,100,
Monaco,MCO,2001,100,
Monaco,MCO,2002,100,
Monaco,MCO,2003,100,
Monaco,MCO,2004,100,
Monaco,MCO,2005,100,
Monaco,MCO,2006,100,
Monaco,MCO,2007,100,
Monaco,MCO,2008,100,
Monaco,MCO,2009,100,
Monaco,MCO,2010,100,
Monaco,MCO,2011,100,
Monaco,MCO,2012,100,
Monaco,MCO,2013,100,
Monaco,MCO,2014,100,
Monaco,MCO,2015,100,
Monaco,MCO,2016,100,
Monaco,MCO,2017,100,
Monaco,MCO,2018,100,
Monaco,MCO,2019,100,
Monaco,MCO,2020,100,
Monaco,MCO,2021,100,
Monaco,MCO,2022,100,
Monaco,MCO,2023,100,
Monaco,MCO,2024,100,
Mongolia,MNG,2000,30.388733,0.82762104
Mongolia,MNG,2001,31.380768,1.1717536
Mongolia,MNG,2002,32.377182,1.5417236
Mongolia,MNG,2003,33.37797,1.9375312
Mongolia,MNG,2004,34.38314,2.3591762
Mongolia,MNG,2005,35.39269,2.8066587
Mongolia,MNG,2006,36.406612,3.2799788
Mongolia,MNG,2007,37.424915,3.7791362
Mongolia,MNG,2008,38.447598,4.304131
Mongolia,MNG,2009,39.47466,4.854964
Mongolia,MNG,2010,40.506096,5.4316335
Mongolia,MNG,2011,41.541912,6.034141
Mongolia,MNG,2012,42.582108,6.662486
Mongolia,MNG,2013,43.62668,7.3166685
Mongolia,MNG,2014,44.67563,7.9966884
Mongolia,MNG,2015,45.72896,8.702546
Mongolia,MNG,2016,46.786667,9.43424
Mongolia,MNG,2017,47.84875,10.191773
Mongolia,MNG,2018,48.915215,10.9751425
Mongolia,MNG,2019,49.986053,11.78435
Mongolia,MNG,2020,51.061275,12.619395
Mongolia,MNG,2021,52.140873,13.480277
Mongolia,MNG,2022,53.22485,14.366997
Mongolia,MNG,2023,54.3132,15.279554
Mongolia,MNG,2024,55.405933,16.217949
Montenegro,MNE,2006,86.85729,
Montenegro,MNE,2007,86.905136,
Montenegro,MNE,2008,86.95297,
Montenegro,MNE,2009,87.00081,
Montenegro,MNE,2010,87.048645,
Montenegro,MNE,2011,87.09648,
Montenegro,MNE,2012,87.14432,
Montenegro,MNE,2013,87.192154,
Montenegro,MNE,2014,87.23999,
Montenegro,MNE,2015,87.28783,
Montenegro,MNE,2016,87.31913,
Montenegro,MNE,2017,87.31913,
Montenegro,MNE,2018,87.31913,
Montenegro,MNE,2019,87.31913,
Montenegro,MNE,2020,87.31913,
Montenegro,MNE,2021,87.31913,
Montenegro,MNE,2022,87.31913,
Montenegro,MNE,2023,87.31913,
Montenegro,MNE,2024,87.31913,
Morocco,MAR,2000,68.838905,8.516112
Morocco,MAR,2001,68.98718,9.1655
Morocco,MAR,2002,69.13547,9.814887
Morocco,MAR,2003,69.28375,10.464274
Morocco,MAR,2004,69.43203,11.113662
Morocco,MAR,2005,69.580315,11.763049
Morocco,MAR,2006,70.79794,13.395126
Morocco,MAR,2007,72.02012,15.130027
Morocco,MAR,2008,73.24685,16.967752
Morocco,MAR,2009,74.47812,18.9083
Morocco,MAR,2010,75.71394,20.951672
Morocco,MAR,2011,76.954315,23.097868
Morocco,MAR,2012,78.199234,25.346886
Morocco,MAR,2013,79.4487,27.69873
Morocco,MAR,2014,80.70271,30.153397
Morocco,MAR,2015,81.96127,32.710888
Morocco,MAR,2016,83.22439,35.3712
Morocco,MAR,2017,84.49204,38.13434
Morocco,MAR,2018,85.76425,41.0003
Morocco,MAR,2019,87.04101,43.969086
Morocco,MAR,2020,88.32231,47.040695
Morocco,MAR,2021,89.60816,50.215126
Morocco,MAR,2022,90.879005,53.492382
Morocco,MAR,2023,91.0659,56.872463
Morocco,MAR,2024,91.25281,58.44726
Mozambique,MOZ,2000,30.749426,0
