original archive,title,safe title,javascript file,data files
090_92d24a089ca800a9.tgz,"World population, comparison of different historical sources",world_population_comparison_of_different_historical_sources,world_population_comparison_of_different_historical_sources.js,files/8abbce88679a4a7197e5a849c271f02e75acce989e279d6e3e1ed2d8e5ae1642ad143bd77d1627c4a9cc8fcbb98486168fa8f52951f247995b53c8d07274642c.csv
091_0d51678ebd9e4868.tgz,Projected change in dependency ratio depending on labor force participation,projected_change_in_dependency_ratio_depending_on_labor_force_participation,projected_change_in_dependency_ratio_depending_on_labor_force_participation.js,files/6d42f625b78a95230979484019957c58b0ee9559cfd64dd48361f89b14d705bf5a7592e38623aedee660dbcde5458bc4cf31a8c8750b718a04166846d81188d1.csv
092_d8cdfd7c918088da.tgz,Sex ratio at birth by birth order,sex_ratio_at_birth_by_birth_order,sex_ratio_at_birth_by_birth_order.js,files/8c0defb168c6452db252074aa3e8fd87804513951f61a7de7fe0706bef8aa04d8d1c0b07f550ad74b11d23ef2ccfa766a67892fca9427c24d2b95348e26ba7db.csv
093_322d3e232b20a5a7.tgz,Number of 'missing women' in the world,number_of_missing_women_in_the_world,number_of_missing_women_in_the_world.js,files/f147db20ce28dddb3ea583fda7627cf601dd46519e0e3bc8b145696e0ea1988aacf9d2361d699a87dd02c5305fb21223faf106008c6b983c2187bd41dae70a92.csv
094_42003b6f245b303f.tgz,Annual number of missing female births and excess mortality,annual_number_of_missing_female_births_and_excess_mortality,annual_number_of_missing_female_births_and_excess_mortality.js,files/ece6d3b997dfda42014e98bd6a6e97973dffaeef79ce894832479bc27c600c336b05bebcd4cee141c399a55dd4c5046acc51974d028bff9b39f8e4b7d74c4e43.csv
095_cc6add73dd00fe92.tgz,"Period versus cohort life expectancy, France",period_versus_cohort_life_expectancy_france,period_versus_cohort_life_expectancy_france.js,files/1a1248f5fbe096913f862f105795f85eeb93118e51e43c866a66a416b2a9cb681fa0af24e7dad4b933daeda7977844aa212118d21f04c22d1a65a119c4bead2f.csv
096_c34bc49d1c1849a1.tgz,Annual death rate by age group,annual_death_rate_by_age_group,annual_death_rate_by_age_group.js,files/3d3b259f3c8c657f2cf21da86beba55d73b410f3bb24eed6d811ae66f1855f1751bc7170cbfe48a2353c9437949bf92a226e224a0f7e845ec8b3f2a71f0ab7d5.csv
097_b48e3d6d668e5a4c.tgz,Country with highest female life expectancy,country_with_highest_female_life_expectancy,country_with_highest_female_life_expectancy.js,files/8253df4e3d97102c046bd1ec5da00def255a8aec6b308b3c7d5f456c81c36689286f8c95c5bae459d2f2dcfe383a1c63e0271ac2ce271e69b896dc4f5450e7a0.csv
098_d7552c4cdf662cc1.tgz,How do death rates in each age group contribute to the overall sex gap in life expectancy?,how_do_death_rates_in_each_age_group_contribute_to_the_overall_sex_gap_in_life_expectancy,how_do_death_rates_in_each_age_group_contribute_to_the_overall_sex_gap_in_life_expectancy.js,files/b46ddef49222fd79787c19e4456a9a874198b6925624432da68a80c54293c2056b3670475d4fc0e7cdd1b0be741e66d52beb9c59a9fa53c4eb394f4c83558d01.csv
099_c926160052addfb9.tgz,Modal age at death in adults,modal_age_at_death_in_adults,modal_age_at_death_in_adults.js,files/654f31c945b713b9ac50eb5493cb8c8c1e1fbbbab783f86fd4eec1f7f45d77e640699c65902f5579aea6b1d01479d09aa98b112d85a00b8ef88b7780290a036a.csv
100_d853ee793fb4ca5c.tgz,Survival ages across the population,survival_ages_across_the_population,survival_ages_across_the_population.js,files/316e0d5156e650a35f1c860d73c5f47b63461a7381f7234f63fb2dfd912df40fec5f8bafeacf06d8f25893cfc6ac09b0b2cada0ecbc8b1b74f0b56922cdb04b1.csv
101_4140584c22b75a8b.tgz,Average age of mothers at childbirth by birth order,average_age_of_mothers_at_childbirth_by_birth_order,average_age_of_mothers_at_childbirth_by_birth_order.js,files/682fcc0a63196c765fdace1eccad7546b6cf0894f1364998def5f82fd9daf2f89d6fcc06a313191e3524a37c058f296b13d48bbb8acc90d6a21c8f38abfaebec.csv
102_f23cbe05933d7078.tgz,"Average age of mothers at childbirth by mother's birth year, United States",average_age_of_mothers_at_childbirth_by_mothers_birth_year_united_states,average_age_of_mothers_at_childbirth_by_mothers_birth_year_united_states.js,files/c9250009143f77937b2cae6883537bef09627c059fdc5150e69060dc4b352961f86d60154a06ea2fc3569fe3d63e5c2af68dac7bd628e70aaf19e5d2afb88805.csv
103_1b52d2aa3cf01db1.tgz,Share of women who have had a given number of births,share_of_women_who_have_had_a_given_number_of_births,share_of_women_who_have_had_a_given_number_of_births.js,files/d89d48f040521243f86a00b4a317982ccfc07cca88c6c168d974448bf3f8b893ebb5e957bc31237e1f278c58262f80e872da6931ce80eb543ce5f1efc216e6a8.csv
104_b50ab7e321c6ccdb.tgz,Age of mothers at childbirth by mother's birth year,age_of_mothers_at_childbirth_by_mothers_birth_year,age_of_mothers_at_childbirth_by_mothers_birth_year.js,files/72da5be78ea8bf640d1e09e908811cf46846102868a6cc2736a273b8a794c4f33d9b3a36c34d6965fd1635fe3019b5f115e9feb8780e4c60975a7b3a92bc305b.csv
105_98862fae91a2837b.tgz,Cumulative fertility rate by women's birth year,cumulative_fertility_rate_by_womens_birth_year,cumulative_fertility_rate_by_womens_birth_year.js,files/68766b44c41839db42c023103a436f5617627173036e3543cdd9f29c64e540204cf4b1181458b1b37dd509574b0a0825180ec18cd26f9b6ab9e105867d3c9923.csv
106_5166a95ac88c159f.tgz,Total fertility rate vs cohort fertility rate vs tempo-adjusted total fertility rate,total_fertility_rate_vs_cohort_fertility_rate_vs_tempo_adjusted_total_fertility_rate,total_fertility_rate_vs_cohort_fertility_rate_vs_tempo_adjusted_total_fertility_rate.js,files/9560569cc2675a1168475b3e4108f61e28437460b2e9f4eeee0a7c2a3063be0d233a9d09b230ba1ba8ef8ba8769f6a058817f8582efb594214777034ef135a8c.csv
107_503afb7f94a9169f.tgz,Annual birth rate and peak birth month,annual_birth_rate_and_peak_birth_month,annual_birth_rate_and_peak_birth_month.js,files/b7d09dd92d93bf7732416e19feadff3816d9af604e121da3039510af23e3c537e69efbb058b4c2f4f3a445143719648e277b19867e825e8ee407f8c247470e1f.csv
108_528b5dcbfb99d8c6.tgz,Birth seasonality,birth_seasonality,birth_seasonality.js,files/c5223a400177c36f8f66802f80d0d732ea222f3c0aa81209d7385047815a2678a62d15150f7bb434d457b6623abb454140fe968bce6246bff48be418ea4bc903.csv
109_90c11d52c2bfe951.tgz,Peak birth month each year and the daily birth rate that month,peak_birth_month_each_year_and_the_daily_birth_rate_that_month,peak_birth_month_each_year_and_the_daily_birth_rate_that_month.js,files/bbea95cbdd37e3079ffb3b0062c467e27bbd6b0300ca1d7f1dc158bcdef7c103ce3781b9d42dd9bc7fc1650b7071ac01bfe06a6383895c4df0b4b899e9845968.csv
110_7f15489d43316c45.tgz,"Population of cities, towns and rural areas",population_of_cities_towns_and_rural_areas,population_of_cities_towns_and_rural_areas.js,files/71406cb58de5d652fa3072828fce15836b0cc89a86a8fe57219e37d24c6a43ea783ac598fa6bf5ad1b336fb9cabd3f720111c0e8e7953ea95b0d9ac99cdec103.csv
111_2bc85c650c3a8152.tgz,Number of people living in the world's largest cities,number_of_people_living_in_the_worlds_largest_cities,number_of_people_living_in_the_worlds_largest_cities.js,files/60ca0ef66adacb3d4ad267449cb46afd78e9c15fcaa639d2eb03749fb8a1ffaa472e434c96fe29e786d9f76a44975ea89da10bd0460178c34d460f2c8328eb3d.csv
112_b9ead2eadc99be08.tgz,Population density of the world's largest cities,population_density_of_the_worlds_largest_cities,population_density_of_the_worlds_largest_cities.js,files/1ba20d8ae9e30c23f773109d38583ae2152dbb99e2ae528d5409a0134fd954d6ae2cee696fe6b37695d829db3807df51e3ea58b2abca26e6558b7ea1314802b8.csv
113_2414ee1335c8187d.tgz,"Population of the world's largest cities, 1950 to 2035",population_of_the_worlds_largest_cities_1950_to_2035,population_of_the_worlds_largest_cities_1950_to_2035.js,files/56d813c5485c6699f72f0668c721b34bd29ecf1aef6a979cfec5b2a0d1fd0623131899fd1497a1757b6138a3a8653d366c648a00ff1a4868d19d2baa8f9e3b85.csv
114_da18df4887a7180e.tgz,Share of the rural and urban population with access to clean fuels for cooking,share_of_the_rural_and_urban_population_with_access_to_clean_fuels_for_cooking,share_of_the_rural_and_urban_population_with_access_to_clean_fuels_for_cooking.js,files/40e1d983eb294ec8cda71a43d19b26d0bbfc0a9a53d4d0270af51197d71abea455079fda7cac5421343305b5ffa28d518537fbb7f53e526b865706b7571634f3.csv
115_12bfeaa94b53f7f1.tgz,Share of the urban and rural population using safely managed drinking water,share_of_the_urban_and_rural_population_using_safely_managed_drinking_water,share_of_the_urban_and_rural_population_using_safely_managed_drinking_water.js,files/90fed9b5fb3c05c9018359122b95fc8465f2351f18defd561da43e2f5630e2d189070dcf7fe15b084041d01b87a403fadd241736f60afb26b5c68f3cd5f1ddf0.csv
116_53d1b4690a751951.tgz,"Antibiotic use in livestock, 2020",antibiotic_use_in_livestock_2020,antibiotic_use_in_livestock_2020.js,files/ab314c3164ac2b1b223d43500846820601a37b03a71451f05bbf41de5a9f48ac4a518964f1d5858a9e83be3d8d3b17911f2fc164c85e73193ad40f54c56fd72e.csv
117_ef9c461497a97a5d.tgz,Antibiotic use in livestock per kilogram of meat product,antibiotic_use_in_livestock_per_kilogram_of_meat_product,antibiotic_use_in_livestock_per_kilogram_of_meat_product.js,files/8e02de4afeeb09cc81ea1edb4853da6df9df14fc4e594399051970ea61a2905f797709bd86493b49ef380905d80e3c05ce7d68a135d8f52fa8499d96e7ad8705.csv
118_6b6283867644b9dd.tgz,Consumption of oral antibiotics by type,consumption_of_oral_antibiotics_by_type,consumption_of_oral_antibiotics_by_type.js,files/c439905bfae334c5851823e518333a402985e955f12ad72ed6b0d1e1cb3038b682e8bf0ab0273d33971ba43ff7d3f39a0790914405fe42dbb02d7232931fe700.csv
119_1b8142eafd60feaf.tgz,Share of countries reporting confirmed bacterial infections,share_of_countries_reporting_confirmed_bacterial_infections,share_of_countries_reporting_confirmed_bacterial_infections.js,files/33238455c3ecf6f3e47f78d353b9f8c6d38dd653703faeb77e77f198a2c49c7ea09891c4d43c56b164d554fed2c644387a087b7826c58f92206d881c5584985c.csv
120_403f829227ef598a.tgz,Share of countries testing bacterial infections for antibiotic susceptibility,share_of_countries_testing_bacterial_infections_for_antibiotic_susceptibility,share_of_countries_testing_bacterial_infections_for_antibiotic_susceptibility.js,files/86cfbce86d195d2a041bb4c50a6ffc4a4953dc280c277b250f61ccb05b9a218cf541e474824487f9fac3521f9770840e88e051eaa571f994798838ec1208a926.csv
121_2edf413947172c98.tgz,Air pollutant emissions,air_pollutant_emissions,air_pollutant_emissions.js,files/24a77c03f0c7a671b750a3b8ee74ff29dac8c5ecbc66be3dbeefdba63abf80a1119c2f663f00f50ee5c92a6d1158ec0eac8ecbf0f189e77d73f5a9ce81726d1e.csv
122_87d1c51fd93a6608.tgz,Air pollution,air_pollution,air_pollution.js,files/6aa33353c180052409097534428175a4031558889e41fff31faa7ef9cdeeb3f8a1173e3c5947548a9c4cfd516cd461a2b58fcdfbf8091ca3f9e0190ef7fe6427.csv
123_1f49f2844767ff2e.tgz,Emissions of air pollutants France,emissions_of_air_pollutants_france,emissions_of_air_pollutants_france.js,files/12ba90fdf988b87f00a19c4e553686579adba1a33f76de27fe68e920e65b9006c95faa6821b16db42f86193cdc858fd6dedb4b478d725f545b353b8eb36a47bb.csv
124_85ede1c922cd5ec4.tgz,"Emissions of air pollutants, US",emissions_of_air_pollutants_us,emissions_of_air_pollutants_us.js,files/74fba016d111d596d6e0401d586d46e6f7db21909d95959498cb90f61c343f5aed2048e964aba7766d9ad3486961517fc0692d3351ca31391176e31acda7840e.csv
125_487752634c6a504f.tgz,"Emissions of particulate matter, UK",emissions_of_particulate_matter_uk,emissions_of_particulate_matter_uk.js,files/8dd8d676f3743320ea3d27faadadc49a126176c3cfcd759e6b1385135cabb367c699460143440b2bff8caa2faba6b7a5d055c402775471b16f13c8f0d069e6b5.csv
126_e3431bf57a73942f.tgz,Obesity in men vs. women,obesity_in_men_vs_women,obesity_in_men_vs_women.js,files/5c7c66c94ae2548719490cdfb01f34a42f47cb2c964a3e6d165237a7d9d6527c27e4e634e110926f3612708e7981058d4bd80b53eae957194d8f2092d6fadffb.csv
127_52834f9dce743483.tgz,Lung cancer death rates,lung_cancer_death_rates,lung_cancer_death_rates.js,files/24a9a9f7dfde85ed0bf7f684b6e749e03d1e606d69f343cbd2fa1f906f8857be1fe5768d4169f44946d622428465fdf3158d787f9a1b0593734738e99a21c89f.csv
128_2fd761813b14ae95.tgz,Number of cigarettes smoked per smoker per day,number_of_cigarettes_smoked_per_smoker_per_day,number_of_cigarettes_smoked_per_smoker_per_day.js,files/1dce79366851874d83087bb0daa3f6045e096dd0a679979b0f22b3e51d05254dbab24284e4ad0803cf2e4f47b03ab244505ecea9831bae9970a3d1a9df78d9c6.csv
129_6d2233dd5bb9418b.tgz,Number of daily smokers in 2012,number_of_daily_smokers_in_2012,number_of_daily_smokers_in_2012.js,files/9f877aef5a69619c7cafca80942c7ded99a2e439268efacfeb6c308610ebd6a0ca5cc4239df167173d85ef684db00aa1fce7a16d3486101ae7ce8c7ae9550c4b.csv
130_8f928d4d65b3c4ec.tgz,Share of adults who smoke in 2000 vs. 2022,share_of_adults_who_smoke_in_2000_vs_2022,share_of_adults_who_smoke_in_2000_vs_2022.js,files/738363253617193e218569ae931b321ef5ced19ae10e5ed10cd39e60dc13c356811a2edf32a9944e3ae21dfb4ffbf506db26329c2eb741c97fa77f44ea20cbbc.csv
131_6b8adf3059526f47.tgz,Annual food expenditure vs. total consumer expenditure,annual_food_expenditure_vs_total_consumer_expenditure,annual_food_expenditure_vs_total_consumer_expenditure.js,files/5b56d737a23ca252cffa5c174c75b64920b565baff41bfd5b7b1db4dbcd75624f09fe7b3498412b972cb0b3c95bbf22b2f4c9815f395b165fca5c417f582f96c.csv
132_090f45c4120e4458.tgz,Global commodity price index of cereal crops and petroleum,global_commodity_price_index_of_cereal_crops_and_petroleum,global_commodity_price_index_of_cereal_crops_and_petroleum.js,files/e9dbbfccd8ecfa5bf928e94e41894e47891b5328411f9234fa270622d73ffc1418a02e24a2112e32702d315b408b09db56d8da05476b7ecbf6c0b6ed31bb97d9.csv
133_2d7d721c88a93c6e.tgz,Long-term global prices of food commodities,long_term_global_prices_of_food_commodities,long_term_global_prices_of_food_commodities.js,files/7bf23f2f774e570f9cb01787ed440d6bc28f74e687ba45726898d186b442348fe322ec4b06b36f6f578dbe5d9c342f42655905cbd50b1f32f2427d5f7aba11c3.csv
134_7446c4046e7c49dd.tgz,Share of expenditure spent on food vs. food expenditure per person,share_of_expenditure_spent_on_food_vs_food_expenditure_per_person,share_of_expenditure_spent_on_food_vs_food_expenditure_per_person.js,files/b4a314e89c5a515f743ea0cd386c863da97e4dbb705fa8d51ecc7ff3220b92b8d0f5ee1bbfefd80b60a2dce90d97c7504f74943d70fcc8d331af7b873beea692.csv
135_05652e3f6ebdf993.tgz,Annual working hours per person employed,annual_working_hours_per_person_employed,annual_working_hours_per_person_employed.js,files/09f9af5f71bb26a1f9cd2ad4a81e786472dcc10bb4a595b1b2fde890845f1b44d944de73f5574129fded03ecc6df605bd7e44f90f3c9b62d4f954392fb0a1dc2.csv
136_e98a9821a97f7615.tgz,Average effective age of retirement for women,average_effective_age_of_retirement_for_women,average_effective_age_of_retirement_for_women.js,files/864614b370b7c4821eef7f23ebe90696d4fa90626bfcffd0249de679fd837ceab85ebec752dca47105cefb0aef2834f9638d53abfe18b2fc57594958d3c794e9.csv
137_7ab5978ab8e6bd65.tgz,Days off from work for vacations and holidays,days_off_from_work_for_vacations_and_holidays,days_off_from_work_for_vacations_and_holidays.js,files/b1905463c20bf14ae403a7337e37afd4d6922cfa9fb56e9c55b592acf632024e47e8dadd060e4c9720b3982fca644e5d95207eb8a45bcdfcc1b1d2770024a4fd.csv
138_6ffc65cc247c63fe.tgz,Weekly working hours,weekly_working_hours,weekly_working_hours.js,files/cb595e218da4406db0c74f4e261f3af26d82c3e8322784ed9bfdb8dcdde5bb4aa0149cc722b3bffb455a3d62ae891bacbfef1f2a2f2994934f82240857869998.csv
139_a62a7e813d26874d.tgz,Self-reported life satisfaction vs. GDP per capita,self_reported_life_satisfaction_vs_gdp_per_capita,self_reported_life_satisfaction_vs_gdp_per_capita.js,files/2e1e3b447f0096e5ae676132fd48362801de492452859357b2403495b8b2312af6da0d80a052322c3d193128918b979b42ef93b865ee3349424e94ea9de70152.csv
140_9afd123a63309685.tgz,Life satisfaction vs. life expectancy,life_satisfaction_vs_life_expectancy,life_satisfaction_vs_life_expectancy.js,files/4a332e6915d972c8ca59fe31158a33eb5009fb3d9d8355da595f68457e257a8604ce210fa0ec8d2cc336680a6d76952320afc03048b5557684034e594e8f716e.csv
141_b1832e1ba2c6dedf.tgz,Happiness vs. life satisfaction,happiness_vs_life_satisfaction,happiness_vs_life_satisfaction.js,files/314d011b7f81340889faceb74cf828c2c72e01042c1e4f2883898cc46dab5150561ee7956cae000f023bab0f630b96adf8e9ff631a015e49b78f39f4bc9410b8.csv
142_84f457e9538f0d1d.tgz,Annual working hours vs. GDP per capita,annual_working_hours_vs_gdp_per_capita,annual_working_hours_vs_gdp_per_capita.js,files/c799ff0dfc31152f1af65a2f2f5efc1790df8c1c5798206592a1201549363ab376b91b20724a1ddcaa01573f2a87f6cc18abb686bd500de6943fd4148375c788.csv
143_6fd5aaffc7020a16.tgz,Terrorist attacks by region,terrorist_attacks_by_region,terrorist_attacks_by_region.js,files/7a0e00a468616d21e7fc48b026ea4ac6d02319e44bdaac509c82d3f4fa35039b66bdaf6a4925d42bea11481eefdad989d076447fc151a0851fbe97145eb91b8c.csv
144_e1f44426962586ac.tgz,Number of countries with key economic and social rights for women,number_of_countries_with_key_economic_and_social_rights_for_women,number_of_countries_with_key_economic_and_social_rights_for_women.js,files/83442387723fa5a9ba3e8e930d216f356cd3ec8fb612e9e6a3d80e56d96fac08ae0f23ac8f0cbf334be2f82ac586f1d23babda6eebe6e4664821e533b50fe86d.csv
145_81dec93ff226064a.tgz,Female labor force participation rate,female_labor_force_participation_rate,female_labor_force_participation_rate.js,files/71d9940756b2511dc389e7f5116524302f0d4fe8fe2cfdd54414411a71c7f60a08b61298a7d43d31cbbd74738bd7241da4b85195d58d300057582a67710ab15c.csv
146_b80de1741ccf893a.tgz,Share of countries that have had a woman as leader,share_of_countries_that_have_had_a_woman_as_leader,share_of_countries_that_have_had_a_woman_as_leader.js,files/892527e22ee063cfc9c87151c142008625f144f2fb1a8e98238d59cc4ec10f2cfc1509e7842e74e65ef2139b4e1c20923313cf8784aa1f62748ce266f13f02b9.csv
147_02c8b19cb7a2e3a8.tgz,Chile: COVID-19 weekly death rate by vaccination status,chile_covid_19_weekly_death_rate_by_vaccination_status,chile_covid_19_weekly_death_rate_by_vaccination_status.js,files/d484e0722a13b5879467806a621c2dece9480ad2dc267e0f63cfbd47affef2e9bd8b4644079451351a6a538d9e36bbdc48861c11c5be8bea27a4e5185814297b.csv
148_9f48a44f3fb51be7.tgz,Excess mortality: Raw number of deaths from all causes compared to projection based on previous years,excess_mortality_raw_number_of_deaths_from_all_causes_compared_to_projection_based_on_previous_years,excess_mortality_raw_number_of_deaths_from_all_causes_compared_to_projection_based_on_previous_years.js,files/7be9bd337cbc484b7bd22d047fc232209e418fd3a9a8abd3387c5b272ef0c0c34a3dd72da3d4660128d382eaa2d0d3af11ffcd6f57ed9b0dd3c017d51c3d8b18.csv
149_f724a270146bebdc.tgz,Share of people who completed the initial COVID-19 vaccination protocol by age,share_of_people_who_completed_the_initial_covid_19_vaccination_protocol_by_age,share_of_people_who_completed_the_initial_covid_19_vaccination_protocol_by_age.js,files/88e25091aaf3383f794074b886c83fb4ffd8391abbb379fbbe7482764625a879569c9b07934a13d896beef20fe7d718901d2a705321d410a7e39afa97863ae7c.csv
150_762d06467075ce6e.tgz,Share of people with a COVID-19 booster dose by age`,share_of_people_with_a_covid_19_booster_dose_by_age,share_of_people_with_a_covid_19_booster_dose_by_age.js,files/50aeea255623959d72b602de806343ef8bc0fd56eb46cf1e9bf905ee8eed5ba8c36fbee7fd25f2a1ac3cc018a7eff02f82376b2d0d405f6e536b52e9c8e509af.csv
