Entity,Code,Year,Amphenicols,Beta-lactamase resistant penicillins,Carbapenems,Combinations of penicillins,First-generation cephalosporins,Glycopeptides,Intermediate-acting sulfonamides,Long-acting sulfonamides,Nitrofuran derivatives,Other aminoglycosides,Other cephalosporins and penems,Penicillins with extended spectrum,Second-generation cephalosporins,Steroid antibiotics,Tetracyclines,Trimethoprim and derivatives,Third-generation cephalosporins,Streptogramins,Short-acting sulfonamides,Polymyxins,Other quinolones,Beta-lactamase sensitive penicillins,Combinations of antibiotics,Combinations of sulfonamides and trimethoprim,Fluoroquinolones,Imidazole derivatives,Lincosamides,Macrolides,Nitroimidazole,Other antibiotics
France,FRA,2020,,0.094484456,,3.9583778,0.016787509,,0.01065057,,0.10483046,,,6.383805,0.13883437,0.034011412,2.9790664,0.003057722,0.66791135,0.7830758,,,0.0000697,0.17539284,0.54048544,0.48860565,1.2271729,,0.16157795,1.5436007,0.29841352,0.24716333
France,FRA,2021,,0.07800768,,4.2457027,0.016233286,,0.016316563,,0.15722063,,,7.0824585,0.13187705,0.0338021,3.1936872,0.004051133,0.6981163,0.73441863,,,,0.17475861,0.54004645,0.53284186,1.1290013,,0.17659675,1.5786663,0.3190601,0.25625664
France,FRA,2022,,0.08130461,,4.87001,0.01686032,,0.018362429,,0.17306645,,,8.538904,0.21350926,0.029904475,2.8367934,0.004258306,0.8120757,0.8830238,,,,0.1782942,0.44308597,0.5525745,1.3066539,,0.19430755,2.170177,0.33467475,0.29530486
Gabon,GAB,2020,,1.4300344,,5.449982,,,,,,,,4.4854364,0.05183836,,,,,,,,,0.0690636,0.035851326,,1.4708829,,,1.3558313,1.2375506,
Gabon,GAB,2021,0.050179612,0.7600632,,4.9074974,0.035949573,,,,,,,4.6264973,0.030348836,0.022429865,1.8986795,,1.2326584,0.004002198,,,,0.077048905,0.080455504,0.33290538,1.0688838,,0.05569687,1.8660122,0.91273755,0.096113615
Georgia,GEO,2016,0.81915927,,,0.046045817,,,,,0.89319146,,,0.37996006,0.56382656,,1.1815873,9.709613,0.39105088,,,,0.12818435,,,,3.0112379,,,1.8743379,0.19932652,1.3838054
Georgia,GEO,2017,0.71482885,,,4.2828174,0.00260615,,,,1.171309,,,1.1584344,0.69677615,,1.2219429,6.6431417,0.51260966,,,,0.090946496,,0.36110574,,2.201169,,0.008934852,2.1672838,0.27948925,0.36169845
Georgia,GEO,2018,0.54644185,,,3.9199045,0.001141696,,,,0.8130809,,,0.22611687,0.63075596,,1.1004891,2.0994923,0.4673634,,,,0.05753873,,0.22854261,,1.8830435,,0.010131464,1.8697491,0.13476591,0.25371078
Georgia,GEO,2019,0.22447844,,,3.155017,0.013717481,,,,0.7221331,,,0.8201833,0.65446264,,1.1874208,2.3111544,0.5217293,,,,0.019210286,,0.10978344,,2.1337266,,0.009815846,2.4048066,0.088582374,0.21347393
Georgia,GEO,2020,0.7452702,,,3.6287239,,,,,0.48468894,,,1.0062973,0.5673228,,0.7367445,,0.5318335,,,,,,0.18260416,0.5191727,1.9081692,,0.005455573,2.6396132,0.25532356,0.014334064
Georgia,GEO,2021,0.16902842,,,3.5329998,,,,,1.6000308,,,0.5771963,0.5523734,,1.5468891,,0.47939688,,,,,,0.31050637,0.9414244,2.4422498,,0.01298651,2.4300911,0.30853614,0.12009804
Georgia,GEO,2022,0.13646826,,,4.2024603,,,,,1.2768338,,,0.79841727,0.4413015,,0.48548976,,0.77276945,,,,,,0.19080624,1.0314722,2.2234294,,0.010774222,3.6861317,0.2900354,0.17599933
Germany,DEU,2016,,0.007989644,,0.37570044,0.051505443,,0.008824586,,0.40178412,,,2.286578,2.6643112,,1.8815037,0.049764838,0.3006543,,,0.000241735,,0.73730075,,0.39610395,1.2322367,,0.6462912,1.6195655,0.08276551,0.09211262
Germany,DEU,2017,,0.008526449,,0.65782136,0.046333183,,0.00824426,,0.3653028,,,2.4376774,2.5007741,,1.7405629,0.050465714,0.23885527,,,,,0.6873405,,0.39515227,1.0971209,,0.6197078,1.5096227,0.07856483,0.10188041
Germany,DEU,2018,,0.012038307,,0.70183694,0.04292098,,0.001058385,,0.34264117,,,2.3621454,2.2127473,,1.6314832,0.051134065,0.21731938,,,,,0.6534791,,0.3805981,0.9570935,,0.56844676,1.3713143,0.07473867,0.110175386
Germany,DEU,2019,,0.012901997,,0.81897974,0.04483824,,0.0000561,,0.3825066,,,2.4293768,2.1058345,,1.553122,0.057442635,0.19914964,,,,,0.6850552,,0.4495264,0.629458,,0.570138,1.2507291,0.07401537,0.11874517
Germany,DEU,2020,,0.012242544,,0.7747387,0.027193785,,0.0000834,,0.38775086,,,1.8276685,1.4554889,,1.4476953,0.06266337,0.1887692,,,,,0.43695498,,0.37612465,0.48573875,,0.5320444,0.7832935,0.07138695,0.117165186
Germany,DEU,2021,,0.01164615,,0.8171252,0.025217138,,0.0000706,,0.3586332,,,1.686964,1.1935401,,1.3034236,0.0608269,0.21064277,,,,,0.31539768,,0.42750818,0.4320033,,0.51241785,0.63931555,0.07023807,0.09721226
Germany,DEU,2022,,0.011625781,,1.1091197,0.031556964,,0.000378294,,0.34302074,,,2.373256,1.6203444,,1.3735477,0.064863145,0.23885418,,,,,0.45552546,,0.41062495,0.4832018,,0.5421403,0.98235315,0.0696022,0.11762975
Hong Kong,HKG,2021,,0.12785499,,3.706559,0.29197797,,,,0.20014286,,,1.8998326,0.6482916,0.002166559,2.078041,0.002685046,0.025168149,,,,0.002513232,0.018790754,,0.19742753,1.3855677,,0.030772017,1.4807904,0.46648008,0.01282699
Hong Kong,HKG,2022,,0.09147822,,3.8625457,0.29962564,,,,0.20314896,,,2.1240325,0.7540841,0.001652132,1.8264997,0.002293815,0.027884303,,,,0.001463359,0.015539956,,0.19535822,1.5295867,,0.026690293,1.5999957,0.44790304,0.012929324
Hungary,HUN,2016,,,,3.6325731,0.006381601,,,,,,,0.7984399,1.8277289,,1.1341096,,0.30018967,,,,0.003372451,0.13430738,,0.5158188,2.5437584,,0.6118197,2.3031144,0.20220178,0.086708665
Hungary,HUN,2017,,,,3.7843738,0.006214309,,,,,,,0.7638102,1.8751335,,1.0982993,,0.30277273,,,,,0.13130635,,0.47609988,2.56607,,0.5827303,2.322308,0.20281231,0.094207235
Hungary,HUN,2018,,,,3.95908,0.006676409,,,,0.17070536,,,0.7109223,1.8698821,,1.140992,,0.33391348,,,,,0.12160518,,0.47154155,2.4553704,,0.5853114,2.3493726,0.19709893,0.1038304
Hungary,HUN,2019,,,,4.022338,0.006050244,,,,0.19597076,,,0.633484,1.7851553,,1.2310967,,0.34959263,,,,,0.1153233,,0.4757983,2.0482397,,0.57929426,2.3179386,0.1916201,0.10924292
Hungary,HUN,2020,,,,2.8109064,0.005241429,,,,0.19036184,,,0.42035595,1.2030147,,1.2246863,,0.23823693,,,,,0.054889902,,0.41246963,1.5089577,,0.55381924,1.8564252,0.17171566,0.10425839
Hungary,HUN,2021,,,,3.005496,0.003605152,,,,0.19470541,,,0.35107058,1.0738573,,1.2874925,,0.28484002,,,,,0.040065184,,0.4052401,1.4980701,,0.5473935,2.4979305,0.1557959,0.1066455
Hungary,HUN,2022,,,,3.9975028,8.25e-7,,,,0.23713134,,,0.37880132,1.1141949,,1.129992,,0.44370747,,,,,0.039912116,,0.44563073,1.6923062,,0.54664123,3.2345178,0.16138071,0.13311571
Iceland,ISL,2016,,0.8947804,,2.8231642,0.5049641,,,,0.72850186,,,3.1495667,0.000628462,,4.617286,0.20422988,,,,,,1.988979,,0.29243788,0.9213221,,0.15374264,1.550739,0.1471178,0.001411998
Iceland,ISL,2017,,0.9168016,,2.8318565,0.62251765,,0.014484009,,0.8237711,,,3.6569967,0.00016743,,5.1378045,0.21866442,,,,,,1.9003024,,0.29281682,0.8926111,,0.19536972,1.5271219,0.15809985,0.009942142
Iceland,ISL,2018,,0.95879745,,2.5133593,0.58518165,,0.015706027,,0.52019715,,,4.124799,0.0000543,,5.1576986,0.3276398,,,,,,1.7115557,,0.2165092,0.8888686,,0.19171996,1.4907788,0.15768522,0.008538697
Iceland,ISL,2019,,0.9297363,,2.0722482,0.54979205,,,,0.49771795,,,4.0353503,0.000318949,,5.288922,0.35084727,,,,,,1.6661161,,0.2158431,0.60389686,,0.16917394,1.3187169,0.13553861,0.007168758
Iceland,ISL,2020,,0.9348341,,1.5658436,0.49622226,,,,0.47709474,,,3.350977,0.000470732,,4.8075223,0.35881826,,,,,,1.3585298,,0.17295656,0.5225309,,0.14684042,1.0834842,0.13457699,0.004393497
Iceland,ISL,2021,,0.99372125,,1.6785005,0.5571446,,,,0.54403085,,,3.719741,0.000258929,,4.4180126,0.32323492,,,,,,1.2734652,,0.2371787,0.49113807,,0.15372042,1.016604,0.13537402,0.004564546
Iceland,ISL,2022,,0.9702123,,1.7097242,0.6663231,,,,0.6138013,,,4.685263,,,4.6886063,0.28731152,,,,,,1.6274217,,0.27057073,0.5044941,,0.16145794,1.2218624,0.14610967,0.003879268
Iran,IRN,2020,,0.013800998,,2.2601607,2.17082,,0.001615092,,0.106166914,,,14.027116,0.03594121,,2.1614752,,8.079285,,,,0.023649326,0.41355488,,0.38438466,3.6600416,,0.20479001,13.06081,3.541869,0.03816549
Iran,IRN,2021,,0.08279659,,2.620203,2.4591124,,0.000270056,,0.37061563,,,13.911715,0.17854078,,4.7686954,,8.032924,,,,0.024646206,0.4522422,,0.4572872,4.2475333,,0.26226142,17.153551,3.2988865,0.025061402
Iran,IRN,2022,,0.23112093,,3.834467,2.3285582,,0.00222611,,0.458453,,,14.038206,0.24169673,,4.4434977,,9.118971,,,,0.031697422,0.29873878,,0.49142054,5.7074447,,0.31240994,19.856735,4.037329,0.030255672
Ireland,IRL,2016,0.000198401,1.5568403,,4.7348547,0.33149862,,0.00071006,,0.030587593,,,3.117663,0.8157785,0.005425678,2.5811725,0.9344531,0.03233483,,,,,1.1046233,,0.21198097,0.9478643,,0.0762695,4.537707,0.022941297,0.013507193
Ireland,IRL,2017,0.0000539,1.3600032,,4.0161552,0.37620923,,0.000656934,,0.02573636,,,3.2377312,0.6921192,0.004486745,2.836655,0.9028877,0.023805156,,,,,1.1740764,,,0.87689346,,0.082731046,4.3246255,0.02452182,0.012727588
Ireland,IRL,2018,0.0000472,1.3694408,,3.9219453,0.43342775,,0.000381995,,1.3559372,,,3.4877892,0.68359375,0.003466905,2.6514723,0.81519336,0.026891844,,,,,1.1677698,,0.26245436,0.8299838,,0.08573282,4.1605663,0.022070471,0.0109287
Ireland,IRL,2019,0.0000156,1.3684126,,3.761101,0.45237216,,0.000133087,,1.3834684,,,3.9975965,0.6941741,0.003077414,3.0342612,0.8200603,0.016519222,,,,,1.1963077,,0.23802069,0.6038895,,0.08384624,3.9832094,0.020675503,0.012554432
Ireland,IRL,2020,0.00000103,1.3755872,,2.384532,0.48364255,,0.000331656,,1.3908106,,,2.9524915,0.47025904,0.002104865,3.021954,0.7815091,0.010583175,,,,,0.8824815,,0.32679668,0.4636079,,0.0788497,3.0141695,0.018528556,0.010274407
Ireland,IRL,2021,,1.4098232,,2.2441704,0.6067114,,0.00036057,,1.350947,,,3.067331,0.3362931,0.001601512,3.0143065,0.69839007,0.009122922,,,,,0.72637045,,0.31407994,0.41346186,,0.08063811,2.564671,0.017804973,0.011531719
Ireland,IRL,2022,,1.4701016,,3.197708,0.7558065,,0.000720887,,1.3598436,,,5.2771807,0.563715,0.002950054,3.8963177,0.60883284,0.011313877,,,,,0.7469525,,0.33880872,0.4366723,,0.083888784,3.449997,0.0191122,0.012510887
Italy,ITA,2016,,0.008519917,,8.277948,0.065140545,,,,0.21637079,,,2.5114696,0.26294988,,0.5858361,,1.5990257,,,,0.025109489,,,0.41200966,3.5159526,,0.018606285,4.502829,0.09191992,0.47826642
Italy,ITA,2017,,0.006821232,,7.1567435,0.050870027,,,,0.18635106,,,2.1042328,0.20435657,,0.5030046,,1.4034673,,,,0.01837502,,,0.76449233,2.970178,,0.016200433,3.9297872,0.08176661,0.46351776
Italy,ITA,2018,,0.008082001,,7.349822,0.051007695,,,,0.19978714,,,2.042768,0.20139135,,0.5426817,,1.5180324,,,,0.016851306,,,0.83381915,2.9082136,,0.016789611,4.0463653,0.08759908,0.4843689
Italy,ITA,2019,,0.012215674,,7.656167,0.05129527,,,,0.21424133,,,2.0486453,0.21279828,,0.5873257,,1.7266966,,,,0.00341962,,,0.9998602,2.182202,,0.019104367,4.253483,0.09048869,0.53453714
Italy,ITA,2020,,0.009613735,,6.1231484,0.04803365,,,,0.23208103,,,1.5263414,0.13695173,,0.6139936,,1.2779542,,,,0.0000046,,,0.9252577,1.8118318,,0.019287974,3.8276513,0.081997186,0.5270964
Italy,ITA,2021,,0.007998294,,5.930943,0.049185857,,,,0.24811703,,,1.414525,0.12223802,,0.6720043,,1.2608656,,,,0.00000231,,,0.91647273,1.719504,,0.01896394,3.3716626,0.08915869,0.54408604
Italy,ITA,2022,,0.009006914,,7.578981,0.04702783,,,,0.24770147,,,1.662446,0.16471578,,0.6608037,,1.724633,,,,4.64e-7,,,0.9635379,1.919215,,0.017462412,4.864918,0.08795821,0.5499431
Jordan,JOR,2017,,,,4.9219656,1.8593831,,,,,,,16.213272,2.6598146,,2.2960618,,1.6789482,,,,,,0.4926147,0.30929562,4.373939,,0.8237666,4.8511896,1.8101175,0.00488117
Jordan,JOR,2018,,,,5.9689994,0.72949266,,,,,,,6.4646916,2.4078577,,1.3206382,,2.336924,,,,,,0.77758235,0.21910548,4.5939617,,1.1458017,4.2016196,4.6779313,0.006443678
Jordan,JOR,2019,,,,4.752477,1.1198865,,,,,,,8.280056,2.5882685,,1.4847704,,1.6236931,,,,,,0.4104615,0.16753426,2.665802,,0.5916307,3.1934505,1.5408431,0.002302165
Jordan,JOR,2020,,,,4.7711196,0.6636383,,,,,,,3.6882796,2.4563115,,1.5470746,,1.8845621,,,,,,0.5421398,0.36045703,2.930768,,1.3318158,4.7592773,1.4430509,0.00066433
Jordan,JOR,2021,,,,3.9429212,1.6314042,,,,,,,3.4997296,1.8110768,,1.9038907,,1.6065276,,,,,,0.68640697,0.20479974,3.8025165,,1.3863758,3.5660577,2.5626523,0.009049865
Jordan,JOR,2022,,,,5.38509,1.1400048,,,,,,,7.277081,1.8180857,,1.1852835,,1.8037024,,,,,,0.58856887,0.31252185,3.6574645,,1.4990985,7.2362814,1.2339582,0.011875924
Kenya,KEN,2018,,0.10260651,,2.431026,0.13928467,,,,,,,26.190678,1.4274673,,2.6850471,,0.5160497,,,,,0.054614704,0.12271241,,1.6431977,,0.033644352,1.446733,1.1380395,0.00324078
Kenya,KEN,2019,,0.23284508,,2.6784372,0.1658138,,,,,,,9.055886,1.5117726,,0.04568499,,0.45875058,,,,,0.002782665,0.18716581,,1.8863311,,0.057195667,1.5324523,1.0702248,0.001981042
Kenya,KEN,2020,0.003694811,0.037958615,,2.1068857,0.05945109,,,,,,0.0000046,3.7798011,0.9276539,,0.75404716,,0.44988057,,,,,0.003952609,0.0956603,,1.5460601,,0.13703431,1.4742634,0.66742796,0.004622392
Kenya,KEN,2021,,1.0161369,,2.3458314,0.12127232,,0.002153645,,,,,1.8102576,1.0914224,,1.1744944,,0.53049713,,,,,0.000180906,0.1625465,,1.9502151,,0.053404056,2.9817424,0.660665,0.003862811
Kuwait,KWT,2022,,,,,0.10376812,,,,0.005583589,,,11.747233,0.63723516,,0.9601206,,0.18304032,,,,,0.011231358,,0.025126152,0.8069538,,0.3626336,7.9835777,0.08593722,0.0194126
Laos,LAO,2019,1.4256021,0.002279289,,0.12451626,1.2345929,,,,,,,11.226244,0.08570128,,2.4733176,,0.11336692,,,,,0.19590944,,0.565883,0.78988963,,,2.6597493,0.47150445,
Laos,LAO,2020,0.16109645,0.00795821,,0.22162743,1.2140714,,,,,,,10.7555065,0.11543728,,2.1594894,,0.23170628,,,,,0.40735212,0.012165083,0.6262334,1.0036118,,,2.5646987,0.6597625,
Laos,LAO,2021,0.17720559,0.012943953,,0.09837552,1.128404,,,,,,,10.465169,0.06813286,,2.2358325,,0.26319507,,,,,0.26778042,,0.48657548,0.8647232,,,2.7402277,0.6855019,
Laos,LAO,2022,0.11695502,0.028381592,,0.07564604,2.8538594,,,,,,,9.291565,0.015719036,,2.2139096,,0.65865195,,,,,0.6358915,,1.9967293,3.7316663,,,6.5733256,1.5863109,
Latvia,LVA,2016,,0.000670536,,1.4673442,0.14041145,,0.000323931,,0.74388945,,,2.955214,0.34727475,0.0000185,2.27735,0.007632038,,,,,0.02717547,0.059660684,,0.87161416,1.1676984,,0.14095421,1.7771846,0.22046882,0.039116174
Latvia,LVA,2017,,0.000716163,,1.6517024,0.14290781,,0.000140149,,0.709965,,,3.1194465,0.44229797,,2.2757328,0.00840896,,0.0000028,,,0.026593337,0.07666966,,0.8803425,1.1349958,,0.13513573,1.9549094,0.21352112,0.03739114
Latvia,LVA,2018,,0.000104033,,1.8745426,0.11475746,,0.000330264,,0.71076757,,,2.854409,0.46353602,,2.220512,0.007600796,,,0.0000159,,0.022632537,0.06333949,,0.8167434,1.0962613,,0.13291815,2.126662,0.19065471,0.03080925
Latvia,LVA,2019,0.0000334,0.000325213,,2.0844169,0.09257907,,0.0000477,,0.7508692,,,2.711426,0.47209778,,2.341752,0.007590675,0.00002,0.0000229,,,0.0030377,0.054110322,,0.83085936,0.9844826,,0.14292578,2.1119454,0.18368763,0.030673468
Latvia,LVA,2020,,0.00365383,,1.8013473,0.0701846,,0.00021663,,0.7922097,,,1.9262207,0.3166044,,2.4410434,0.008365539,0.00000722,,,,,0.037637014,,0.5474688,0.85012,,0.14159533,1.6725692,0.17615308,0.032942966
Latvia,LVA,2021,0.00000487,0.002163805,,1.9229313,0.060909595,,0.001827538,,0.8724153,,,1.6602175,0.3254954,,2.8002133,0.006557175,,,,,0.00000731,0.016972302,,0.4460274,0.7606438,,0.14209178,1.5892433,0.16300783,0.015180337
Latvia,LVA,2022,,0.001450805,,2.7812333,0.092679024,,0.00653849,,1.1874132,,,2.5068986,0.537344,,2.837368,0.008504962,,0.0000118,,,,0.020462416,,0.67430437,0.8850012,,0.15975891,2.2758133,0.16686648,0.020146936
Lithuania,LTU,2016,,,,1.4826735,0.21595818,,,,1.4891332,,,5.0321736,0.99431854,,1.4867145,0.009131554,,,,,0.03351262,0.13610679,,0.9334355,1.0997949,,0.028307226,1.9730209,0.03198571,0.026889011
Lithuania,LTU,2017,,,,1.6598977,0.2264579,,,,1.2068397,,,5.0175195,1.0218736,,1.424682,0.009763429,,,,,0.041339494,0.14794032,,0.93911916,1.0412747,,0.025330784,2.081161,0.10219604,0.034667168
Lithuania,LTU,2018,,,,1.6245189,0.21877015,,,,1.1841643,,,4.81792,1.0860292,,1.3562374,0.011707108,,,,,0.047824,0.15205374,,0.83395684,0.9888594,,0.025594193,2.1041117,0.046205103,0.035910152
Lithuania,LTU,2019,,,,1.5390748,0.20294394,,,,1.3203094,,,4.7456436,1.1561807,,1.4430983,0.011960075,,,,,0.005760084,0.21665335,,0.5862493,0.98869354,,,2.1190314,0.047871687,0.0298889
Lithuania,LTU,2020,,,,1.2509637,0.1275829,,,,1.4454281,,,3.7742896,1.0804456,,1.521832,0.010253571,,,,,,0.10572337,,0.56852055,0.90079004,,,1.7317185,0.034032043,0.036078397
Lithuania,LTU,2021,,,,2.282206,0.102852754,,,,1.3810362,,,3.4179108,1.1594757,,1.3980399,0.009499823,,,,,,0.04379797,,0.26910204,0.7794346,,,1.5332894,0.030269062,0.019724177
Lithuania,LTU,2022,,,,3.1938405,0.16056922,,,,1.5858682,,,4.9831505,1.5054907,,1.6524073,0.010071963,,,,,,0.08776272,,0.94887394,0.87236005,,0.0303816,2.3568423,0.18686716,0.024512531
Malaysia,MYS,2022,,0.8917973,,1.7228076,0.8240854,,,,0.038670428,,,2.568955,0.9427456,0.008087486,1.428482,0.001012133,0.02555534,,,,,0.18116605,,0.22897686,0.4926074,,0.016104,1.298215,0.16001566,0.001921519
Maldives,MDV,2017,0.000108249,,,3.753652,0.53286237,,,,,,,1.097755,2.0338569,,1.1453924,,14.363458,,,,,,,0.003711407,2.131064,,0.025840674,3.5296671,0.6478702,
Maldives,MDV,2018,,,,5.1184287,0.26624835,,,,,,,1.1675954,1.7508423,,1.6228311,,2.3878329,,,,,,,,1.617293,,0.115617625,9.91776,0.8262129,
Maldives,MDV,2019,,,,2.4153495,3.6312375,,,,,,,0.66956073,0.94623584,,,,3.7544932,,,,,,,,1.6380261,,,2.2098548,0.53230464,
Maldives,MDV,2020,,,,2.492439,0.2785351,,,,,,,0.13113503,2.1689315,,3.2241595,,1.6799847,,,,,,,,2.0210218,,0.02960672,3.9633195,0.43943828,0.003062259
Maldives,MDV,2021,,,,3.8598843,0.37366456,,,,,,,0.74254537,1.807768,,,,2.1883206,,,,,,,,4.7073846,,0.09251212,2.953633,2.0264401,
Maldives,MDV,2022,,,,4.1846995,0.34594244,,,,,,,0.3486183,1.3128064,,,,2.499497,,,,,,,,3.6820014,,0.24909332,6.617952,0.8629326,
Mali,MLI,2017,0.024260502,0.041299466,,0.4644823,0.02858461,,,,0.000581708,,,2.444581,0.21047735,0.001294339,0.46843132,,1.0424834,,,,0.001345649,0.009047839,0.01005477,,0.64902186,,0.067126535,0.46186426,0.28494594,0.00034347
Mali,MLI,2018,0.012883419,0.039788894,,0.44816655,0.04602895,,,,0.002341425,,,5.2871485,0.3966767,0.00027625,0.581344,,0.27118388,,,,0.0000467,0.004535447,0.010817042,,1.2756689,,0.010535523,1.3835093,1.0330062,0.000495738
Mali,MLI,2019,0.05755362,0.058612403,,0.7758217,0.10243113,,,,0.005678617,,,3.7227626,0.4925327,0.001841366,0.8085178,,0.45776674,,,,0.000887125,,0.010658563,,3.0722435,,0.17059694,0.69512737,0.66332424,0.000569194
Mali,MLI,2020,0.03024106,0.025447525,,0.82909954,0.015338415,,,,,,,1.181542,0.0037524,0.001729752,0.56031454,,0.25042343,0.001036302,,,0.000333042,0.07247242,0.080430575,5.8735795,2.1527529,,0.08394684,1.2866936,1.3795333,0.000519829
Mali,MLI,2021,0.034342177,0.0350037,,0.88054276,0.015889533,,,,0.001409794,,,1.8821808,0.003098563,0.002061415,1.1479893,,0.23189981,0.000864006,,,0.000662263,0.082433015,0.08841649,5.5458946,1.9225135,,0.10577835,1.0420655,6.798915,0.000457017
Mali,MLI,2022,0.015449325,0.026651299,,0.9706152,0.021711063,,,,,,,1.2286392,0.05048492,0.00175566,0.46089736,,0.19202399,0.000222151,,,0.00043654,0.038266007,0.19223376,0.5527515,1.8500746,,0.708045,1.3557419,0.35194302,0.00175465
Malta,MLT,2016,,0.47500232,,5.2860246,0.035461,,0.001327789,,0.31520718,,,0.419214,2.8907924,0.003681691,1.9925524,0.005069933,0.5932905,,,,,0.11793636,0.26196116,0.2965896,2.4743223,,0.18036559,3.8426595,0.26908192,0.004123897
Malta,MLT,2017,,0.1072828,,6.562926,0.045225076,,0.121821955,,0.3926932,,,0.65113705,2.330113,0.00374822,1.692237,0.007067909,0.53241867,,,,,0.13965371,0.27854532,0.26024634,2.25641,,0.11471131,4.380476,0.3270762,0.007479307
Malta,MLT,2018,,0.09539918,,5.8207994,0.06265423,,0.004292332,,0.45605958,,,0.53077185,2.1249967,0.006107096,1.6312019,0.006925483,0.52698195,,,,,0.083852716,0.2864058,0.35968214,2.4855103,,0.19123395,4.465165,0.48372307,0.009008114
Malta,MLT,2019,,0.082026936,,6.416984,0.06861924,,0.000400835,,0.5489364,,,0.46906,2.3218455,0.004441824,1.9065862,0.007756444,0.5816488,0.001969818,,,,0.26473624,0.2556755,0.44992805,2.1052642,,0.2006831,4.335321,0.66827047,0.013611255
Malta,MLT,2020,,0.0857077,,5.139088,0.058259528,,0.003128141,,0.90556604,,,0.45752,1.5634941,0.001443757,2.3409462,0.007459413,0.5085551,0.001880242,,,,0.14230523,0.18466663,0.3544704,1.6415857,,0.21608235,2.5582876,0.49357477,0.010783364
Malta,MLT,2021,,0.05594584,,5.2623267,0.057914797,,0.001806735,,0.6800484,,,0.37543875,1.1638607,0.001733699,2.2497072,0.004525051,0.29269114,0.001489188,,,,0.14068551,0.18784574,0.49416065,1.4485803,,0.22840011,2.3571126,0.4704701,0.025488658
Malta,MLT,2022,,0.10176462,,8.506722,0.08969974,,0.002276698,,0.8503116,,,0.5133062,2.2947874,0.003390712,2.5064824,0.003039203,0.43229142,0.001016673,,,,0.15638915,0.1777555,0.48235175,1.868093,,0.2708027,4.941181,0.5021012,0.032593016
Montenegro,MNE,2016,,,,2.7572522,2.5534763,,,,1.2816832,,,6.5167828,0.03537662,,1.3408895,,1.6740406,,,,1.3563777,0.6146801,,0.84858894,1.935811,,0.11893155,5.068963,0.4528138,0.015488358
Montenegro,MNE,2017,,,,2.505737,2.4042683,,,,1.0604753,,,6.1627827,0.03086122,,1.3852026,,1.7175369,,,,1.1705301,0.6187839,,0.8027556,1.8863032,,0.1570006,4.512531,0.51764023,0.015638547
Montenegro,MNE,2018,,,,2.6931798,2.4068093,,,,0.49006194,,,6.245181,0.020539647,,1.275172,,1.8677846,,,,1.1471224,0.71400654,,0.78317493,2.0191376,,0.17253043,4.579482,0.4355976,0.015380885
Montenegro,MNE,2019,,,,3.130135,2.5343323,,,,,,,6.504135,0.002303401,,1.4805523,,2.1442316,,,,0.13642219,0.5998317,,1.0276862,1.7729843,,0.18064314,4.856352,0.40150887,0.015980387
Montenegro,MNE,2020,,,,2.0577388,2.0884483,,,,,,,5.0900183,,,1.5970513,,2.7067864,,,,,0.28976598,,1.0385861,2.3864198,,0.16957131,7.607286,0.6631373,0.046872336
Montenegro,MNE,2021,,,,2.3426375,1.9719766,,,,0.12357718,,,5.08221,,,2.2647524,,4.1488004,,,,,0.03563971,,0.96078855,3.1606345,,0.17312586,6.93719,0.77486205,0.04042
Montenegro,MNE,2022,,,,3.4976091,2.1410694,,,,0.14794552,,,6.0558496,,,1.7570182,,4.3161144,,,,,0.030596707,,0.9776856,2.817241,,0.19621868,7.05168,0.8351096,0.059099555
Nepal,NPL,2016,0.23985317,0.57619303,,1.2862709,0.43709025,,,,,,,3.893518,0.6952845,,5.0059814,,7.5742245,,,,,0.1944363,,,9.420691,,0.021853449,6.9851832,1.125308,0.005967353
Nepal,NPL,2017,0.14256513,0.77683157,,1.2893218,0.75336933,,,,,,,6.1137285,1.5832115,,5.0862966,,10.346127,,,,,0.12357039,,,8.567162,,0.03503954,9.346518,1.5454774,0.000583263
Nepal,NPL,2018,0.16986337,1.0449512,,1.0760152,0.5704998,,,,,,,3.5178115,1.2848955,,4.231457,,9.855951,,,,,0.06065863,,,8.791589,,0.04442756,13.174164,1.416787,0.00286479
Nepal,NPL,2019,0.14320219,0.83440757,,9.719077,0.57018787,,,,0.06226327,,,4.11591,0.45658338,,1.9237236,,13.364924,,,,0.013143494,0.47090298,,1.9139793,6.249374,,0.03509525,10.652007,4.961124,0.038833655
Nepal,NPL,2020,0.07584386,0.66765565,,10.089947,0.45699313,,,,0.047640696,,,6.0939817,0.31753233,,1.7435023,,7.268627,,,,0.01297383,0.41698352,,0.82891285,5.6564884,,0.015387992,10.2404175,5.0223227,0.013590517
Nepal,NPL,2021,0.13346024,0.8539561,,14.493728,0.6237001,,,,0.06548527,,,4.864566,0.48246366,,4.332609,,15.905059,,,,0.01131443,0.38081658,,0.6172719,6.2385454,,0.02522583,19.89918,8.253437,0.057347726
Nepal,NPL,2022,0.027335439,0.22708522,,4.205798,0.17459686,,,,0.063730314,,,1.5299747,0.6702107,,0.83584553,,6.1053753,,,,0.002642467,0.025901947,,0.09415253,2.7904716,,0.064758785,10.263718,3.3925226,0.11117805
