Entity,Code,Year,2010,2005,2000,1995,1990,1985,1980,1975,1970,1965,1960,1955,1950,1945,1940,1935,1930,1925
England and Wales,,14,,0.00021,0.00031,0.00055,0.00058,0.00083,0.00085,0.00067,0.00062,0.00054,0.0007,0.00074,0.00055,0.00029,0.00014,0.00014,0.00013,0.00011
England and Wales,,15,,0.00085,0.00135,0.00237,0.00291,0.00358,0.0041,0.0039,0.00314,0.00248,0.00325,0.00375,0.00304,0.00199,0.00071,0.00063,0.00084,0.0005
England and Wales,,16,,0.00258,0.00389,0.00743,0.01004,0.01127,0.0143,0.01344,0.01184,0.01002,0.01178,0.01864,0.01448,0.01131,0.00491,0.00331,0.00323,0.00266
England and Wales,,17,,,0.00956,0.0162,0.0236,0.02652,0.03147,0.02938,0.02935,0.02413,0.02759,0.04428,0.04163,0.03447,0.02038,0.01321,0.01156,0.00893
England and Wales,,18,,,0.01639,0.02324,0.03691,0.04114,0.04669,0.04387,0.04669,0.03953,0.04616,0.06439,0.07391,0.06516,0.04785,0.03417,0.03158,0.02172
England and Wales,,19,,,0.02456,0.03265,0.05018,0.05303,0.05809,0.05508,0.06171,0.05655,0.06619,0.07938,0.1016,0.10088,0.08451,0.06327,0.06041,0.04165
England and Wales,,20,,,0.02997,0.04013,0.0574,0.06221,0.06326,0.06456,0.07148,0.06957,0.08157,0.08854,0.1239,0.13322,0.12416,0.09933,0.08669,0.06891
England and Wales,,21,,,0.03426,0.04523,0.06179,0.06744,0.06652,0.07038,0.07792,0.08166,0.09345,0.09736,0.13498,0.16007,0.16537,0.13946,0.11806,0.11517
England and Wales,,22,,,,0.05004,0.06591,0.07398,0.07034,0.07464,0.0838,0.09382,0.1036,0.10804,0.13518,0.17032,0.1906,0.16475,0.14049,0.14735
England and Wales,,23,,,,0.05301,0.06778,0.07886,0.07531,0.07716,0.0881,0.10274,0.1126,0.1222,0.1371,0.17463,0.2058,0.1796,0.15513,0.15512
England and Wales,,24,,,,0.05923,0.07474,0.08458,0.07946,0.07972,0.09214,0.10948,0.12127,0.13438,0.13524,0.17621,0.21126,0.18939,0.16173,0.15343
England and Wales,,25,,,,0.06576,0.08179,0.09274,0.08616,0.08268,0.0981,0.11713,0.12711,0.14005,0.13377,0.17424,0.20415,0.19769,0.16507,0.14792
England and Wales,,26,,,,0.0734,0.08788,0.09897,0.09427,0.08675,0.10279,0.11964,0.12893,0.13337,0.12843,0.16002,0.1865,0.19443,0.16738,0.14497
England and Wales,,27,,,,,0.09251,0.10304,0.10316,0.09388,0.10494,0.11886,0.12913,0.12834,0.12409,0.13894,0.16548,0.18251,0.16116,0.13814
England and Wales,,28,,,,,0.09559,0.10578,0.10963,0.10182,0.10555,0.11778,0.12362,0.12272,0.12189,0.11745,0.1477,0.17356,0.15456,0.13176
England and Wales,,29,,,,,0.09866,0.11141,0.1152,0.10726,0.10464,0.11464,0.11876,0.11471,0.11466,0.09855,0.12436,0.15415,0.14553,0.11949
England and Wales,,30,,,,,0.10096,0.11176,0.11752,0.1103,0.10186,0.10901,0.11222,0.10525,0.10151,0.08216,0.10689,0.13096,0.13584,0.11088
England and Wales,,31,,,,,0.10386,0.11356,0.12017,0.1146,0.09864,0.10116,0.09891,0.09213,0.08397,0.06584,0.08399,0.10305,0.11792,0.09882
England and Wales,,32,,,,,,0.10797,0.11444,0.11245,0.09594,0.09247,0.08759,0.0805,0.06917,0.05612,0.06381,0.08994,0.10884,0.09221
England and Wales,,33,,,,,,0.09834,0.10615,0.10491,0.09212,0.08185,0.07581,0.06773,0.05729,0.04895,0.04803,0.07178,0.09143,0.07933
England and Wales,,34,,,,,,0.08935,0.09943,0.0978,0.08477,0.07175,0.06612,0.05882,0.04796,0.04211,0.03713,0.05994,0.08039,0.07396
England and Wales,,35,,,,,,0.08078,0.09015,0.08846,0.07705,0.0616,0.05586,0.04913,0.04032,0.03327,0.02869,0.04837,0.06598,0.0662
England and Wales,,36,,,,,,0.07002,0.07681,0.07698,0.06803,0.05186,0.04724,0.04044,0.03261,0.02608,0.02238,0.03658,0.05266,0.05727
England and Wales,,37,,,,,,,0.06262,0.06286,0.0565,0.04394,0.03839,0.03202,0.02605,0.0209,0.01783,0.02597,0.0411,0.04724
England and Wales,,38,,,,,,,0.04927,0.04966,0.04512,0.03635,0.02958,0.02465,0.02043,0.01588,0.01461,0.01795,0.03278,0.04135
England and Wales,,39,,,,,,,0.03819,0.03942,0.0357,0.02889,0.02271,0.01923,0.01545,0.01197,0.01143,0.01237,0.02302,0.03168
England and Wales,,40,,,,,,,0.02798,0.02912,0.02644,0.02134,0.01642,0.01373,0.01107,0.00866,0.00822,0.00867,0.01631,0.0225
England and Wales,,41,,,,,,,0.01933,0.02019,0.0185,0.01522,0.01124,0.00954,0.00741,0.00583,0.00631,0.00552,0.01033,0.01492
England and Wales,,42,,,,,,,,0.01275,0.01156,0.00989,0.00748,0.00613,0.00487,0.00382,0.00389,0.00372,0.00615,0.01036
England and Wales,,43,,,,,,,,0.00741,0.00704,0.00596,0.00463,0.00365,0.00282,0.0023,0.00236,0.0024,0.00339,0.00598
England and Wales,,44,,,,,,,,0.00435,0.00409,0.00335,0.00271,0.00196,0.00165,0.00126,0.00149,0.0015,0.00173,0.00308
England and Wales,,45,,,,,,,,0.0023,0.00222,0.00183,0.00152,0.00106,0.00078,0.00067,0.00082,0.00091,0.00091,0.00132
England and Wales,,46,,,,,,,,0.00134,0.0013,0.00112,0.00079,0.00059,0.00036,0.00032,0.00043,0.00053,0.00042,0.00065
England and Wales,,47,,,,,,,,,0.00076,0.00065,0.00047,0.00027,0.00019,0.00014,0.00028,0.00036,0.00027,0.0003
England and Wales,,48,,,,,,,,,0.0005,0.00038,0.00024,0.00017,0.00008,0.00009,0.0002,0.00023,0.00016,0.00013
England and Wales,,49,,,,,,,,,0.00033,0.00026,0.00023,0.0001,0.00007,0.00006,0.0001,0.00012,0.00011,0.00008
England and Wales,,50,,,,,,,,,0.00036,0.00029,0.00018,0.0001,0.00007,0.00006,0.0001,0.00012,0.0001,0.00005
England and Wales,,51,,,,,,,,,0.00021,0.00017,0.00009,0.00007,0.00006,0.00004,0.00006,0.00008,0.00007,0.00002
England and Wales,,52,,,,,,,,,,0.00006,0.00004,0.00003,0.00003,0.00002,0.00004,0.00004,0.00004,0.00001
England and Wales,,53,,,,,,,,,,0.00002,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
England and Wales,,54,,,,,,,,,,0,0,0,0,0,0,0,0,0
England and Wales,,55,,,,,,,,,,0,0,0,0,0,0,0,0,0
Estonia,EST,12,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Estonia,EST,13,,0.00015,0,0.00016,0.00011,0.0001,0,0.00009,0,0,0,0,0,,,,,
Estonia,EST,14,,,0.00034,0.00016,0.00032,0.00041,0.00049,0.00019,0.00007,0.00019,0.0001,0.0001,0.00002,0.00002,,,,
Estonia,EST,15,,,0.00068,0.00177,0.00194,0.00204,0.0031,0.003,0.00119,0.0013,0.00146,0.00088,0.00061,0.00027,,,,
Estonia,EST,16,,,0.00372,0.00485,0.00853,0.00798,0.01014,0.01487,0.0069,0.00628,0.00525,0.00461,0.00257,0.00319,,,,
Estonia,EST,17,,,0.00606,0.01395,0.02178,0.01959,0.02579,0.03731,0.02416,0.02191,0.01945,0.01576,0.01133,0.01063,,,,
Estonia,EST,18,,,0.01397,0.02382,0.02682,0.03041,0.03936,0.06173,0.0768,0.05808,0.05818,0.04618,0.03877,0.03549,,,,
Estonia,EST,19,,,,0.03117,0.03789,0.05155,0.06682,0.0922,0.13437,0.11885,0.12139,0.09835,0.08718,0.07052,0.0585,,,
Estonia,EST,20,,,,0.03989,0.03845,0.05923,0.07284,0.10168,0.16065,0.16203,0.16931,0.15049,0.13937,0.10396,0.09882,,,
Estonia,EST,21,,,,0.03622,0.0432,0.06429,0.07346,0.09598,0.15647,0.19044,0.18841,0.16516,0.17018,0.12529,0.12092,,,
Estonia,EST,22,,,,0.04557,0.05208,0.07245,0.07564,0.09169,0.13749,0.19798,0.19718,0.16977,0.17877,0.1465,0.13942,,,
Estonia,EST,23,,,,0.04814,0.05994,0.07658,0.08074,0.09566,0.11424,0.18452,0.19008,0.16008,0.16591,0.15658,0.14502,,,
Estonia,EST,24,,,,,0.06413,0.0928,0.09,0.09559,0.10862,0.16374,0.17642,0.15125,0.16134,0.15741,0.14702,0.1387,,
Estonia,EST,25,,,,,0.08058,0.08802,0.10387,0.08984,0.09288,0.12123,0.15551,0.14471,0.14646,0.15172,0.13606,0.1423,,
Estonia,EST,26,,,,,0.0914,0.09435,0.10857,0.09,0.08774,0.09958,0.13828,0.12986,0.1335,0.14484,0.1264,0.13182,,
Estonia,EST,27,,,,,0.10272,0.10211,0.1119,0.08868,0.07762,0.08009,0.13124,0.11972,0.11116,0.12523,0.11889,0.12182,,
Estonia,EST,28,,,,,0.1156,0.09684,0.11604,0.0855,0.07032,0.06647,0.10889,0.10417,0.09121,0.10656,0.11309,0.11188,,
Estonia,EST,29,,,,,,0.09727,0.11207,0.09017,0.06795,0.05703,0.08848,0.09173,0.08309,0.09625,0.10931,0.10054,0.101,
Estonia,EST,30,,,,,,0.11283,0.10636,0.08758,0.0647,0.05199,0.06562,0.08017,0.07421,0.08361,0.09552,0.08793,0.09438,
Estonia,EST,31,,,,,,0.09989,0.0941,0.08746,0.06065,0.0496,0.0515,0.07365,0.06509,0.07064,0.0846,0.08132,0.08174,
Estonia,EST,32,,,,,,0.09914,0.08364,0.08543,0.05897,0.03791,0.03712,0.05871,0.05736,0.05637,0.06642,0.07009,0.07162,
Estonia,EST,33,,,,,,0.09786,0.07192,0.07575,0.05306,0.03768,0.02875,0.05472,0.05228,0.04723,0.05447,0.06514,0.06197,
Estonia,EST,34,,,,,,,0.0716,0.07086,0.05118,0.03565,0.02681,0.042,0.04303,0.03605,0.04592,0.05538,0.05102,0.05994
Estonia,EST,35,,,,,,,0.06938,0.06465,0.05021,0.03366,0.02144,0.0306,0.03937,0.03263,0.03959,0.04266,0.04341,0.05341
Estonia,EST,36,,,,,,,0.06772,0.05363,0.04709,0.02917,0.01967,0.02204,0.03061,0.0278,0.03299,0.0416,0.03687,0.04315
Estonia,EST,37,,,,,,,0.05852,0.04613,0.04113,0.02324,0.01508,0.01667,0.02618,0.02477,0.02444,0.02895,0.02737,0.03485
Estonia,EST,38,,,,,,,0.04615,0.03662,0.03641,0.02065,0.01203,0.01195,0.01959,0.01776,0.0211,0.02023,0.02389,0.02622
Estonia,EST,39,,,,,,,,0.03066,0.03122,0.0178,0.01012,0.00738,0.01396,0.013,0.01342,0.01778,0.01846,0.02204
Estonia,EST,40,,,,,,,,0.02981,0.02123,0.01319,0.00922,0.00721,0.00874,0.01076,0.00974,0.01328,0.01229,0.01677
Estonia,EST,41,,,,,,,,0.02079,0.01343,0.01019,0.00582,0.00593,0.00575,0.00726,0.0066,0.00879,0.00981,0.01093
Estonia,EST,42,,,,,,,,0.01273,0.00921,0.00668,0.00358,0.00285,0.00324,0.00476,0.00464,0.00547,0.00685,0.00673
Estonia,EST,43,,,,,,,,0.00817,0.00442,0.00515,0.00189,0.00194,0.0017,0.00277,0.0028,0.00323,0.00413,0.00465
Estonia,EST,44,,,,,,,,,0.00227,0.00236,0.00181,0.00129,0.00087,0.00158,0.00132,0.00143,0.0022,0.00352
Estonia,EST,45,,,,,,,,,0.00195,0.00102,0.00105,0.00028,0.0002,0.00073,0.00052,0.00083,0.00097,0.00111
Estonia,EST,46,,,,,,,,,0.00108,0.00046,0.0001,0,0,0.00037,0.00021,0.00031,0.00035,0.00065
Estonia,EST,47,,,,,,,,,0.00043,0.00011,0,0,0,0,0,0.00038,0.00018,0.00028
Estonia,EST,48,,,,,,,,,0.00033,0.00012,0.00049,0,0,0,0.00019,0.00007,0,0
Estonia,EST,49,,,,,,,,,,0,0.0001,0,0,0,0,0,0,0
Estonia,EST,50,,,,,,,,,,0.00023,0,0,0,0,0,0.00001,0,0
Estonia,EST,51,,,,,,,,,,0,0,0,0,0,0,0,0,0
Estonia,EST,52,,,,,,,,,,0,0,0,0,0,0,0,0,0
Estonia,EST,53,,,,,,,,,,0,0,0,0,0,0,0,0,0
Estonia,EST,54,,,,,,,,,,,0,0,0,0,0,0,0,0
Estonia,EST,55,,,,,,,,,,,0,0,0,0,0,0,0,0
Finland,FIN,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Finland,FIN,13,0,0.00003,0,0,0,0,0.00003,0,0,0.00003,0,0,0.00004,0.00002,0.00006,0.00001,0,
Finland,FIN,14,,0.00003,0.00018,0.0001,0.00018,0.00013,0.00006,0.00013,0.00006,0.00003,0.00015,0.00006,0.00009,0.00012,0.00017,0.00008,0.00003,0
Finland,FIN,15,,0.00017,0.00039,0.00029,0.00021,0.00105,0.00045,0.00057,0.00039,0.0008,0.00121,0.00096,0.00072,0.0006,0.00033,0.00046,0.00023,0.00019
Finland,FIN,16,,0.00057,0.00091,0.00159,0.00195,0.00191,0.00229,0.00315,0.00261,0.00393,0.00582,0.0062,0.00564,0.00452,0.0027,0.00308,0.00219,0.00092
Finland,FIN,17,,0.00214,0.00237,0.00455,0.00503,0.0071,0.00527,0.00774,0.00821,0.01147,0.01665,0.02036,0.02507,0.02296,0.01524,0.01623,0.013,0.00463
Finland,FIN,18,,0.00392,0.00514,0.0083,0.01073,0.01372,0.01351,0.01513,0.01473,0.02137,0.03117,0.04189,0.0525,0.05595,0.04301,0.04469,0.03843,0.01406
Finland,FIN,19,,,0.01161,0.02024,0.02463,0.02887,0.02699,0.02825,0.03136,0.03624,0.04676,0.06302,0.07979,0.09046,0.08164,0.08289,0.07431,0.03828
Finland,FIN,20,,,0.0171,0.02698,0.0369,0.03805,0.03914,0.03921,0.04499,0.04782,0.06356,0.07911,0.09529,0.11819,0.12019,0.12444,0.1109,0.08873
Finland,FIN,21,,,0.02141,0.03217,0.04354,0.04776,0.0455,0.05202,0.05804,0.05493,0.07503,0.09164,0.10228,0.13996,0.14977,0.1558,0.14118,0.14446
Finland,FIN,22,,,0.0269,0.03636,0.05248,0.05738,0.05687,0.06005,0.07217,0.06761,0.08944,0.09684,0.10495,0.14391,0.17093,0.17188,0.16684,0.17794
Finland,FIN,23,,,0.033,0.04169,0.05928,0.06749,0.0651,0.07258,0.0847,0.08359,0.09718,0.11061,0.10981,0.14054,0.17648,0.17706,0.17822,0.1892
Finland,FIN,24,,,,0.0477,0.0673,0.07979,0.07736,0.08393,0.09885,0.10101,0.10985,0.11526,0.12593,0.13122,0.17527,0.18319,0.18306,0.19033
Finland,FIN,25,,,,0.0595,0.07458,0.09089,0.09032,0.10067,0.11183,0.12062,0.11924,0.1252,0.12704,0.12292,0.163,0.18181,0.18129,0.18218
Finland,FIN,26,,,,0.06388,0.07981,0.10382,0.10711,0.10672,0.11997,0.13489,0.12074,0.1292,0.12401,0.11392,0.15277,0.17016,0.17683,0.17645
Finland,FIN,27,,,,0.07072,0.0835,0.10892,0.11649,0.11652,0.12233,0.14368,0.13375,0.13111,0.11367,0.10077,0.1363,0.1615,0.15945,0.16656
Finland,FIN,28,,,,0.07388,0.08731,0.11812,0.12617,0.12978,0.12483,0.14063,0.1346,0.12234,0.11129,0.09198,0.11003,0.14944,0.14776,0.15511
Finland,FIN,29,,,,,0.09314,0.11662,0.13404,0.1345,0.12331,0.13969,0.1338,0.11344,0.09808,0.09087,0.09361,0.12832,0.1372,0.14419
Finland,FIN,30,,,,,0.10331,0.11647,0.13304,0.13218,0.12234,0.12725,0.12544,0.10368,0.08807,0.08438,0.08077,0.11366,0.12401,0.13441
Finland,FIN,31,,,,,0.10567,0.11141,0.12853,0.12883,0.11204,0.11424,0.11446,0.08961,0.08246,0.07509,0.06562,0.09665,0.11405,0.12014
Finland,FIN,32,,,,,0.09243,0.09877,0.11513,0.11976,0.10542,0.10035,0.10281,0.08107,0.07469,0.06347,0.05087,0.07953,0.09721,0.10506
Finland,FIN,33,,,,,0.08886,0.08652,0.10717,0.11185,0.09906,0.09134,0.08632,0.07343,0.06628,0.05665,0.04307,0.06138,0.09046,0.09649
Finland,FIN,34,,,,,,0.0824,0.09216,0.09935,0.08957,0.07885,0.07847,0.06638,0.0559,0.04762,0.04095,0.04844,0.07471,0.08541
Finland,FIN,35,,,,,,0.07617,0.07924,0.08595,0.07821,0.0699,0.06438,0.05737,0.04742,0.04012,0.0365,0.03864,0.06455,0.07671
Finland,FIN,36,,,,,,0.06545,0.06674,0.06904,0.06311,0.05791,0.05575,0.04571,0.03867,0.03504,0.02871,0.02805,0.05323,0.06621
Finland,FIN,37,,,,,,0.05111,0.05298,0.05947,0.05434,0.04679,0.04172,0.0377,0.03058,0.02987,0.02547,0.02056,0.04293,0.05673
Finland,FIN,38,,,,,,0.04111,0.03979,0.04496,0.0421,0.03759,0.03452,0.02766,0.02453,0.02489,0.02023,0.0175,0.03083,0.04712
Finland,FIN,39,,,,,,,0.03267,0.03458,0.03434,0.03098,0.0271,0.02289,0.02085,0.01879,0.01799,0.01395,0.02382,0.03802
Finland,FIN,40,,,,,,,0.02688,0.02537,0.02545,0.02282,0.01948,0.01599,0.01547,0.01278,0.01149,0.01057,0.01374,0.02842
Finland,FIN,41,,,,,,,0.0196,0.01887,0.01682,0.01545,0.01344,0.01061,0.01016,0.00896,0.0081,0.00772,0.00864,0.02126
Finland,FIN,42,,,,,,,0.01199,0.01126,0.01159,0.00963,0.0087,0.00742,0.0068,0.00626,0.00614,0.00496,0.00508,0.01483
Finland,FIN,43,,,,,,,0.00776,0.0069,0.00636,0.00648,0.005,0.00459,0.00392,0.00387,0.00317,0.00307,0.00364,0.00833
Finland,FIN,44,,,,,,,,0.00469,0.00347,0.00363,0.0022,0.00248,0.00218,0.0024,0.00225,0.00198,0.00214,0.00444
Finland,FIN,45,,,,,,,,0.00255,0.00195,0.00142,0.00193,0.00143,0.00143,0.00101,0.00089,0.00099,0.00084,0.00185
Finland,FIN,46,,,,,,,,0.00171,0.00108,0.00087,0.00064,0.00082,0.00063,0.00047,0.00031,0.00033,0.00078,0.00078
Finland,FIN,47,,,,,,,,0.00084,0.00056,0.00033,0.00035,0.00018,0.00039,0.00028,0.00023,0.00026,0.00037,0.00029
Finland,FIN,48,,,,,,,,0.00059,0.00012,0.00011,0.00005,0,0.00007,0.00005,0.00004,0,0.0001,0.00009
Finland,FIN,49,,,,,,,,,0.00016,0.00019,0.00005,0.00008,0.00002,0.00003,0,0,0.0001,0.00007
Finland,FIN,50,,,,,,,,,0.00003,0.00016,0.00008,0,0.00007,0,0,0.00004,0,0
Finland,FIN,51,,,,,,,,,0.00003,0.00005,0.00003,0,0,0,0,0,0,0
Finland,FIN,52,,,,,,,,,0,0.00003,0,0,0,0.00003,0,0,0,0
Finland,FIN,53,,,,,,,,,0.00003,0.00003,0,0,0,0,0,0,0,0
Finland,FIN,54,,,,,,,,,,0.00003,0,0,0,0,0,0,0,0
Finland,FIN,55,,,,,,,,,,0,0,0,0,0,0,0,0,0
France,FRA,12,,0,0,0.00001,0.00001,0.00001,0,0.00001,0,0,0,0.00001,0,0.00002,0,0,,
France,FRA,13,,0.00003,0.00004,0.00005,0.00003,0.00003,0.00003,0.00007,0.00005,0.00006,0.00006,0.00007,0.00004,0.00009,0.00003,0.00001,,
France,FRA,14,,0.00021,0.00027,0.00023,0.00021,0.00023,0.00022,0.00025,0.00036,0.0003,0.00039,0.00046,0.00053,0.00063,0.0004,0.00037,,
France,FRA,15,,0.00069,0.00085,0.00102,0.00087,0.00111,0.00087,0.00105,0.00128,0.00175,0.00219,0.00262,0.00238,0.00254,0.00184,0.00192,,
France,FRA,16,,0.00158,0.0022,0.00305,0.00293,0.0034,0.00282,0.00348,0.00383,0.0055,0.00808,0.01025,0.00899,0.0101,0.00702,0.00729,0.00702,
France,FRA,17,,,0.00412,0.00651,0.0068,0.00711,0.00648,0.00737,0.00863,0.01312,0.01945,0.02978,0.02435,0.02599,0.02021,0.01965,0.02177,
France,FRA,18,,,0.00818,0.01221,0.0137,0.0148,0.01374,0.01457,0.01795,0.02526,0.03767,0.05723,0.05177,0.05834,0.04433,0.04365,0.04865,
France,FRA,19,,,0.01515,0.02042,0.02445,0.02583,0.0261,0.02487,0.03161,0.04336,0.06425,0.08533,0.09035,0.10205,0.08059,0.07721,0.087,
France,FRA,20,,,0.02108,0.02851,0.03408,0.03594,0.03863,0.03398,0.04487,0.05967,0.08795,0.10316,0.13128,0.14785,0.12355,0.11553,0.124,
France,FRA,21,,,0.02836,0.03593,0.04341,0.04731,0.04873,0.04497,0.05896,0.07697,0.10879,0.12016,0.15835,0.17524,0.16386,0.14969,0.15485,0.14899
France,FRA,22,,,,0.04485,0.05456,0.05931,0.0599,0.057,0.06978,0.09386,0.12466,0.13662,0.17326,0.19006,0.19892,0.18018,0.17771,0.18521
France,FRA,23,,,,0.05576,0.06615,0.07399,0.07259,0.07222,0.08275,0.1102,0.13508,0.1445,0.16526,0.19022,0.2144,0.19941,0.18964,0.19653
France,FRA,24,,,,0.06821,0.08027,0.08995,0.08935,0.09283,0.10006,0.12529,0.14729,0.15692,0.15746,0.18451,0.21049,0.20696,0.1951,0.20338
France,FRA,25,,,,0.08074,0.09414,0.10854,0.10856,0.11406,0.11839,0.13753,0.15361,0.16178,0.14302,0.17737,0.19836,0.20221,0.18539,0.18659
France,FRA,26,,,,0.0953,0.10632,0.12205,0.12474,0.12874,0.1313,0.14354,0.15174,0.15425,0.13716,0.163,0.18161,0.19465,0.17984,0.17505
France,FRA,27,,,,,0.11876,0.1342,0.13885,0.14121,0.141,0.13816,0.14496,0.13816,0.12793,0.144,0.16274,0.17931,0.16939,0.16407
France,FRA,28,,,,,0.12787,0.14338,0.1457,0.14626,0.14442,0.13321,0.13527,0.12191,0.11499,0.12074,0.14388,0.16622,0.15758,0.15004
France,FRA,29,,,,,0.13328,0.14542,0.15026,0.14899,0.14579,0.13032,0.12467,0.11193,0.10765,0.09997,0.12754,0.14696,0.14216,0.1391
France,FRA,30,,,,,0.13197,0.14273,0.14728,0.14587,0.1387,0.12481,0.11265,0.10241,0.09768,0.07943,0.11301,0.12964,0.12942,0.12525
France,FRA,31,,,,,0.13631,0.13544,0.13852,0.13777,0.12576,0.11223,0.09795,0.08949,0.08302,0.06735,0.0964,0.11099,0.11579,0.11238
France,FRA,32,,,,,,0.12562,0.12758,0.12545,0.1116,0.09937,0.08341,0.07787,0.0668,0.05722,0.07979,0.09389,0.10273,0.10015
France,FRA,33,,,,,,0.11268,0.11532,0.11086,0.09825,0.08803,0.07132,0.06755,0.05407,0.0474,0.06346,0.07999,0.09097,0.0896
France,FRA,34,,,,,,0.10192,0.10163,0.09868,0.0876,0.0791,0.06315,0.05867,0.0477,0.04157,0.04909,0.06727,0.07865,0.07824
France,FRA,35,,,,,,0.089,0.08878,0.08692,0.07741,0.06822,0.05577,0.0496,0.04065,0.036,0.03593,0.05706,0.0669,0.06762
France,FRA,36,,,,,,0.07939,0.07545,0.07198,0.06578,0.05609,0.04647,0.03964,0.03375,0.02898,0.02803,0.04755,0.05468,0.05794
France,FRA,37,,,,,,,0.06047,0.05857,0.05303,0.04566,0.03767,0.03134,0.02747,0.0218,0.02096,0.03712,0.04486,0.04896
France,FRA,38,,,,,,,0.04968,0.04756,0.04253,0.03583,0.03045,0.02399,0.02197,0.01615,0.01634,0.02708,0.03622,0.0416
France,FRA,39,,,,,,,0.03921,0.03809,0.03369,0.0288,0.02441,0.01892,0.01689,0.01288,0.01256,0.01898,0.02805,0.03308
France,FRA,40,,,,,,,0.02843,0.02799,0.0251,0.02208,0.0179,0.01411,0.0123,0.00946,0.00966,0.01157,0.02089,0.02511
France,FRA,41,,,,,,,0.02127,0.01968,0.01748,0.0152,0.01242,0.00959,0.0083,0.0066,0.00684,0.00696,0.01497,0.01762
France,FRA,42,,,,,,,,0.01311,0.01126,0.00967,0.00788,0.00612,0.00531,0.00445,0.0044,0.00423,0.00983,0.01167
France,FRA,43,,,,,,,,0.00805,0.00728,0.00594,0.00486,0.00368,0.00301,0.00253,0.00277,0.00264,0.00586,0.00744
France,FRA,44,,,,,,,,0.00461,0.00396,0.00327,0.00268,0.00203,0.00165,0.00157,0.00174,0.00149,0.00281,0.00418
France,FRA,45,,,,,,,,0.00228,0.00214,0.00168,0.00134,0.00092,0.00094,0.00081,0.00084,0.00079,0.00117,0.00222
France,FRA,46,,,,,,,,0.00143,0.00116,0.00085,0.00065,0.0005,0.00041,0.00041,0.00048,0.00041,0.00059,0.00094
France,FRA,47,,,,,,,,,0.00054,0.00039,0.00033,0.00022,0.00016,0.00018,0.0003,0.00024,0.00027,0.00046
France,FRA,48,,,,,,,,,0.00033,0.00029,0.00019,0.00011,0.00009,0.00009,0.00017,0.00011,0.00013,0.00018
France,FRA,49,,,,,,,,,0.00025,0.00017,0.00016,0.00005,0.00005,0.00006,0.00012,0.00007,0.00008,0.00008
France,FRA,50,,,,,,,,,0.00015,0.0001,0.00011,0.00006,0.00004,0.00004,0.00006,0.00005,0.00005,0.00002
France,FRA,51,,,,,,,,,0.00009,0.00009,0.00005,0.00003,0.00002,0,0.00004,0.00003,0.00004,0.00002
France,FRA,52,,,,,,,,,,0.00003,0.00002,0.00002,0.00002,0.00001,0.00003,0.00002,0.00001,0.00001
France,FRA,53,,,,,,,,,,0.00004,0.00003,0.00003,0.00001,0,0.00003,0.00001,0.00002,0.00001
France,FRA,54,,,,,,,,,,0.00001,0.00001,0.00002,0.00001,0,0,0.00002,0,0.00001
France,FRA,55,,,,,,,,,,0.00001,0.00001,0,0,0,0,0,0,0
Germany,DEU,12,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Germany,DEU,13,,,0.00005,0.00004,0.00005,0.00002,0.00007,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,,,
Germany,DEU,14,,,0.00045,0.00035,0.00047,0.0004,0.00037,0.00038,0.00025,0.00029,0.00035,0.0004,0.00033,0.00033,,,,
Germany,DEU,15,,,0.00149,0.00125,0.00159,0.00189,0.00166,0.00181,0.00144,0.00184,0.00247,0.00338,0.00261,0.0026,,,,
Germany,DEU,16,,,0.00336,0.00332,0.00402,0.00526,0.00475,0.00568,0.00461,0.00597,0.00869,0.0142,0.01175,0.01108,0.00604,,,
Germany,DEU,17,,,,0.00666,0.00774,0.01042,0.01031,0.01197,0.0119,0.01431,0.02221,0.035,0.03711,0.03426,0.02091,,,
Germany,DEU,18,,,,0.01158,0.01316,0.01718,0.01912,0.02075,0.0228,0.02839,0.04295,0.05784,0.07678,0.07157,0.04914,,,
Germany,DEU,19,,,,0.01768,0.01987,0.02556,0.03022,0.03077,0.03993,0.04589,0.06844,0.07782,0.11298,0.11078,0.08403,,,
Germany,DEU,20,,,,0.02539,0.02546,0.03282,0.04007,0.0415,0.05376,0.0594,0.08705,0.09149,0.13025,0.14033,0.11616,,,
Germany,DEU,21,,,,0.03156,0.03028,0.03863,0.04701,0.05257,0.0575,0.07052,0.09653,0.10306,0.1291,0.16007,0.14281,0.12666,,
Germany,DEU,22,,,,,0.03518,0.04403,0.05264,0.0613,0.06108,0.08119,0.10206,0.11167,0.1184,0.16516,0.16149,0.14468,,
Germany,DEU,23,,,,,0.04164,0.04911,0.05922,0.06797,0.06553,0.08992,0.10392,0.11609,0.1141,0.15293,0.1717,0.15818,,
Germany,DEU,24,,,,,0.05044,0.05641,0.06602,0.07569,0.07146,0.09814,0.10636,0.11952,0.11348,0.1356,0.17261,0.16597,,
Germany,DEU,25,,,,,0.06267,0.06449,0.07218,0.08238,0.08121,0.09971,0.11084,0.11998,0.1117,0.1239,0.16804,0.16706,,
