Entity,Year,World population
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1843,1239880237
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1844,1245319917
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1845,1250936428
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1846,1256637463
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1847,1262424720
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1848,1268300005
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1849,1273394934
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1850,1278811177
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1851,1280744899
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1852,1282983708
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1853,1284472373
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1854,1286078878
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1855,1287785678
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1856,1289613085
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1857,1291556308
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1858,1293616943
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1859,1296053087
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1860,1300098967
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1861,1302046862
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1862,1305560612
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1863,1309444051
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1864,1313410603
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1865,1317453657
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1866,1321572626
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1867,1325775239
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1868,1330060419
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1869,1334928493
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1870,1341698514
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1871,1346406314
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1872,1353032986
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1873,1360261504
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1874,1367561973
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1875,1374962430
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1876,1382443050
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1877,1389974777
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1878,1397574403
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1879,1405702618
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1880,1415842118
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1881,1423704727
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1882,1433553127
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1883,1444009167
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1884,1454595037
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1885,1465369425
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1886,1476245076
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1887,1487277339
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1888,1498437207
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1889,1509373834
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1890,1521670183
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1891,1530611585
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1892,1540822549
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1893,1550822689
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1894,1560960959
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1895,1571250732
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1896,1581628826
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1897,1592152786
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1898,1602801870
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1899,1614109121
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1900,1627884060
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1901,1638647517
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1902,1651840077
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1903,1665703540
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1904,1679752718
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1905,1693984163
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1906,1708411294
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1907,1723032738
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1908,1737874788
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1909,1752122665
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1910,1767848591
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1911,1778784032
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1912,1791197929
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1913,1803056235
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1914,1815104863
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1915,1827290389
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1916,1839559287
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1917,1851899055
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1918,1864869126
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1919,1878650358
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1920,1895683191
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1921,1908748639
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1922,1924826120
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1923,1941636900
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1924,1958716901
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1925,1976068839
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1926,1993719848
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1927,2011689749
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1928,2029682397
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1929,2048513689
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1930,2070597510
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1931,2088429965
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1932,2109357892
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1933,2131029147
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1934,2152969392
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1935,2175184808
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1936,2197830032
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1937,2220878589
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1938,2244005191
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1939,2266483407
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1940,2290872648
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1941,2307736768
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1942,2326734579
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1943,2344581440
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1944,2362439908
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1945,2380167769
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1946,2397811266
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1947,2416694412
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1948,2437259361
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1949,2463242071
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1950,2499322112
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1951,2543130368
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1952,2590270976
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1953,2640278784
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1954,2691979264
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1955,2746072064
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1956,2801002752
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1957,2857866752
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1958,2916108032
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1959,2970292224
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1960,3019233536
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1961,3068370688
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1962,3126686720
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1963,3195779328
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1964,3267212288
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1965,3337112064
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1966,3406416896
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1967,3475448064
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1968,3546810880
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1969,3620655360
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1970,3695390208
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1971,3770163200
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1972,3844800768
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1973,3920251392
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1974,3995516928
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1975,4069437184
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1976,4142505728
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1977,4215772416
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1978,4289657600
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1979,4365582848
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1980,4444007936
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1981,4524627456
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1982,4607984640
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1983,4691884032
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1984,4775836160
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1985,4861730816
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1986,4950063104
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1987,5040984576
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1988,5132294144
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1989,5223704064
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1990,5316175872
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1991,5406245888
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1992,5492686336
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1993,5577433600
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1994,5660727808
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1995,5743219712
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1996,5825145344
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1997,5906481152
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1998,5987312640
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",1999,6067758592
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2000,6148898816
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2001,6230747136
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2002,6312407552
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2003,6393898496
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2004,6475751424
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2005,6558176256
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2006,6641416192
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2007,6725948416
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2008,6811597312
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2009,6898306048
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2010,6985603072
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2011,7073125376
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2012,7161697792
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2013,7250593280
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2014,7339013632
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2015,7426597376
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2016,7513474048
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2017,7599822336
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2018,7683789824
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2019,7764951040
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2020,7840952832
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2021,7909295104
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2022,7975105024
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2023,8045311488
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2024,8118835712
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2025,8191988224
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2026,8264364544
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2027,8335977472
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2028,8406829056
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2029,8476889600
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2030,8546141184
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2031,8614533120
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2032,8682091520
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2033,8748798976
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2034,8814575616
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2035,8879397888
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2036,8943206400
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2037,9006026752
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2038,9067888640
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2039,9128660992
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2040,9188250624
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2041,9246672896
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2042,9303897088
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2043,9359836160
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2044,9414408192
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2045,9467543552
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2046,9519191040
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2047,9569298432
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2048,9617774592
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2049,9664516096
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2050,9709492224
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2051,9752656896
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2052,9794102272
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2053,9833861120
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2054,9871900672
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2055,9908304896
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2056,9943122944
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2057,9976439808
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2058,10008309760
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2059,10038706176
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2060,10067733504
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2061,10095572992
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2062,10122307584
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2063,10147949568
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2064,10172513280
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2065,10195964928
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2066,10218272768
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2067,10239584256
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2068,10259872768
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2069,10279074816
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2070,10297166848
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2071,10314142720
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2072,10330059776
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2073,10344891392
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2074,10358552576
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2075,10370994176
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2076,10382180352
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2077,10392082432
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2078,10400749568
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2079,10408266752
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2080,10414637056
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2081,10419851264
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2082,10424023040
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2083,10427226112
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2084,10429447168
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2085,10430679040
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2086,10430925824
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2087,10430267392
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2088,10428830720
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2089,10426601472
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2090,10423540736
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2091,10419647488
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2092,10414959616
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2093,10409491456
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2094,10403271680
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2095,10396305408
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2096,10388516864
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2097,10379888640
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2098,10370445312
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2099,10360269824
"OWID based on HYDE 3.2, Gapminder v7 and UN 2022",2100,10349323264
Olofsson and Hickler (2007),-4000,7000000
Olofsson and Hickler (2007),-2000,27000000
Olofsson and Hickler (2007),1,170000000
Olofsson and Hickler (2007),1000,265000000
Olofsson and Hickler (2007),1700,610000000
Olofsson and Hickler (2007),1850,1200000000
Olofsson and Hickler (2007),1990,5300000000
"Renfrew and Bahn, lower estimate (1996)",-10000,5000000
"Renfrew and Bahn, upper estimate (1996)",-10000,20000000
Richards (1990),1920,2000000000
Richards (1990),1980,4430000000
Stern and Kaufmann (1996),1900,1622000000
Stern and Kaufmann (1996),1910,1760000000
Stern and Kaufmann (1996),1920,1910000000
Stern and Kaufmann (1996),1930,2086000000
Stern and Kaufmann (1996),1940,2291000000
Stern and Kaufmann (1996),1950,2516000000
Stern and Kaufmann (1996),1960,3019000000
Stern and Kaufmann (1996),1970,3697000000
Stern and Kaufmann (1996),1980,4447000000
Stern and Kaufmann (1996),1990,5295000000
Tanton (1995),1700,600000000
Tanton (1995),1800,900000000
Tanton (1995),1900,1600000000
Tanton (1995),1950,2400000000
"Thomlinson, lower estimate (1975)",-10000,1000000
"Thomlinson, lower estimate (1975)",-5000,5000000
"Thomlinson, lower estimate (1975)",1,200000000
"Thomlinson, lower estimate (1975)",1300,400000000
"Thomlinson, lower estimate (1975)",1700,600000000
"Thomlinson, lower estimate (1975)",1750,700000000
"Thomlinson, lower estimate (1975)",1800,900000000
"Thomlinson, lower estimate (1975)",1900,1600000000
"Thomlinson, lower estimate (1975)",1950,2400000000
"Thomlinson, upper estimate (1975)",-10000,10000000
"Thomlinson, upper estimate (1975)",-5000,20000000
Tuve (1976),1900,1580000000
Tuve (1976),1910,1660000000
Tuve (1976),1920,1810000000
Tuve (1976),1930,2010000000
Tuve (1976),1940,2240000000
Tuve (1976),1950,2490000000
Tuve (1976),1960,2980000000
Tuve (1976),1970,3630000000
UN (2008 revision),1950,2535000000
UN (2008 revision),1960,3032000000
UN (2008 revision),1970,3697000000
UN (2008 revision),1980,4451000000
UN (2008 revision),1990,5295000000
UN (2008 revision),2000,6124000000
UN (2022 revision),1950,2499322112
UN (2022 revision),1951,2543130368
UN (2022 revision),1952,2590270976
UN (2022 revision),1953,2640278784
UN (2022 revision),1954,2691979264
UN (2022 revision),1955,2746072064
UN (2022 revision),1956,2801002752
UN (2022 revision),1957,2857866752
UN (2022 revision),1958,2916108032
UN (2022 revision),1959,2970292224
UN (2022 revision),1960,3019233536
UN (2022 revision),1961,3068370688
UN (2022 revision),1962,3126686720
UN (2022 revision),1963,3195779328
UN (2022 revision),1964,3267212288
UN (2022 revision),1965,3337112064
UN (2022 revision),1966,3406416896
UN (2022 revision),1967,3475448064
UN (2022 revision),1968,3546810880
UN (2022 revision),1969,3620655360
UN (2022 revision),1970,3695390208
UN (2022 revision),1971,3770163200
UN (2022 revision),1972,3844800768
UN (2022 revision),1973,3920251392
UN (2022 revision),1974,3995516928
UN (2022 revision),1975,4069437184
UN (2022 revision),1976,4142505728
UN (2022 revision),1977,4215772416
UN (2022 revision),1978,4289657600
UN (2022 revision),1979,4365582848
UN (2022 revision),1980,4444007936
UN (2022 revision),1981,4524627456
UN (2022 revision),1982,4607984640
UN (2022 revision),1983,4691884032
UN (2022 revision),1984,4775836160
UN (2022 revision),1985,4861730816
UN (2022 revision),1986,4950063104
UN (2022 revision),1987,5040984576
UN (2022 revision),1988,5132294144
UN (2022 revision),1989,5223704064
UN (2022 revision),1990,5316175872
UN (2022 revision),1991,5406245888
UN (2022 revision),1992,5492686336
UN (2022 revision),1993,5577433600
UN (2022 revision),1994,5660727808
UN (2022 revision),1995,5743219712
UN (2022 revision),1996,5825145344
UN (2022 revision),1997,5906481152
UN (2022 revision),1998,5987312640
UN (2022 revision),1999,6067758592
UN (2022 revision),2000,6148898816
UN (2022 revision),2001,6230747136
UN (2022 revision),2002,6312407552
UN (2022 revision),2003,6393898496
UN (2022 revision),2004,6475751424
UN (2022 revision),2005,6558176256
UN (2022 revision),2006,6641416192
UN (2022 revision),2007,6725948416
UN (2022 revision),2008,6811597312
UN (2022 revision),2009,6898306048
UN (2022 revision),2010,6985603072
UN (2022 revision),2011,7073125376
UN (2022 revision),2012,7161697792
UN (2022 revision),2013,7250593280
UN (2022 revision),2014,7339013632
UN (2022 revision),2015,7426597376
UN (2022 revision),2016,7513474048
UN (2022 revision),2017,7599822336
UN (2022 revision),2018,7683789824
UN (2022 revision),2019,7764951040
UN (2022 revision),2020,7840952832
UN (2022 revision),2021,7909295104
"UN, medium variant projection (2019 revision)",2020,7794799000
"UN, medium variant projection (2019 revision)",2021,7874966000
"UN, medium variant projection (2019 revision)",2022,7953953000
"UN, medium variant projection (2019 revision)",2023,8031800000
"UN, medium variant projection (2019 revision)",2024,8108605000
"UN, medium variant projection (2019 revision)",2025,8184437000
"UN, medium variant projection (2019 revision)",2026,8259277000
"UN, medium variant projection (2019 revision)",2027,8333078000
"UN, medium variant projection (2019 revision)",2028,8405863000
"UN, medium variant projection (2019 revision)",2029,8477661000
"UN, medium variant projection (2019 revision)",2030,8548487000
"UN, medium variant projection (2019 revision)",2031,8618349000
"UN, medium variant projection (2019 revision)",2032,8687228000
"UN, medium variant projection (2019 revision)",2033,8755083000
"UN, medium variant projection (2019 revision)",2034,8821863000
"UN, medium variant projection (2019 revision)",2035,8887524000
"UN, medium variant projection (2019 revision)",2036,8952049000
"UN, medium variant projection (2019 revision)",2037,9015438000
"UN, medium variant projection (2019 revision)",2038,9077694000
"UN, medium variant projection (2019 revision)",2039,9138828000
"UN, medium variant projection (2019 revision)",2040,9198847000
"UN, medium variant projection (2019 revision)",2041,9257746000
"UN, medium variant projection (2019 revision)",2042,9315508000
"UN, medium variant projection (2019 revision)",2043,9372118000
"UN, medium variant projection (2019 revision)",2044,9427555000
"UN, medium variant projection (2019 revision)",2045,9481803000
"UN, medium variant projection (2019 revision)",2046,9534855000
"UN, medium variant projection (2019 revision)",2047,9586708000
"UN, medium variant projection (2019 revision)",2048,9637358000
"UN, medium variant projection (2019 revision)",2049,9686800000
"UN, medium variant projection (2019 revision)",2050,9735034000
"UN, medium variant projection (2019 revision)",2051,9782062000
"UN, medium variant projection (2019 revision)",2052,9827885000
"UN, medium variant projection (2019 revision)",2053,9872500000
"UN, medium variant projection (2019 revision)",2054,9915902000
"UN, medium variant projection (2019 revision)",2055,9958094000
"UN, medium variant projection (2019 revision)",2056,9999078000
"UN, medium variant projection (2019 revision)",2057,10038871000
"UN, medium variant projection (2019 revision)",2058,10077505000
"UN, medium variant projection (2019 revision)",2059,10115020000
"UN, medium variant projection (2019 revision)",2060,10151449000
"UN, medium variant projection (2019 revision)",2061,10186812000
"UN, medium variant projection (2019 revision)",2062,10221118000
"UN, medium variant projection (2019 revision)",2063,10254383000
"UN, medium variant projection (2019 revision)",2064,10286616000
"UN, medium variant projection (2019 revision)",2065,10317830000
"UN, medium variant projection (2019 revision)",2066,10348042000
"UN, medium variant projection (2019 revision)",2067,10377268000
"UN, medium variant projection (2019 revision)",2068,10405520000
"UN, medium variant projection (2019 revision)",2069,10432810000
"UN, medium variant projection (2019 revision)",2070,10459153000
"UN, medium variant projection (2019 revision)",2071,10484559000
"UN, medium variant projection (2019 revision)",2072,10509046000
"UN, medium variant projection (2019 revision)",2073,10532630000
"UN, medium variant projection (2019 revision)",2074,10555327000
"UN, medium variant projection (2019 revision)",2075,10577156000
"UN, medium variant projection (2019 revision)",2076,10598132000
"UN, medium variant projection (2019 revision)",2077,10618268000
"UN, medium variant projection (2019 revision)",2078,10637574000
"UN, medium variant projection (2019 revision)",2079,10656054000
"UN, medium variant projection (2019 revision)",2080,10673719000
"UN, medium variant projection (2019 revision)",2081,10690577000
"UN, medium variant projection (2019 revision)",2082,10706644000
"UN, medium variant projection (2019 revision)",2083,10721951000
"UN, medium variant projection (2019 revision)",2084,10736533000
"UN, medium variant projection (2019 revision)",2085,10750417000
"UN, medium variant projection (2019 revision)",2086,10763615000
"UN, medium variant projection (2019 revision)",2087,10776129000
"UN, medium variant projection (2019 revision)",2088,10787962000
"UN, medium variant projection (2019 revision)",2089,10799112000
"UN, medium variant projection (2019 revision)",2090,10809576000
"UN, medium variant projection (2019 revision)",2091,10819350000
"UN, medium variant projection (2019 revision)",2092,10828433000
"UN, medium variant projection (2019 revision)",2093,10836817000
